Time [s], RESP, PLETH, II, V, AVR, CVP
0.424,0.015534,0.60215,0.4,0.66471,0.68555,13.572
0.432,0.015534,0.58456,0.40392,0.68039,0.67969,13.064
0.44,0.015534,0.56794,0.4,0.67647,0.67578,12.751
0.448,0.015534,0.55327,0.41569,0.68039,0.67578,12.751
0.456,0.015534,0.53959,0.41569,0.67059,0.66406,13.142
0.464,0.015534,0.52688,0.41961,0.68039,0.66406,13.768
0.472,0.015534,0.51515,0.41569,0.68039,0.66406,14.12
0.48,0.015534,0.5044,0.42549,0.68039,0.65039,14.394
0.488,0.015534,0.49462,0.43529,0.69608,0.65039,14.433
0.496,0.017476,0.48583,0.43922,0.68627,0.64062,14.276
0.504,0.017476,0.47898,0.4451,0.6902,0.62891,13.69
0.512,0.017476,0.47214,0.46078,0.68627,0.61523,12.829
0.52,0.019417,0.4653,0.47451,0.6902,0.60547,11.969
0.528,0.019417,0.45943,0.48039,0.69608,0.5957,11.382
0.536,0.019417,0.45455,0.48431,0.7,0.58008,10.874
0.544,0.019417,0.44966,0.5,0.68627,0.56445,10.404
0.552,0.019417,0.44575,0.5098,0.68627,0.55078,10.013
0.56,0.019417,0.44184,0.5098,0.67647,0.54492,10.091
0.568,0.019417,0.43793,0.52549,0.67059,0.53516,10.443
0.576,0.019417,0.43402,0.51961,0.67059,0.5293,11.03
0.584,0.019417,0.42913,0.51961,0.6549,0.53516,11.578
0.592,0.019417,0.42522,0.51961,0.64118,0.5293,12.125
0.6,0.019417,0.42033,0.51961,0.63529,0.53516,12.516
0.608,0.019417,0.41642,0.5098,0.62549,0.54492,12.751
0.616,0.019417,0.41251,0.50588,0.63529,0.55078,12.907
0.624,0.019417,0.40762,0.48431,0.63529,0.57031,12.947
0.632,0.019417,0.40274,0.47059,0.63529,0.58398,12.947
0.64,0.019417,0.39785,0.46471,0.63529,0.5957,12.712
0.648,0.019417,0.39394,0.4549,0.64118,0.60938,12.321
0.656,0.019417,0.39003,0.43922,0.65098,0.61914,12.125
0.664,0.019417,0.38514,0.43922,0.64118,0.625,12.203
0.672,0.019417,0.38123,0.43922,0.64118,0.62891,12.595
0.68,0.019417,0.37634,0.43922,0.65098,0.63477,13.142
0.688,0.019417,0.37146,0.43529,0.6451,0.64062,13.69
0.696,0.019417,0.36657,0.43922,0.64118,0.63477,14.003
0.704,0.019417,0.36266,0.43922,0.63529,0.625,14.12
0.712,0.019417,0.35875,0.44902,0.6451,0.62891,14.12
0.72,0.019417,0.35582,0.44902,0.6451,0.62891,14.12
0.728,0.017476,0.35288,0.44902,0.63529,0.61914,14.12
0.736,0.017476,0.34995,0.46078,0.64118,0.61523,14.12
0.744,0.015534,0.34702,0.46078,0.6451,0.625,14.12
0.752,0.013592,0.34506,0.46471,0.64118,0.61914,14.198
0.76,0.01165,0.34311,0.46078,0.64118,0.61914,14.276
0.768,0.0097087,0.34115,0.46078,0.6451,0.61523,14.315
0.776,0.007767,0.3392,0.46078,0.63529,0.61523,14.433
0.784,0.007767,0.33724,0.46471,0.63529,0.61523,14.511
0.792,0.0058252,0.33431,0.46078,0.63529,0.625,14.433
0.8,0.0038835,0.33236,0.46078,0.63529,0.61523,14.276
0.808,0,0.32942,0.44902,0.62941,0.61523,14.003
0.816,-0.0019417,0.32747,0.4549,0.63529,0.61914,13.69
0.824,-0.0038835,0.32551,0.46078,0.62941,0.61523,13.494
0.832,-0.0058252,0.32551,0.4549,0.63529,0.61523,13.338
0.84,-0.007767,0.32747,0.46078,0.63529,0.61523,13.259
0.848,-0.007767,0.33138,0.46078,0.63529,0.61523,13.142
0.856,-0.0097087,0.3392,0.46078,0.63529,0.61523,12.907
0.864,-0.01165,0.35191,0.44902,0.64118,0.625,12.595
0.872,-0.013592,0.37048,0.46078,0.63529,0.61523,12.203
0.88,-0.013592,0.39394,0.48431,0.6451,0.59961,11.812
0.888,-0.015534,0.42131,0.5098,0.65098,0.57422,11.578
0.896,-0.017476,0.45259,0.52549,0.6549,0.57031,11.499
0.904,-0.019417,0.4868,0.51961,0.66078,0.57422,11.656
0.912,-0.021359,0.52199,0.55098,0.63529,0.54492,11.969
0.92,-0.023301,0.55718,0.56078,0.60588,0.52539,12.203
0.928,-0.025243,0.5914,0.5549,0.5902,0.53516,12.399
0.936,-0.027184,0.6217,0.5451,0.58039,0.5293,12.438
0.944,-0.029126,0.64614,0.52549,0.58431,0.55469,12.399
0.952,-0.031068,0.66569,0.50588,0.6,0.58398,12.282
0.96,-0.03301,0.68426,0.46471,0.61569,0.61523,12.125
0.968,-0.034951,0.6999,0.44902,0.62549,0.62891,12.125
0.976,-0.036893,0.71261,0.43922,0.61569,0.625,12.203
0.984,-0.040777,0.72336,0.43529,0.62941,0.63477,12.321
0.992,-0.042718,0.72923,0.4,0.69608,0.67969,12.438
1,-0.04466,0.73216,0.47059,0.70588,0.625,12.712
1.008,-0.046602,0.73216,0.61961,0.73529,0.45508,12.907
1.016,-0.048544,0.72923,0.88039,0.61569,0.099609,13.142
1.024,-0.052427,0.72336,0.96667,0.30392,-0.11523,13.455
1.032,-0.054369,0.71554,0.81176,0.2098,0.16992,13.885
1.04,-0.056311,0.70577,0.76078,0.062745,0.29492,14.511
1.048,-0.060194,0.69501,0.66078,0.16863,0.41992,15.215
1.056,-0.062136,0.68231,0.56471,0.39412,0.5293,15.958
1.064,-0.064078,0.66764,0.46471,0.58431,0.625,16.467
1.072,-0.066019,0.652,0.42941,0.62941,0.66016,16.623
1.08,-0.067961,0.63441,0.41569,0.65098,0.66992,16.389
1.088,-0.067961,0.61584,0.41569,0.66078,0.66992,15.684
1.096,-0.069903,0.59726,0.40392,0.67059,0.67969,14.628
1.104,-0.069903,0.57869,0.4,0.68039,0.67578,13.455
1.112,-0.069903,0.56012,0.40392,0.67647,0.67969,12.595
1.12,-0.069903,0.54154,0.4098,0.68039,0.67578,12.086
1.128,-0.069903,0.52493,0.41569,0.68627,0.66406,12.125
1.136,-0.069903,0.50831,0.41961,0.68039,0.66406,12.595
1.144,-0.069903,0.49462,0.43529,0.67647,0.6543,13.142
1.152,-0.069903,0.48289,0.42549,0.68627,0.66016,13.69
1.16,-0.067961,0.47019,0.41569,0.6902,0.66406,14.003
1.168,-0.067961,0.45943,0.4451,0.68039,0.64062,14.081
1.176,-0.067961,0.44966,0.43922,0.69608,0.64062,13.807
1.184,-0.067961,0.44184,0.46078,0.68627,0.625,13.142
1.192,-0.066019,0.43402,0.46471,0.6902,0.61523,12.321
1.2,-0.066019,0.42717,0.47451,0.68627,0.60938,11.499
1.208,-0.064078,0.42131,0.4902,0.69608,0.5957,10.874
1.216,-0.064078,0.41544,0.49412,0.69608,0.57422,10.326
1.224,-0.062136,0.40958,0.5098,0.6902,0.56445,9.9348
1.232,-0.062136,0.40371,0.5098,0.69608,0.56055,9.7783
1.24,-0.060194,0.3998,0.5098,0.68627,0.54492,9.9348
1.248,-0.060194,0.39589,0.5098,0.68039,0.53906,10.326
1.256,-0.058252,0.39198,0.51961,0.68627,0.53906,10.756
1.264,-0.058252,0.3871,0.51569,0.67647,0.53906,10.952
1.272,-0.058252,0.38221,0.51961,0.65098,0.5293,11.03
1.28,-0.058252,0.37732,0.53529,0.63529,0.51953,11.069
1.288,-0.058252,0.37243,0.52549,0.62549,0.52539,11.147
1.296,-0.058252,0.36852,0.52941,0.62941,0.53906,11.265
1.304,-0.058252,0.36364,0.49412,0.6451,0.57031,11.382
1.312,-0.056311,0.35875,0.47059,0.64118,0.58008,11.46
1.32,-0.056311,0.35484,0.46078,0.6549,0.5957,11.499
1.328,-0.056311,0.34995,0.46471,0.64118,0.60547,11.578
1.336,-0.056311,0.34506,0.48039,0.63529,0.59961,11.499
1.344,-0.054369,0.34115,0.4549,0.6451,0.61914,11.46
1.352,-0.054369,0.33822,0.46078,0.6451,0.625,11.343
1.36,-0.054369,0.33333,0.4451,0.6451,0.625,11.147
1.368,-0.054369,0.32845,0.46078,0.65098,0.62891,11.069
1.376,-0.052427,0.32258,0.46471,0.64118,0.61523,11.147
1.384,-0.052427,0.31769,0.44902,0.65098,0.62891,11.265
1.392,-0.052427,0.31281,0.4451,0.6451,0.63477,11.343
1.4,-0.050485,0.30792,0.47059,0.6549,0.61523,11.343
1.408,-0.050485,0.30303,0.44902,0.65098,0.62891,11.265
1.416,-0.050485,0.29912,0.46078,0.6549,0.625,11.186
1.424,-0.048544,0.29619,0.47059,0.6549,0.625,11.147
1.432,-0.048544,0.29326,0.4902,0.6451,0.61523,11.069
1.44,-0.048544,0.29228,0.4902,0.63529,0.60547,11.03
1.448,-0.048544,0.2913,0.46471,0.6549,0.625,10.952
1.456,-0.048544,0.28935,0.4451,0.6451,0.62891,10.952
1.464,-0.048544,0.28739,0.47059,0.63529,0.60938,11.03
1.472,-0.048544,0.28641,0.46471,0.64118,0.61523,10.952
1.48,-0.048544,0.28446,0.46078,0.62941,0.61523,10.639
1.488,-0.048544,0.2825,0.44902,0.6451,0.61914,10.209
1.496,-0.046602,0.28055,0.46078,0.63529,0.61523,9.7001
1.504,-0.046602,0.27957,0.5,0.62941,0.5957,9.2699
1.512,-0.046602,0.27957,0.48431,0.62941,0.60547,8.7614
1.52,-0.046602,0.28055,0.4902,0.62549,0.59961,8.2529
1.528,-0.04466,0.28446,0.47451,0.63529,0.5957,7.6271
1.536,-0.04466,0.2913,0.4549,0.6451,0.61914,7.0013
1.544,-0.04466,0.3001,0.48431,0.61961,0.60547,6.3755
1.552,-0.04466,0.31281,0.49412,0.64118,0.60547,5.7497
1.56,-0.042718,0.33138,0.47451,0.6549,0.60547,5.2412
1.568,-0.042718,0.35386,0.51569,0.6451,0.57031,4.8892
1.576,-0.042718,0.38221,0.5098,0.66078,0.58008,4.6545
1.584,-0.040777,0.41251,0.5451,0.6451,0.56445,4.498
1.592,-0.040777,0.44575,0.6,0.62941,0.52539,4.4589
1.6,-0.038835,0.47996,0.60588,0.63529,0.53906,4.3416
1.608,-0.036893,0.5132,0.55098,0.6098,0.51953,4.2634
1.616,-0.036893,0.54545,0.58039,0.58039,0.5293,4.1851
1.624,-0.034951,0.57576,0.58431,0.58431,0.53516,4.0678
1.632,-0.03301,0.60313,0.5098,0.6,0.57031,4.0287
1.64,-0.03301,0.62366,0.52549,0.60588,0.58398,3.9505
1.648,-0.031068,0.6393,0.47451,0.61569,0.59961,3.9505
1.656,-0.031068,0.65396,0.47059,0.60588,0.60938,3.8722
1.664,-0.029126,0.66667,0.4902,0.6098,0.60547,3.8331
1.672,-0.029126,0.67546,0.50588,0.66471,0.625,3.8331
1.68,-0.027184,0.68035,0.44902,0.70588,0.66406,3.8722
1.688,-0.027184,0.68231,0.53529,0.72549,0.53516,4.0287
1.696,-0.025243,0.68035,0.77647,0.65098,0.24023,4.3416
1.704,-0.023301,0.67546,1.0569,0.37059,-0.13477,4.6545
1.712,-0.021359,0.66862,0.98235,0.22941,-0.1543,5.1239
1.72,-0.019417,0.65982,0.82157,0.2549,0.28516,5.7497
1.728,-0.017476,0.64809,0.71569,0.16471,0.39062,6.4928
1.736,-0.015534,0.63539,0.53529,0.36471,0.57031,7.2751
1.744,-0.013592,0.6217,0.5,0.51961,0.60938,7.94
1.752,-0.0097087,0.60802,0.50588,0.61569,0.65039,8.2138
1.76,-0.007767,0.5914,0.46078,0.6098,0.64062,8.0182
1.768,-0.0038835,0.57283,0.46471,0.63529,0.65039,7.2751
1.776,0,0.55425,0.48039,0.6549,0.66406,6.1799
1.784,0.0058252,0.5347,0.4098,0.67647,0.67578,5.0847
1.792,0.0097087,0.51515,0.39412,0.6549,0.67969,4.0678
1.8,0.013592,0.49756,0.4549,0.6451,0.6543,3.5202
1.808,0.019417,0.48094,0.43529,0.67059,0.66016,3.4029
1.816,0.025243,0.4653,0.43922,0.67647,0.6543,3.7549
1.824,0.031068,0.44575,0.48431,0.66078,0.64453,4.3807
1.832,0.038835,0.42522,0.4451,0.6549,0.62891,5.0847
1.84,0.046602,0.41056,0.43922,0.67647,0.64062,5.6323
1.848,0.054369,0.3998,0.55098,0.65098,0.5957,6.0235
1.856,0.064078,0.39101,0.47059,0.68039,0.62891,6.0235
1.864,0.071845,0.38319,0.43922,0.67059,0.61523,5.515
1.872,0.081553,0.37634,0.53922,0.66078,0.57422,4.6545
1.88,0.091262,0.37048,0.55098,0.67647,0.56445,3.4029
1.888,0.10097,0.36559,0.51569,0.66078,0.57422,2.1512
1.896,0.11068,0.3607,0.5549,0.67647,0.54492,1.1343
1.904,0.12039,0.35679,0.5098,0.66078,0.55469,0.5867
1.912,0.13204,0.35191,0.55098,0.66471,0.51953,0.19557
1.92,0.14369,0.34702,0.60588,0.6549,0.5,0.11734
1.928,0.15534,0.34311,0.60588,0.6549,0.5,0.19557
1.936,0.16699,0.33822,0.58431,0.63529,0.48438,0.31291
1.944,0.17864,0.33529,0.57059,0.64118,0.5,0.39113
1.952,0.19223,0.33138,0.5902,0.62941,0.48438,0.31291
1.96,0.20388,0.32845,0.60588,0.61569,0.47461,0.11734
1.968,0.21553,0.32356,0.56471,0.63529,0.5,0
1.976,0.22913,0.31965,0.59608,0.6098,0.49023,-0.11734
1.984,0.24272,0.31574,0.56078,0.61961,0.5293,-0.039113
1.992,0.25825,0.31085,0.52941,0.63529,0.56055,0.11734
2,0.27379,0.30596,0.5098,0.65098,0.57031,0.50847
2.008,0.28932,0.30108,0.46471,0.65098,0.61523,0.89961
2.016,0.3068,0.29619,0.5,0.62941,0.5957,1.3299
2.024,0.32427,0.2913,0.52549,0.6549,0.60938,1.7601
2.032,0.34175,0.28641,0.44902,0.66078,0.62891,2.1903
2.04,0.35728,0.2825,0.49412,0.63529,0.60938,2.6988
2.048,0.37282,0.27957,0.47059,0.65098,0.62891,3.2464
2.056,0.38641,0.27566,0.4549,0.6549,0.64062,3.7549
2.064,0.4,0.27175,0.4902,0.65098,0.625,4.2634
2.072,0.41359,0.26784,0.47059,0.66078,0.63477,4.6936
2.08,0.42913,0.26393,0.52549,0.62549,0.59961,5.2021
2.088,0.44272,0.26002,0.47451,0.65098,0.625,5.867
2.096,0.45825,0.25611,0.46078,0.6549,0.63477,6.6493
2.104,0.47184,0.2522,0.5451,0.61961,0.58984,7.3924
2.112,0.48544,0.25024,0.5549,0.63529,0.5957,8.0182
2.12,0.49709,0.24731,0.53529,0.64118,0.5957,8.6441
2.128,0.50874,0.24536,0.51961,0.62549,0.59961,9.1916
2.136,0.52039,0.2434,0.5098,0.63529,0.5957,9.6219
2.144,0.53204,0.24242,0.52941,0.61569,0.59961,9.6219
2.152,0.54369,0.24242,0.53529,0.62941,0.5957,9.2699
2.16,0.55534,0.24145,0.4902,0.62549,0.60938,8.6832
2.168,0.56699,0.24047,0.53529,0.6098,0.5957,8.0182
2.176,0.5767,0.23851,0.51961,0.61569,0.59961,7.3142
2.184,0.58835,0.23656,0.50588,0.62549,0.60938,6.6884
2.192,0.6,0.23363,0.51961,0.61569,0.5957,6.0235
2.2,0.60971,0.23167,0.52941,0.62549,0.5957,5.1239
2.208,0.61942,0.23069,0.51961,0.6098,0.58984,4.146
2.216,0.62718,0.23167,0.53529,0.60588,0.5957,3.09
2.224,0.63495,0.23558,0.52549,0.61961,0.5957,2.1512
2.232,0.64272,0.24438,0.52941,0.6098,0.5957,1.4472
2.24,0.65243,0.25513,0.49412,0.62549,0.61523,1.0169
2.248,0.66019,0.27077,0.5,0.63529,0.59961,0.93872
2.256,0.66796,0.29228,0.51569,0.64118,0.58398,1.2516
2.264,0.67379,0.31965,0.53529,0.6451,0.57422,1.7601
2.272,0.68155,0.35093,0.52549,0.6549,0.58008,2.3077
2.28,0.68544,0.38612,0.55098,0.6451,0.56445,2.8944
2.288,0.69126,0.42229,0.56078,0.61961,0.54492,3.4029
2.296,0.69515,0.45943,0.5549,0.59608,0.54492,3.7549
2.304,0.69903,0.49462,0.56471,0.58039,0.54492,4.1851
2.312,0.70291,0.52688,0.53529,0.57451,0.56445,4.6936
2.32,0.7068,0.55523,0.49412,0.6,0.59961,5.3194
2.328,0.7068,0.57967,0.46078,0.61569,0.625,6.1408
2.336,0.70874,0.59922,0.4451,0.62549,0.63477,6.9622
2.344,0.70874,0.6129,0.43529,0.61961,0.64062,7.8227
2.352,0.70874,0.62268,0.42549,0.63529,0.65039,8.6441
2.36,0.7068,0.6305,0.40392,0.68039,0.67578,9.3872
2.368,0.70485,0.63539,0.4451,0.70588,0.68555,10.013
2.376,0.70097,0.63734,0.57451,0.7,0.51562,10.521
2.384,0.69709,0.63636,0.82549,0.61569,0.17969,10.952
2.392,0.69126,0.63148,1.0059,0.33529,-0.10352,11.382
2.4,0.6835,0.62463,0.86667,0.26471,0.099609,12.008
2.408,0.67573,0.61388,0.69608,0.2902,0.375,12.907
2.416,0.66602,0.60117,0.62941,0.16863,0.46094,13.807
2.424,0.65631,0.58651,0.5,0.38039,0.59961,14.707
2.432,0.6466,0.56989,0.43529,0.5549,0.6543,15.332
2.44,0.63495,0.55425,0.4,0.61569,0.67969,15.645
2.448,0.62524,0.53861,0.40392,0.63529,0.67969,15.645
2.456,0.61165,0.52102,0.3902,0.6549,0.68555,15.372
2.464,0.6,0.50244,0.36471,0.66471,0.70508,14.902
2.472,0.58447,0.48289,0.3549,0.67059,0.70898,14.276
2.48,0.57087,0.46432,0.37059,0.66471,0.69922,13.69
2.488,0.55534,0.4477,0.37059,0.68039,0.69922,13.494
2.496,0.53981,0.43206,0.36471,0.67059,0.68945,13.885
2.504,0.52427,0.41838,0.38039,0.66471,0.68555,14.746
2.512,0.50874,0.40567,0.37059,0.67059,0.68945,15.763
2.52,0.4932,0.39492,0.39412,0.66471,0.66406,16.506
2.528,0.47767,0.38612,0.41569,0.6549,0.66016,16.819
2.536,0.46408,0.37928,0.4,0.67059,0.66016,16.584
2.544,0.45049,0.37439,0.39412,0.67647,0.66406,15.763
2.552,0.43495,0.3695,0.4098,0.67647,0.64453,14.315
2.56,0.42136,0.36559,0.42549,0.66471,0.64062,12.634
2.568,0.40777,0.36168,0.44902,0.66471,0.60938,11.03
2.576,0.39223,0.35777,0.4549,0.66471,0.5957,9.8175
2.584,0.38058,0.35386,0.47451,0.67059,0.58398,9.3872
2.592,0.36699,0.34995,0.48039,0.66471,0.57031,9.5046
2.6,0.35728,0.34702,0.5,0.66078,0.55469,10.013
2.608,0.34563,0.34409,0.5098,0.6549,0.54492,10.443
2.616,0.33398,0.34213,0.52549,0.6549,0.5293,10.639
2.624,0.32233,0.3392,0.5098,0.6451,0.5293,10.443
2.632,0.31068,0.33627,0.52549,0.63529,0.5293,10.013
2.64,0.29903,0.33431,0.51569,0.63529,0.52539,9.5828
2.648,0.28738,0.33236,0.51961,0.61961,0.52539,9.2699
2.656,0.27573,0.32942,0.51961,0.61569,0.5293,9.309
2.664,0.26408,0.32649,0.51961,0.61569,0.53516,9.6219
2.672,0.25243,0.3216,0.50588,0.61961,0.55469,10.13
2.68,0.24272,0.31769,0.47451,0.62941,0.58008,10.756
2.688,0.23107,0.31281,0.4549,0.63529,0.59961,11.343
2.696,0.2233,0.30792,0.43922,0.64118,0.61914,11.773
2.704,0.21553,0.30205,0.41961,0.65098,0.64062,11.969
2.712,0.20583,0.29619,0.41569,0.65098,0.64453,12.125
2.72,0.19806,0.29032,0.41569,0.6549,0.65039,12.282
2.728,0.18835,0.28446,0.41569,0.65098,0.6543,12.516
2.736,0.17864,0.27957,0.41569,0.6549,0.66016,12.829
2.744,0.17087,0.27566,0.42549,0.6451,0.64453,13.259
2.752,0.16311,0.27077,0.41569,0.65098,0.64062,13.69
2.76,0.15534,0.26491,0.41569,0.6549,0.66016,14.081
2.768,0.14757,0.25904,0.41569,0.6549,0.6543,14.394
2.776,0.13981,0.25318,0.41961,0.65098,0.64453,14.589
2.784,0.13204,0.24829,0.43922,0.6451,0.64062,14.707
2.792,0.12233,0.24242,0.43529,0.65098,0.64062,14.746
2.8,0.11456,0.23754,0.4451,0.64118,0.63477,14.746
2.808,0.10485,0.23265,0.44902,0.6451,0.62891,14.746
2.816,0.095146,0.22776,0.4451,0.65098,0.63477,14.824
2.824,0.085437,0.2219,0.4451,0.64118,0.62891,14.824
2.832,0.075728,0.21603,0.4451,0.6451,0.63477,14.902
2.84,0.066019,0.21114,0.4451,0.63529,0.62891,14.824
2.848,0.058252,0.20723,0.43922,0.63529,0.64062,14.628
2.856,0.050485,0.20137,0.42941,0.63529,0.62891,14.315
2.864,0.042718,0.19453,0.43922,0.63529,0.63477,13.963
2.872,0.034951,0.18768,0.43922,0.6451,0.64062,13.651
2.88,0.027184,0.18182,0.43922,0.64118,0.62891,13.259
2.888,0.021359,0.17693,0.4451,0.64118,0.63477,13.064
2.896,0.013592,0.174,0.43922,0.63529,0.62891,12.947
2.904,0.0097087,0.17498,0.43922,0.62941,0.625,13.025
2.912,0.0038835,0.17986,0.43922,0.63529,0.62891,13.025
2.92,0,0.18964,0.43529,0.64118,0.63477,13.025
2.928,-0.0019417,0.2043,0.43922,0.64118,0.64062,12.947
2.936,-0.0058252,0.22287,0.44902,0.6451,0.625,12.712
2.944,-0.0097087,0.2434,0.48039,0.65098,0.60547,12.438
2.952,-0.01165,0.26979,0.48431,0.66078,0.5957,12.125
2.96,-0.015534,0.30108,0.4902,0.6549,0.59961,11.695
2.968,-0.017476,0.33333,0.50588,0.6451,0.58008,11.343
2.976,-0.019417,0.36755,0.52941,0.62549,0.56055,10.952
2.984,-0.021359,0.40176,0.53529,0.60588,0.55078,10.717
2.992,-0.021359,0.43402,0.52941,0.58039,0.55469,10.756
3,-0.023301,0.46334,0.5098,0.58039,0.56055,11.03
3.008,-0.023301,0.48974,0.48431,0.5902,0.58984,11.382
3.016,-0.025243,0.51124,0.4549,0.6098,0.61523,11.695
3.024,-0.025243,0.52786,0.42941,0.61569,0.64062,11.969
3.032,-0.025243,0.54057,0.42549,0.62549,0.64453,12.125
3.04,-0.025243,0.54936,0.41569,0.62941,0.64062,12.282
3.048,-0.025243,0.55327,0.40392,0.6549,0.66406,12.438
3.056,-0.025243,0.55621,0.38431,0.70588,0.69531,12.634
3.064,-0.027184,0.55621,0.50588,0.69608,0.58984,12.907
3.072,-0.027184,0.55425,0.70588,0.73529,0.32031,13.259
3.08,-0.027184,0.54936,0.94706,0.47059,-0.039062,13.572
3.088,-0.029126,0.54252,0.97059,0.22353,-0.125,13.807
3.096,-0.029126,0.53372,0.76078,0.15882,0.26562,14.003
3.104,-0.029126,0.52199,0.7098,0.084314,0.3457,14.12
3.112,-0.031068,0.50831,0.5902,0.26863,0.50586,14.276
3.12,-0.031068,0.49365,0.51569,0.5,0.5957,14.394
3.128,-0.031068,0.47605,0.43529,0.61569,0.66016,14.589
3.136,-0.031068,0.46041,0.4098,0.6451,0.66992,14.707
3.144,-0.03301,0.44477,0.4,0.66078,0.68555,14.746
3.152,-0.03301,0.42717,0.39412,0.68039,0.69531,14.902
3.16,-0.03301,0.40958,0.39412,0.67059,0.68945,15.059
3.168,-0.034951,0.39101,0.40392,0.67647,0.68555,15.254
3.176,-0.034951,0.37439,0.4,0.68039,0.68555,15.372
3.184,-0.034951,0.35777,0.4,0.68627,0.68945,15.45
3.192,-0.034951,0.34409,0.4,0.6902,0.68555,15.567
3.2,-0.034951,0.33138,0.40392,0.6902,0.68555,15.645
3.208,-0.036893,0.3216,0.4098,0.68627,0.67578,15.684
3.216,-0.036893,0.31281,0.41569,0.6902,0.67578,15.763
3.224,-0.036893,0.30596,0.42549,0.69608,0.66016,15.841
3.232,-0.038835,0.3001,0.43922,0.68039,0.65039,15.88
3.24,-0.038835,0.29521,0.43922,0.6902,0.64453,15.997
3.248,-0.038835,0.2913,0.4549,0.6902,0.625,16.193
3.256,-0.038835,0.28837,0.46078,0.68627,0.61523,16.31
3.264,-0.038835,0.28543,0.47059,0.6902,0.60547,16.506
3.272,-0.040777,0.28348,0.48431,0.6902,0.59961,16.623
3.28,-0.040777,0.28055,0.49412,0.69608,0.58398,16.623
3.288,-0.042718,0.27957,0.5098,0.68039,0.56055,16.701
3.296,-0.042718,0.27859,0.51569,0.68627,0.55469,16.78
3.304,-0.04466,0.27664,0.52941,0.68039,0.53906,16.819
3.312,-0.04466,0.27566,0.53922,0.67059,0.52539,16.936
