Time [s], PLETH, RESP, II, V, AVR
1.048,2.5386,-0.00048864,0.044477,0.81982,0.65494
1.056,2.4565,-0.00048864,0.049853,0.81494,0.65005
1.064,2.3705,-0.00048864,0.024438,0.83496,0.67009
1.072,2.2845,-0.00048864,0.014663,0.83984,0.68035
1.08,2.2014,-0.00048864,-0.00048876,0.84473,0.69013
1.088,2.1222,-0.00048864,-0.020528,0.84473,0.68035
1.096,2.0479,-0.00048864,-0.035191,0.86475,0.70528
1.104,1.9795,-0.00048864,-0.050342,0.875,0.71505
1.112,1.9179,-0.00048864,-0.045455,0.87988,0.71994
1.12,1.8612,-0.00048864,-0.05523,0.87988,0.70528
1.128,1.8162,-0.00048864,-0.065494,0.86475,0.72532
1.136,1.7781,-0.00048864,-0.040567,0.85498,0.71017
1.144,1.74,-0.00048864,-0.045455,0.83008,0.72532
1.152,1.7028,-0.00048864,0.044477,0.81006,0.67009
1.16,1.6686,-0.00048864,0.10948,0.77979,0.64027
1.168,1.6373,-0.00048864,0.15982,0.73486,0.60508
1.176,1.608,-0.00048864,0.15494,0.7002,0.63001
1.184,1.5806,0.019057,0.1999,0.6748,0.60508
1.192,1.5543,0.038602,0.18475,0.6499,0.62023
1.2,1.5298,0.055216,0.26002,0.65479,0.55523
1.208,1.5073,0.072074,0.2346,0.62988,0.58504
1.216,1.4858,0.079893,0.22972,0.62012,0.58016
1.224,1.4653,0.087711,0.24976,0.63477,0.58504
1.232,1.4497,0.088199,0.24487,0.62988,0.565
1.24,1.436,0.088688,0.26979,0.62988,0.55523
1.248,1.4203,0.082336,0.29472,0.64014,0.53519
1.256,1.4047,0.075983,0.3001,0.64502,0.54985
1.264,1.3891,0.057904,0.26491,0.63477,0.56012
1.272,1.3734,0.040068,0.26979,0.64502,0.56012
1.28,1.3558,0.01979,0.26002,0.66016,0.57527
1.288,1.3402,-0.00048864,0.28983,0.68506,0.54008
1.296,1.3294,-0.00048864,0.3001,0.69482,0.54497
1.304,1.3177,-0.00048864,0.35484,0.73975,0.49511
1.312,1.305,-0.00048864,0.39003,0.75977,0.49022
1.32,1.2933,-0.00048864,0.43011,0.71973,0.46481
1.328,1.2854,-0.00048864,0.435,0.68994,0.47019
1.336,1.2786,-0.00048864,0.43988,0.6748,0.44477
1.344,1.2678,-0.00048864,0.37977,0.66504,0.49511
1.352,1.2542,-0.00048864,0.29472,0.6748,0.54497
1.36,1.2405,-0.00048864,0.25464,0.69482,0.56012
1.368,1.2297,-0.00048864,0.23998,0.7002,0.56012
1.376,1.2326,-0.00048864,0.1999,0.68994,0.60508
1.384,1.2444,-0.00048864,0.1999,0.68994,0.60508
1.392,1.2639,-0.00048864,0.18964,0.69482,0.58504
1.4,1.3079,-0.00048864,0.21457,0.70508,0.56012
1.408,1.3754,-0.00048864,0.22483,0.7002,0.56989
1.416,1.4663,-0.00048864,0.20479,0.75488,0.58504
1.424,1.5621,-0.00048864,0.39492,0.78516,0.48485
1.432,1.6637,-0.00048864,0.86022,0.7749,0.21994
1.44,1.7859,-0.00048864,1.4658,0.77979,-0.13539
1.448,1.9169,-0.00048864,1.501,0.45508,-0.3607
1.456,2.0499,-0.00048864,1.3006,0.24023,-0.075269
1.464,2.1779,-0.00048864,0.90029,0.22998,0.22483
1.472,2.2962,-0.00048864,0.43011,0.56494,0.51515
1.48,2.4027,-0.00048864,0.089932,0.71484,0.6652
1.488,2.4966,-0.00048864,0.01955,0.75488,0.69013
1.496,2.5767,-0.00048864,-0.010264,0.76514,0.70528
1.504,2.6432,-0.00048864,-0.00048876,0.79004,0.68524
1.512,2.696,-0.00048864,0.01955,0.81006,0.67009
1.52,2.7351,-0.00048864,0.034702,0.81494,0.66031
1.528,2.7586,-0.00048864,-0.020528,0.80469,0.72532
1.536,2.7693,-0.00048864,-0.0053763,0.81006,0.70528
1.544,2.7732,-0.00048864,0.029814,0.83496,0.67498
1.552,2.7664,-0.00048864,0.049853,0.81982,0.65005
1.56,2.7478,-0.00048864,0.024438,0.81006,0.67009
1.568,2.7185,-0.00048864,0.014663,0.7998,0.68035
1.576,2.6764,-0.00048864,0.029814,0.79492,0.67009
1.584,2.6237,-0.00048864,0.0097752,0.78516,0.69013
1.592,2.5611,-0.00048864,0.054741,0.7998,0.65005
1.6,2.4907,-0.00048864,0.039589,0.78516,0.65005
1.608,2.4135,-0.00048864,0.024438,0.77979,0.6652
1.616,2.3324,-0.00048864,0.034702,0.79004,0.66031
1.624,2.259,-0.00048864,-0.0053763,0.78516,0.69501
1.632,2.1896,-0.00048864,-0.00048876,0.81006,0.67498
1.64,2.1153,-0.00048864,0.0043988,0.81982,0.67498
1.648,2.0411,-0.00048864,-0.0053763,0.8501,0.67498
1.656,1.9687,-0.00048864,-0.045455,0.86475,0.71505
1.664,1.9003,0.019546,-0.070381,0.85498,0.72532
1.672,1.8387,0.039824,-0.075269,0.87988,0.71017
1.68,1.784,0.072319,-0.065494,0.88477,0.70039
1.688,1.7351,0.10506,-0.080645,0.87988,0.71017
1.696,1.6921,0.13755,-0.080645,0.88477,0.71994
1.704,1.6549,0.17029,-0.040567,0.87988,0.69501
1.712,1.6217,0.19863,0.0097752,0.86475,0.66031
1.72,1.5924,0.22697,0.044477,0.83984,0.65494
1.728,1.5699,0.2514,0.094819,0.83496,0.6349
1.736,1.5503,0.27584,0.1696,0.82471,0.58504
1.744,1.5288,0.29685,0.15494,0.81494,0.59531
1.752,1.5073,0.31786,0.22972,0.81494,0.52981
1.76,1.4868,0.33545,0.25464,0.83008,0.52004
1.768,1.4663,0.35329,0.21994,0.81982,0.57527
1.776,1.4448,0.36501,0.21457,0.83496,0.58016
1.784,1.4252,0.37674,0.24976,0.83984,0.54008
1.792,1.4057,0.38334,0.24976,0.83008,0.54497
1.8,1.3871,0.38993,0.27468,0.83008,0.52493
1.808,1.3695,0.3936,0.24976,0.82471,0.54985
1.816,1.3529,0.39751,0.25464,0.83984,0.54008
1.824,1.3402,0.39922,0.26491,0.8501,0.53519
1.832,1.3294,0.40093,0.25464,0.83496,0.54497
1.84,1.3148,0.40191,0.28495,0.8501,0.51515
1.848,1.3001,0.40313,0.29472,0.85986,0.50489
1.856,1.2864,0.4041,0.28006,0.85986,0.52981
1.864,1.2717,0.40508,0.30987,0.87988,0.50978
1.872,1.2581,0.40777,0.33969,0.90479,0.5
1.88,1.2434,0.4107,0.38514,0.87988,0.47019
1.888,1.2287,0.41632,0.45503,0.84473,0.41496
1.896,1.2151,0.42194,0.45503,0.81494,0.41984
1.904,1.2014,0.4366,0.41007,0.79492,0.45992
1.912,1.1867,0.4515,0.34995,0.79004,0.5
1.92,1.173,0.47496,0.28006,0.7998,0.54008
1.928,1.1642,0.49866,0.21457,0.77979,0.58504
1.936,1.1613,0.53384,0.22972,0.78516,0.56989
1.944,1.1642,0.56902,0.1999,0.77002,0.56012
1.952,1.1789,0.61251,0.21994,0.78516,0.58504
1.96,1.2121,0.65624,0.15494,0.76514,0.60997
1.968,1.2698,0.69949,0.17498,0.75977,0.62023
1.976,1.3509,0.74298,0.1999,0.79004,0.58016
1.984,1.4555,0.785,0.2346,0.8501,0.565
1.992,1.5797,0.82727,0.58504,0.86475,0.37977
2,1.7175,0.86807,1.0606,0.83984,0.07478
2.008,1.8622,0.90911,1.501,0.70996,-0.25562
2.016,2.0078,0.94796,1.501,0.4248,-0.32063
2.024,2.131,0.98681,1.0103,0.33496,0.12952
2.032,2.2366,0.9934,0.76002,0.52002,0.32991
2.04,2.346,1,0.24487,0.77979,0.57527
2.048,2.4497,1,0.054741,0.84473,0.6652
2.056,2.5425,1,-0.015152,0.87012,0.70039
2.064,2.6227,1,-0.00048876,0.90479,0.68035
2.072,2.6891,1,0.0097752,0.93506,0.6652
2.08,2.7429,1,-0.010264,0.94971,0.69501
2.088,2.784,1,-0.015152,0.9751,0.68035
2.096,2.8143,1,0.014663,1,0.6652
2.104,2.8328,1,-0.0053763,1.0146,0.68524
2.112,2.8407,1,0.029814,1.0347,0.65005
2.12,2.8348,1,0.034702,1.0449,0.64516
2.128,2.8182,1,0.014663,1.0601,0.67498
2.136,2.7918,1,0.034702,1.0801,0.65494
2.144,2.7546,1,0.014663,1.0747,0.67498
2.152,2.7058,1,0.029814,1.0698,0.66031
2.16,2.6461,1,0.059629,1.0898,0.61486
2.168,2.5767,1,0.039589,1.1099,0.64516
2.176,2.5005,1,0.054741,1.1348,0.6349
2.184,2.4194,1,0.029814,1.125,0.65005
2.192,2.3372,1,0.01955,1.145,0.65494
2.2,2.2551,1,0.024438,1.1548,0.65005
2.208,2.175,1,0.0043988,1.1597,0.65494
2.216,2.0987,1,0.0097752,1.1748,0.64027
2.224,2.0352,1,-0.030303,1.1851,0.67009
2.232,1.9804,1,-0.070381,1.1699,0.71017
2.24,1.9247,1,-0.05523,1.1851,0.69501
2.248,1.871,1,-0.040567,1.165,0.67498
2.256,1.8211,1,-0.060606,1.1597,0.71017
2.264,1.7752,1,0.014663,1.1548,0.63001
2.272,1.7322,1,-0.00048876,1.1196,0.6652
2.28,1.6921,1,0.039589,1.0898,0.68035
2.288,1.6549,1,0.094819,1.0698,0.6349
2.296,1.6207,1,0.16471,1.0449,0.59531
2.304,1.5836,1,0.24487,1.02,0.52493
2.312,1.5523,1,0.26979,1,0.51515
2.32,1.5308,1,0.25464,0.96973,0.54497
2.328,1.5122,1,0.26491,0.94482,0.55523
2.336,1.4956,1,0.26979,0.9248,0.54497
2.344,1.4761,1,0.25464,0.90479,0.56012
2.352,1.4565,1,0.26979,0.8999,0.54985
2.36,1.437,1,0.24487,0.87988,0.58504
2.368,1.4184,1,0.26491,0.87988,0.56012
2.376,1.4008,1,0.28983,0.87012,0.54008
2.384,1.3842,1,0.29472,0.85498,0.52981
2.392,1.3685,1,0.30499,0.84473,0.52004
2.4,1.3509,1,0.26491,0.8501,0.56012
2.408,1.3353,1,0.23998,0.81494,0.58504
2.416,1.3245,1,0.26491,0.83496,0.565
2.424,1.3157,1,0.3001,0.84473,0.52981
2.432,1.3089,1,0.33969,0.8501,0.49511
2.44,1.263,1,0.39003,0.875,0.47507
2.448,1.1994,1,0.40469,0.81982,0.46481
2.456,1.1642,1,0.41496,0.77002,0.45992
2.464,1.1417,1,0.435,0.75488,0.43988
2.472,1.1261,1,0.38514,0.72998,0.48485
2.48,1.1134,1,0.31476,0.7251,0.52981
2.488,1.1036,1,0.22972,0.71973,0.57527
2.496,1.0987,1,0.21457,0.73975,0.58016
2.504,1.0978,1,0.1999,0.75488,0.56989
2.512,1.1046,1,0.18475,0.7749,0.58504
2.52,1.1281,1,0.20968,0.81006,0.55523
2.528,1.1877,1,0.21994,0.81494,0.54985
2.536,1.2522,1,0.18964,0.83008,0.56989
2.544,1.3148,0.98754,0.20968,0.89014,0.56012
2.552,1.4106,0.97532,0.27468,0.93994,0.53519
2.56,1.5308,0.92866,0.68524,0.94482,0.3001
2.568,1.6667,0.88199,1.2053,0.96973,-0.0053763
2.576,1.8104,0.82873,1.501,0.81494,-0.3607
2.584,1.955,0.77547,1.501,0.55518,-0.39589
2.592,2.0948,0.71854,0.93011,0.54004,0.1999
2.6,2.2268,0.66162,0.63001,0.90967,0.37977
2.608,2.347,0.61031,0.17498,1.145,0.57527
2.616,2.4536,0.55925,0.069892,1.2446,0.63001
2.624,2.5503,0.5138,0.024438,1.3149,0.65494
2.632,2.6207,0.4686,0.054741,1.395,0.61486
2.64,2.6686,0.42951,-0.0053763,1.4297,0.67009
2.648,2.7195,0.39042,0.014663,1.4697,0.65494
2.656,2.7625,0.35744,0.014663,1.5,0.65494
2.664,2.7869,0.3247,0.039589,1.5,0.6349
2.672,2.7986,0.30344,-0.0053763,1.5,0.68035
2.68,2.7986,0.28219,0.014663,1.5,0.65494
2.688,2.7752,0.27266,0.034702,1.5,0.64027
2.696,2.7439,0.26313,0.064516,1.5,0.6002
2.704,2.7136,0.27242,0.069892,1.5,0.60508
2.712,2.6442,0.28194,0.034702,1.5,0.65494
2.72,2.5572,0.30809,0.029814,1.4897,0.64027
2.728,2.5005,0.33423,0.059629,1.4897,0.60997
2.736,2.4497,0.37625,0.079668,1.4746,0.60508
2.744,2.3548,0.41852,0.044477,1.48,0.63001
2.752,2.2395,0.47203,0.059629,1.46,0.60508
2.76,2.1613,0.52578,-0.0053763,1.4399,0.67009
2.768,2.1017,0.58099,-0.010264,1.4248,0.6652
2.776,2.0137,0.63621,-0.035191,1.4097,0.68035
2.784,1.9179,0.69069,-0.05523,1.4146,0.69013
2.792,1.8407,0.74542,-0.050342,1.4048,0.68035
2.8,1.7752,0.79624,-0.040567,1.3999,0.6652
2.808,1.7204,0.84706,-0.065494,1.4146,0.68524
2.816,1.6784,0.89323,-0.085533,1.3696,0.70039
2.824,1.653,0.93941,-0.11046,1.3447,0.72532
2.832,1.6237,0.9697,-0.050342,1.3296,0.67498
2.84,1.5865,1,0.0043988,1.3247,0.6349
2.848,1.5611,1,0.034702,1.29,0.65005
2.856,1.5376,1,0.094819,1.2646,0.61486
2.864,1.5122,1,0.12463,1.2397,0.6002
2.872,1.4936,1,0.17498,1.2046,0.57527
2.88,1.48,1,0.22483,1.1851,0.53519
2.888,1.4702,1,0.24976,1.1597,0.52004
2.896,1.4643,1,0.20968,1.1348,0.56989
2.904,1.4614,1,0.18475,1.1001,0.58993
2.912,1.4604,1,0.17986,1.0801,0.59531
2.92,1.4624,1,0.22972,1.0601,0.55523
2.928,1.4663,1,0.24976,1.0449,0.53519
2.936,1.4702,1,0.26491,1.0249,0.54008
2.944,1.4751,1,0.26979,0.98975,0.52004
2.952,1.48,1,0.24976,0.9751,0.54985
2.96,1.4848,1,0.28006,0.96973,0.52493
2.968,1.4888,1,0.28495,0.94971,0.52004
2.976,1.4936,1,0.24487,0.9248,0.55523
2.984,1.5005,1,0.26491,0.92969,0.56012
2.992,1.5073,0.99096,0.28495,0.93506,0.53519
3,1.5142,0.98192,0.32991,0.95996,0.5
3.008,1.523,0.96262,0.38514,0.9751,0.47996
3.016,1.5327,0.94332,0.44477,0.91504,0.42473
3.024,1.5406,0.92622,0.41496,0.86475,0.47507
3.032,1.5474,0.90936,0.37977,0.83496,0.50978
3.04,1.5533,0.8947,0.39003,0.83984,0.48485
3.048,1.5562,0.88028,0.32991,0.81006,0.50978
3.056,1.5582,0.86953,0.24976,0.81006,0.565
3.064,1.563,0.85903,0.2346,0.81006,0.57527
3.072,1.5738,0.85145,0.24976,0.81006,0.54497
3.08,1.5973,0.84412,0.18964,0.77979,0.60508
3.088,1.6383,0.83826,0.22483,0.79004,0.565
3.096,1.6989,0.83264,0.19501,0.77979,0.58993
3.104,1.7801,0.82751,0.17498,0.76514,0.62023
3.112,1.8641,0.82238,0.22483,0.82471,0.58016
3.12,1.9531,0.81505,0.37977,0.85986,0.49511
3.128,2.0645,0.80796,0.83529,0.83984,0.23998
3.136,2.1877,0.79868,1.4409,0.85498,-0.12561
3.144,2.3128,0.7894,1.501,0.54492,-0.39052
3.152,2.434,0.7784,1.4154,0.26025,-0.14565
3.16,2.5445,0.76765,0.8651,0.31494,0.26002
3.168,2.6422,0.7547,0.53519,0.6001,0.45503
3.176,2.7253,0.74175,0.14467,0.75977,0.62512
3.184,2.7937,0.72123,0.089932,0.79004,0.6349
3.192,2.8465,0.70095,0.034702,0.81006,0.67498
3.2,2.8866,0.67383,0.054741,0.81982,0.64516
3.208,2.915,0.64696,-0.015152,0.7998,0.71017
3.216,2.9277,0.61398,-0.010264,0.7998,0.70039
3.224,2.9277,0.58124,0.014663,0.81006,0.68035
3.232,2.9208,0.54483,0.039589,0.7998,0.65494
3.24,2.9042,0.50843,0.034702,0.7998,0.66031
3.248,2.8768,0.47447,0.024438,0.79492,0.67498
3.256,2.8387,0.44051,0.039589,0.79492,0.65494
3.264,2.7898,0.40924,0.034702,0.79004,0.6652
3.272,2.7292,0.37796,0.029814,0.78516,0.66031
3.28,2.6598,0.34816,0.044477,0.76514,0.67498
3.288,2.5806,0.31859,0.01955,0.77002,0.67498
3.296,2.4946,0.29074,0.054741,0.78516,0.64027
3.304,2.4047,0.26313,0.069892,0.79004,0.62512
3.312,2.3216,0.24188,0.07478,0.7998,0.64516
3.32,2.2434,0.22062,0.029814,0.7749,0.6652
3.328,2.1584,0.20523,-0.00048876,0.77979,0.68524
3.336,2.0733,0.19008,0.01955,0.79004,0.6652
3.344,1.9912,0.18129,-0.00048876,0.79004,0.67498
3.352,1.914,0.17273,0.0097752,0.80469,0.66031
3.36,1.8426,0.1698,-0.035191,0.79492,0.68524
3.368,1.7761,0.16711,-0.045455,0.79492,0.70039
3.376,1.7155,0.17078,-0.05523,0.78516,0.69013
3.384,1.6598,0.17469,-0.065494,0.7998,0.71505
3.392,1.607,0.18348,-0.070381,0.78516,0.71017
3.4,1.5582,0.19228,0.0097752,0.77979,0.64027
3.408,1.5132,0.2023,0.01955,0.74512,0.6652
3.416,1.478,0.21256,0.014663,0.69482,0.69013
3.424,1.4487,0.22331,0.11975,0.6748,0.62512
3.432,1.4174,0.2343,0.18964,0.63477,0.58504
3.44,1.3871,0.24701,0.20968,0.58008,0.58016
3.448,1.3578,0.25971,0.23998,0.53516,0.565
3.456,1.3294,0.27364,0.22972,0.47998,0.56989
3.464,1.3021,0.28756,0.25464,0.4502,0.55523
3.472,1.2747,0.30027,0.27468,0.4248,0.54497
3.48,1.2483,0.31297,0.24487,0.39014,0.58504
3.488,1.2229,0.32421,0.25464,0.375,0.58993
3.496,1.1984,0.33545,0.28983,0.37988,0.54008
3.504,1.175,0.344,0.27468,0.35498,0.53519
3.512,1.1564,0.3528,0.31965,0.375,0.55523
3.52,1.1417,0.35891,0.28006,0.34521,0.56989
3.528,1.1251,0.36526,0.25464,0.3501,0.6002
3.536,1.1095,0.36721,0.32991,0.375,0.50978
3.544,1.0958,0.36917,0.35484,0.38525,0.49022
3.552,1.0831,0.3677,0.3001,0.3999,0.56989
3.56,1.0714,0.36648,0.28495,0.41504,0.58016
3.568,1.0606,0.36306,0.35973,0.43994,0.50978
3.576,1.0508,0.35964,0.3998,0.45996,0.48485
3.584,1.0411,0.35377,0.46481,0.43506,0.49511
3.592,1.0303,0.34816,0.47996,0.39502,0.43988
3.6,1.0176,0.33667,0.45992,0.37988,0.45992
3.608,1.0049,0.32543,0.46481,0.39502,0.45015
3.616,0.99707,0.30955,0.30499,0.39014,0.58016
3.624,0.99413,0.29367,0.28495,0.4248,0.58504
3.632,0.99511,0.27584,0.3348,0.44482,0.50489
3.64,1.0059,0.25825,0.24976,0.44482,0.57527
3.648,1.0342,0.23797,0.21457,0.43506,0.6002
3.656,1.085,0.21793,0.1999,0.45996,0.61486
3.664,1.1603,0.18886,0.21457,0.47021,0.60508
3.672,1.259,0.15979,0.21994,0.47998,0.58993
3.68,1.3793,0.12216,0.24487,0.54004,0.56989
3.688,1.5132,0.084779,0.48485,0.58984,0.43988
3.696,1.654,0.042023,0.91007,0.56982,0.21994
3.704,1.7957,-0.00048864,1.501,0.5752,-0.12023
3.712,1.915,-0.00048864,1.501,0.2251,-0.39052
3.72,2.0186,-0.00048864,1.3456,-0.0097656,-0.1002
3.728,2.1241,-0.00048864,0.90518,0.1001,0.2346
3.736,2.2248,-0.00048864,0.47507,0.3999,0.47996
3.744,2.3148,-0.00048864,0.10459,0.5498,0.68524
3.752,2.393,-0.00048864,0.044477,0.59521,0.70528
3.76,2.4575,-0.00048864,0.044477,0.61475,0.68035
3.768,2.5083,-0.00048864,0.01955,0.625,0.70039
3.776,2.5474,-0.00048864,0.079668,0.6499,0.64027
3.784,2.5748,-0.00048864,-0.00048876,0.64502,0.73021
3.792,2.5904,-0.00048864,0.029814,0.66016,0.68035
3.8,2.5943,-0.00048864,0.044477,0.66992,0.6652
3.808,2.5865,-0.00048864,0.024438,0.6748,0.68524
3.816,2.5689,-0.00048864,-0.015152,0.66016,0.73021
3.824,2.5415,-0.00048864,0.029814,0.68506,0.68524
3.832,2.5024,-0.00048864,0.049853,0.7002,0.67009
3.84,2.4526,-0.00048864,0.059629,0.7002,0.65494
3.848,2.392,-0.00048864,0.069892,0.71484,0.64516
