Time [s], PLETH, RESP, II, V, AVR
1.504,1.4301,0.093086,0.22483,0.84473,0.72998
1.512,1.4233,0.09162,0.22483,0.83496,0.73975
1.52,1.4125,0.090398,0.20968,0.83008,0.75488
1.528,1.3988,0.08991,0.17498,0.84473,0.77979
1.536,1.3822,0.089421,0.13978,0.85498,0.80469
1.544,1.3666,0.089421,0.11486,0.84473,0.82471
1.552,1.3509,0.089665,0.099707,0.84473,0.83496
1.56,1.3304,0.08991,0.084555,0.8501,0.83984
1.568,1.306,0.090154,0.094819,0.84473,0.83496
1.576,1.2796,0.090398,0.10459,0.84473,0.83496
1.584,1.2522,0.090643,0.094819,0.84473,0.83496
1.592,1.2268,0.090887,0.084555,0.8501,0.8501
1.6,1.2072,0.091131,0.059629,0.875,0.87988
1.608,1.2014,0.091376,0.084555,0.89014,0.89014
1.616,1.2141,0.09162,0.34506,0.79004,0.68506
1.624,1.2522,0.09162,0.93011,0.52979,0.18506
1.632,1.3206,0.091864,1.4609,0.1499,-0.25977
1.64,1.4213,0.092108,1.0806,0.040039,-0.040039
1.648,1.5308,0.092353,0.40469,0.22021,0.44482
1.656,1.653,0.092353,0.1349,0.47021,0.70508
1.664,1.8084,0.092597,0.059629,0.68018,0.8501
1.672,1.9844,0.092841,-0.010264,0.8501,0.93506
1.68,2.1681,0.093086,-0.020528,0.90479,0.95508
1.688,2.349,0.093086,-0.030303,0.9248,0.96484
1.696,2.5181,0.09333,-0.025415,0.93506,0.95508
1.704,2.6676,0.093574,-0.025415,0.93506,0.95508
1.712,2.7928,0.093819,-0.025415,0.93994,0.95508
1.72,2.8925,0.093819,-0.020528,0.93994,0.95508
1.728,2.9658,0.094063,-0.015152,0.94482,0.94482
1.736,3.0137,0.094063,-0.010264,0.94482,0.94482
1.744,3.0352,0.094307,-0.010264,0.94971,0.94482
1.752,3.0362,0.093819,-0.010264,0.94482,0.94482
1.76,3.0235,0.093574,-0.010264,0.95508,0.93994
1.768,2.998,0.092841,-0.0053763,0.95996,0.94482
1.776,2.9589,0.092108,-0.00048876,0.95996,0.93994
1.784,2.9081,0.091376,-0.010264,0.96973,0.94482
1.792,2.8456,0.090887,-0.010264,0.98486,0.94971
1.8,2.7722,0.090398,-0.015152,0.98975,0.95508
1.808,2.6882,0.08991,-0.020528,1,0.95508
1.816,2.5943,0.088932,-0.030303,1.0098,0.96973
1.824,2.4927,0.088199,-0.040567,1.02,0.9751
1.832,2.3842,0.087222,-0.045455,1.0298,0.98486
1.84,2.2708,0.086245,-0.045455,1.04,0.98975
1.848,2.1681,0.085268,-0.035191,1.04,0.98975
1.856,2.0723,0.084535,-0.030303,1.0449,0.97998
1.864,1.9677,0.084046,-0.0053763,1.0298,0.96484
1.872,1.8622,0.083557,0.034702,1.0049,0.93506
1.88,1.7605,0.083313,0.094819,0.97998,0.89014
1.888,1.6647,0.083069,0.15494,0.94482,0.83984
1.896,1.5787,0.082824,0.19501,0.90967,0.79492
1.904,1.5044,0.082824,0.20968,0.88477,0.77002
1.912,1.4428,0.083313,0.21457,0.85986,0.76514
1.92,1.3939,0.083802,0.20968,0.84473,0.75977
1.928,1.3578,0.084779,0.20968,0.84473,0.75488
1.936,1.3333,0.086,0.20479,0.83496,0.75488
1.944,1.3206,0.087222,0.19501,0.83496,0.75977
1.952,1.3167,0.088688,0.1999,0.83496,0.75977
1.96,1.3177,0.090154,0.18964,0.83984,0.75977
1.968,1.3226,0.091864,0.20479,0.83496,0.75488
1.976,1.3294,0.094063,0.21994,0.83496,0.75
1.984,1.3382,0.096506,0.22483,0.83008,0.75
1.992,1.347,0.099194,0.2346,0.83008,0.73975
2,1.3558,0.10188,0.26002,0.83984,0.71973
2.008,1.3636,0.10457,0.28983,0.83496,0.68994
2.016,1.3685,0.10726,0.30987,0.83008,0.68018
2.024,1.3705,0.1097,0.3001,0.84473,0.68506
2.032,1.3685,0.11239,0.28495,0.83496,0.69482
2.04,1.3627,0.11507,0.28006,0.82471,0.70508
2.048,1.3568,0.11801,0.24976,0.83008,0.72998
2.056,1.349,0.12118,0.21994,0.83496,0.75
2.064,1.3353,0.12436,0.18475,0.83984,0.77979
2.072,1.3167,0.12705,0.16471,0.83984,0.79492
2.08,1.2952,0.12998,0.15494,0.83984,0.7998
2.088,1.2717,0.13267,0.14956,0.83496,0.80469
2.096,1.2454,0.13535,0.14956,0.83496,0.80469
2.104,1.218,0.13804,0.13978,0.83984,0.81494
2.112,1.1906,0.14097,0.13978,0.83984,0.80469
2.12,1.1672,0.1439,0.11975,0.84473,0.83008
2.128,1.1525,0.14708,0.089932,0.875,0.86475
2.136,1.1505,0.14977,0.079668,0.87988,0.875
2.144,1.1642,0.15246,0.34995,0.72998,0.68018
2.152,1.1975,0.15465,0.88514,0.39502,0.22021
2.16,1.2581,0.1571,1.3656,0.024902,-0.15967
2.168,1.35,0.15905,0.95552,-0.029785,0.080078
2.176,1.4731,0.16125,0.31965,0.22998,0.53516
2.184,1.6237,0.16321,0.084555,0.50488,0.76514
2.192,1.7947,0.16516,0.054741,0.7251,0.86475
2.2,1.9775,0.16736,0.0097752,0.875,0.9248
2.208,2.1613,0.1698,-0.015152,0.9248,0.93994
2.216,2.3372,0.17225,-0.010264,0.93994,0.93506
2.224,2.4976,0.17493,-0.00048876,0.94482,0.93506
2.232,2.6364,0.17811,-0.00048876,0.94971,0.93994
2.24,2.7498,0.18129,-0.00048876,0.93994,0.92969
2.248,2.827,0.18495,0.024438,0.93994,0.91992
2.256,2.8759,0.18886,0.014663,0.94482,0.9248
2.264,2.9101,0.19277,0.01955,0.94971,0.9248
2.272,2.9247,0.19692,0.01955,0.94971,0.91992
2.28,2.9208,0.20156,0.01955,0.95996,0.9248
2.288,2.8974,0.20621,0.01955,0.95996,0.91992
2.296,2.8573,0.21231,0.024438,0.95996,0.91504
2.304,2.8025,0.21842,0.024438,0.96973,0.91504
2.312,2.7351,0.22551,0.024438,0.9751,0.90967
2.32,2.6569,0.23284,0.029814,0.98486,0.90967
2.328,2.567,0.24017,0.024438,0.98975,0.90967
2.336,2.4673,0.2475,0.014663,1.0049,0.9248
2.344,2.3715,0.25507,0.0097752,1.0146,0.92969
2.352,2.2757,0.26264,0.01955,1.0298,0.92969
2.36,2.1652,0.27168,0.024438,1.0298,0.92969
2.368,2.0459,0.28097,0.0043988,1.0498,0.93994
2.376,1.9218,0.29123,-0.00048876,1.0547,0.94482
2.384,1.7977,0.30173,0.029814,1.0449,0.9248
2.392,1.6774,0.31248,0.049853,1.0347,0.90479
2.4,1.563,0.32348,0.099707,1.0146,0.87012
2.408,1.4565,0.33423,0.14956,0.97998,0.83008
2.416,1.3607,0.34522,0.19501,0.94971,0.78516
2.424,1.2786,0.35475,0.22972,0.90967,0.75977
2.432,1.2102,0.36452,0.2346,0.88477,0.75
2.44,1.1623,0.37283,0.21994,0.85986,0.75488
2.448,1.129,0.38138,0.20479,0.8501,0.75
2.456,1.1017,0.38945,0.1999,0.84473,0.76514
2.464,1.0831,0.39751,0.20479,0.84473,0.76514
2.472,1.0577,0.40508,0.18475,0.84473,0.76514
2.48,1.0323,0.4129,0.17498,0.84473,0.76514
2.488,1.0235,0.41999,0.1696,0.84473,0.7749
2.496,1.0244,0.42707,0.17986,0.8501,0.77002
2.504,1.0313,0.43342,0.1999,0.84473,0.76514
2.512,1.0411,0.44002,0.20479,0.84473,0.75977
2.52,1.0508,0.44588,0.2346,0.8501,0.73975
2.528,1.0606,0.45199,0.25464,0.85498,0.71484
2.536,1.0684,0.45761,0.28006,0.85498,0.68994
2.544,1.0762,0.46323,0.30499,0.85498,0.66992
2.552,1.0811,0.46836,0.3001,0.84473,0.68506
2.56,1.0821,0.47374,0.28006,0.84473,0.69482
2.568,1.0782,0.47862,0.26979,0.83496,0.71484
2.576,1.0714,0.48375,0.24487,0.84473,0.7251
2.584,1.0616,0.48791,0.19501,0.8501,0.76514
2.592,1.0499,0.4923,0.17498,0.84473,0.79004
2.6,1.0362,0.49597,0.16471,0.84473,0.79004
2.608,1.0205,0.49988,0.14956,0.83984,0.80469
2.616,1.0049,0.50305,0.13978,0.84473,0.7998
2.624,0.98729,0.50647,0.13978,0.83984,0.81006
2.632,0.96872,0.50941,0.13978,0.84473,0.81494
2.64,0.95406,0.51258,0.1349,0.84473,0.81006
2.648,0.94233,0.51527,0.099707,0.85498,0.83984
2.656,0.92669,0.51796,0.049853,0.89502,0.88477
2.664,0.91398,0.5204,0.089932,0.8999,0.87012
2.672,0.90909,0.52309,0.35973,0.68994,0.66016
2.68,0.91887,0.52578,0.94037,0.31494,0.18994
2.688,0.94917,0.52871,1.2356,0.024902,-0.034668
2.696,1.0059,0.53188,0.69501,0.125,0.30518
2.704,1.0919,0.5353,0.11975,0.37012,0.70508
2.712,1.2082,0.53872,-0.010264,0.60986,0.86475
2.72,1.3509,0.54239,-0.0053763,0.79492,0.91992
2.728,1.5132,0.54605,-0.015152,0.89502,0.93506
2.736,1.6852,0.54972,0.0043988,0.9248,0.9248
2.744,1.8377,0.5529,0.01955,0.93506,0.91992
2.752,1.9756,0.55632,0.024438,0.93994,0.90967
2.76,2.1212,0.55925,0.024438,0.93994,0.90479
2.768,2.259,0.56218,0.034702,0.93994,0.90479
2.776,2.3783,0.56536,0.024438,0.93994,0.90479
2.784,2.4741,0.56853,0.034702,0.93994,0.8999
2.792,2.5445,0.57195,0.054741,0.93994,0.89014
2.8,2.5894,0.57537,0.044477,0.93994,0.89014
2.808,2.61,0.5783,0.044477,0.94482,0.89502
2.816,2.609,0.58148,0.044477,0.94971,0.89502
2.824,2.5885,0.58417,0.044477,0.95996,0.89502
2.832,2.5503,0.5871,0.044477,0.95508,0.89014
2.84,2.5034,0.59076,0.049853,0.95996,0.88477
2.848,2.4477,0.59443,0.054741,0.96484,0.89014
2.856,2.3754,0.59858,0.044477,0.9751,0.89502
2.864,2.2913,0.60298,0.029814,0.98975,0.90479
2.872,2.1955,0.60762,0.01955,1,0.90479
2.88,2.0919,0.61251,0.024438,1.0098,0.91504
2.888,1.9814,0.61764,0.034702,1.0146,0.90479
2.896,1.868,0.62277,0.039589,1.0298,0.90479
2.904,1.7546,0.62717,0.029814,1.0298,0.90479
2.912,1.6432,0.63157,0.039589,1.0298,0.89502
2.92,1.5376,0.63548,0.07478,1.0098,0.87012
2.928,1.4399,0.63938,0.11975,1,0.83984
2.936,1.3519,0.64378,0.17498,0.96973,0.7998
2.944,1.2845,0.64818,0.21457,0.92969,0.76514
2.952,1.2317,0.65282,0.23998,0.89502,0.73975
2.96,1.1838,0.65771,0.2346,0.87012,0.73975
2.968,1.1447,0.66186,0.22972,0.85498,0.73975
2.976,1.1153,0.66602,0.20968,0.84473,0.75977
2.984,1.0968,0.66968,0.19501,0.84473,0.76514
2.992,1.087,0.67334,0.17986,0.84473,0.7749
3,1.085,0.6775,0.17498,0.84473,0.77979
3.008,1.0899,0.6819,0.18475,0.83496,0.7749
3.016,1.0997,0.68654,0.17498,0.83984,0.78516
3.024,1.1134,0.69142,0.1696,0.83984,0.7749
3.032,1.129,0.69656,0.18964,0.84473,0.77002
3.04,1.1447,0.70169,0.20479,0.84473,0.75977
3.048,1.1593,0.70706,0.23998,0.83984,0.73486
3.056,1.172,0.71244,0.26979,0.84473,0.71484
3.064,1.1828,0.71732,0.28983,0.83984,0.68506
3.072,1.1896,0.72245,0.31476,0.83496,0.66992
3.08,1.1935,0.72734,0.30499,0.83984,0.6748
3.088,1.1935,0.73247,0.29472,0.83008,0.68994
3.096,1.1916,0.73809,0.28006,0.81982,0.7002
3.104,1.1857,0.74395,0.24487,0.83008,0.71973
3.112,1.1779,0.75006,0.21457,0.83984,0.75
3.12,1.1672,0.75641,0.18964,0.84473,0.7749
3.128,1.1544,0.76154,0.15982,0.83984,0.79004
3.136,1.1398,0.76692,0.15494,0.84473,0.7998
3.144,1.129,0.77132,0.13978,0.83496,0.81006
3.152,1.1183,0.77596,0.12952,0.83984,0.81494
3.16,1.1036,0.7806,0.13978,0.83496,0.81006
3.168,1.085,0.78549,0.13978,0.83984,0.81494
3.176,1.0635,0.79062,0.10948,0.85498,0.83496
3.184,1.042,0.79575,0.079668,0.88477,0.87012
3.192,1.0225,0.80112,0.11486,0.89502,0.8501
3.2,1.0098,0.8065,0.35973,0.73975,0.66504
3.208,1.0078,0.81187,0.87048,0.43506,0.25488
3.216,1.0225,0.81725,1.2908,0.12012,-0.060059
3.224,1.0626,0.82116,0.77028,0.11523,0.25488
3.232,1.131,0.82531,0.089932,0.41992,0.71484
3.24,1.2111,0.82824,-0.10557,0.63477,0.8999
3.248,1.3069,0.83142,-0.050342,0.77002,0.93994
3.256,1.436,0.83484,-0.010264,0.875,0.93506
3.264,1.5865,0.8385,0.014663,0.90967,0.9248
3.272,1.7498,0.84241,0.0097752,0.92969,0.91504
3.28,1.9159,0.84657,0.014663,0.93506,0.90967
3.288,2.0762,0.84999,0.01955,0.92969,0.90479
3.296,2.2239,0.85365,0.024438,0.92969,0.90479
3.304,2.3539,0.85658,0.039589,0.9248,0.8999
3.312,2.4614,0.85976,0.044477,0.91992,0.89014
3.32,2.5435,0.86269,0.054741,0.92969,0.88477
3.328,2.5992,0.86587,0.039589,0.92969,0.89502
3.336,2.6295,0.86904,0.044477,0.93506,0.89014
3.344,2.6354,0.87222,0.044477,0.93994,0.89502
3.352,2.6227,0.8754,0.039589,0.93994,0.89502
3.36,2.5934,0.87882,0.054741,0.93506,0.88477
3.368,2.5464,0.88199,0.044477,0.93994,0.89014
3.376,2.4839,0.88541,0.044477,0.94971,0.89014
3.384,2.4066,0.8881,0.049853,0.95508,0.88477
3.392,2.3157,0.89103,0.024438,0.96973,0.90479
3.4,2.2151,0.89348,0.034702,0.9751,0.90479
3.408,2.1056,0.89616,0.024438,0.98486,0.90967
3.416,1.9912,0.89885,0.014663,1.0049,0.91992
3.424,1.8749,0.90154,0.0097752,1.0098,0.92969
3.432,1.7605,0.90447,0.024438,1.0146,0.91992
3.44,1.6637,0.9074,0.039589,1.0098,0.90479
3.448,1.5787,0.90985,0.064516,1.0049,0.89014
3.456,1.4917,0.91253,0.10459,0.97998,0.85986
3.464,1.4096,0.91473,0.15494,0.95508,0.81982
3.472,1.3363,0.91693,0.1999,0.92969,0.78516
3.48,1.2757,0.91937,0.2346,0.89502,0.75488
3.488,1.2278,0.92182,0.24487,0.87012,0.75
3.496,1.1926,0.92451,0.2346,0.85498,0.75
3.504,1.1691,0.92744,0.21457,0.83984,0.75977
3.512,1.1564,0.93086,0.20968,0.83008,0.76514
3.52,1.1525,0.93452,0.19501,0.82471,0.77002
3.528,1.1554,0.93843,0.18964,0.82471,0.77979
3.536,1.1632,0.94234,0.17986,0.81982,0.78516
3.544,1.175,0.94552,0.18475,0.81982,0.77979
3.552,1.1877,0.94894,0.18475,0.81982,0.77979
3.56,1.2014,0.95187,0.19501,0.81494,0.77002
3.568,1.216,0.9548,0.21994,0.81006,0.75488
3.576,1.2297,0.95822,0.24487,0.81006,0.73975
3.584,1.2414,0.96189,0.27468,0.81494,0.71973
3.592,1.2512,0.9658,0.30987,0.81006,0.68994
3.6,1.2581,0.96995,0.34506,0.7998,0.66016
3.608,1.263,0.97386,0.36999,0.7998,0.64502
3.616,1.2639,0.97777,0.35484,0.80469,0.6499
3.624,1.262,0.98168,0.34995,0.79492,0.66016
3.632,1.2571,0.98559,0.3348,0.79004,0.68018
3.64,1.2532,0.98925,0.30987,0.79492,0.69482
3.648,1.2483,0.99291,0.28495,0.7998,0.71973
3.656,1.2385,0.99634,0.25464,0.80469,0.74512
3.664,1.2258,1,0.23998,0.7998,0.75
3.672,1.2102,1,0.22483,0.79492,0.75977
3.68,1.1916,1,0.22483,0.7998,0.76514
3.688,1.172,1,0.21457,0.79492,0.76514
3.696,1.1515,1,0.22483,0.79492,0.76514
3.704,1.13,1,0.21457,0.79492,0.77002
3.712,1.1095,1,0.18475,0.81494,0.7998
3.72,1.0929,1,0.16471,0.84473,0.82471
3.728,1.085,1,0.26979,0.81982,0.75977
3.736,1.0929,1,0.63001,0.64014,0.49512
3.744,1.1163,1,1.3104,0.27002,-0.029785
3.752,1.1584,1,1.501,0.055176,-0.20459
3.76,1.2307,1,0.78006,0.2002,0.26025
3.768,1.3353,1,0.17986,0.41504,0.68018
3.776,1.4692,1,0.069892,0.60986,0.81982
3.784,1.6266,1,0.079668,0.75977,0.875
3.792,1.8006,1,0.064516,0.8501,0.8999
3.8,1.9814,1,0.059629,0.87988,0.8999
3.808,2.1603,1,0.069892,0.89014,0.89502
3.816,2.3284,1,0.07478,0.89014,0.89014
3.824,2.479,1,0.069892,0.89014,0.88477
3.832,2.608,0.99927,0.084555,0.89502,0.88477
3.84,2.6999,0.99853,0.079668,0.89502,0.88477
3.848,2.7644,0.99243,0.089932,0.89014,0.87988
3.856,2.8162,0.98656,0.084555,0.89502,0.87988
