Time [s], PLETH, RESP, II, V, AVR
0.52,0.41251,0.74389,-0.039062,0.94118,0.85098
0.528,0.41153,0.73607,-0.029297,0.90588,0.85098
0.536,0.41153,0.72727,-0.025391,0.93137,0.8451
0.544,0.41153,0.71945,-0.019531,0.90196,0.84118
0.552,0.41349,0.71163,-0.0097656,0.92549,0.83529
0.56,0.41447,0.70577,-0.0039062,0.8902,0.83137
0.568,0.41447,0.6999,0,0.88039,0.82549
0.576,0.41544,0.69599,0.0097656,0.91569,0.82549
0.584,0.41642,0.6911,0.0097656,0.87647,0.82549
0.592,0.41544,0.68915,0.015625,0.91569,0.82157
0.6,0.41447,0.68719,0.015625,0.87647,0.82157
0.608,0.41447,0.68622,0.019531,0.91176,0.81569
0.616,0.41447,0.68524,0.025391,0.87647,0.81176
0.624,0.41349,0.68622,0.025391,0.91176,0.81176
0.632,0.41447,0.68719,0.025391,0.87647,0.81176
0.64,0.41642,0.68915,0.03125,0.90588,0.81569
0.648,0.41838,0.6911,0.025391,0.87059,0.81176
0.656,0.42326,0.69306,0.03125,0.90588,0.81176
0.664,0.43011,0.69599,0.025391,0.86667,0.81569
0.672,0.44086,0.69795,0.025391,0.90196,0.81176
0.68,0.45455,0.6999,0.025391,0.87059,0.80588
0.688,0.47214,0.70186,0.035156,0.92157,0.81176
0.696,0.49462,0.70381,0.044922,0.88627,0.80588
0.704,0.51906,0.70479,0.044922,0.93137,0.80588
0.712,0.54252,0.70577,0.050781,0.8902,0.8
0.72,0.565,0.70381,0.060547,0.92549,0.79608
0.728,0.58358,0.70283,0.080078,0.89608,0.78627
0.736,0.59922,0.69795,0.089844,0.93137,0.78039
0.744,0.6129,0.69404,0.080078,0.8902,0.78627
0.752,0.62366,0.68817,0.076172,0.90588,0.78039
0.76,0.63148,0.68231,0.080078,0.87647,0.78039
0.768,0.63734,0.67449,0.076172,0.86667,0.78039
0.776,0.64027,0.66667,0.070312,0.90196,0.78627
0.784,0.64027,0.65591,0.054688,0.85098,0.78039
0.792,0.64027,0.64516,0.025391,0.90196,0.81176
0.8,0.64027,0.63245,0.0097656,0.86078,0.82157
0.808,0.6393,0.61877,-0.0039062,0.90588,0.83137
0.816,0.63832,0.60606,-0.0039062,0.86667,0.82549
0.824,0.63636,0.59335,-0.0039062,0.90196,0.82549
0.832,0.6305,0.58065,-0.0039062,0.87059,0.82549
0.84,0.62268,0.56794,-0.0039062,0.89608,0.82549
0.848,0.61779,0.55327,-0.0039062,0.86078,0.82549
0.856,0.61486,0.53959,-0.0039062,0.8902,0.82549
0.864,0.61193,0.52395,-0.0039062,0.8451,0.82549
0.872,0.61095,0.50831,0.0058594,0.88627,0.82157
0.88,0.60899,0.49169,0.0097656,0.85098,0.82549
0.888,0.60606,0.47507,0.015625,0.89608,0.82157
0.896,0.60411,0.45748,0.050781,0.87647,0.79608
0.904,0.6002,0.44086,0.18555,0.91176,0.72157
0.912,0.59531,0.42522,0.44531,0.84118,0.56471
0.92,0.58847,0.41056,0.86523,0.78627,0.32941
0.928,0.5826,0.39589,1.0645,0.6549,0.21961
0.936,0.57674,0.38221,0.79492,0.6451,0.39412
0.944,0.56989,0.36852,0.14453,0.7451,0.76667
0.952,0.56207,0.35386,-0.25,0.87059,0.98235
0.96,0.55523,0.3392,-0.19336,0.88039,0.94118
0.968,0.54839,0.32454,-0.089844,0.87059,0.88039
0.976,0.54154,0.31085,-0.029297,0.92157,0.8451
0.984,0.53568,0.29814,-0.0039062,0.8902,0.82549
0.992,0.53079,0.28641,0,0.93137,0.82549
1,0.52786,0.27468,0.0097656,0.89608,0.82157
1.008,0.52493,0.261,0.015625,0.93725,0.81176
1.016,0.52395,0.24829,0.025391,0.8902,0.80588
1.024,0.52297,0.23363,0.025391,0.93725,0.80588
1.032,0.52199,0.21994,0.035156,0.91176,0.80588
1.04,0.52102,0.20528,0.041016,0.94118,0.8
1.048,0.51808,0.19062,0.050781,0.90588,0.79608
1.056,0.51515,0.17498,0.054688,0.94118,0.79608
1.064,0.51222,0.16031,0.064453,0.90196,0.7902
1.072,0.50929,0.14761,0.064453,0.93137,0.78627
1.08,0.50635,0.1349,0.076172,0.8902,0.78039
1.088,0.5044,0.12414,0.089844,0.92157,0.78039
1.096,0.50244,0.11339,0.099609,0.87647,0.76667
1.104,0.50049,0.10264,0.10547,0.90588,0.76078
1.112,0.49853,0.091887,0.11133,0.86667,0.7549
1.12,0.49462,0.081134,0.12109,0.89608,0.7549
1.128,0.49071,0.071359,0.13086,0.85686,0.75098
1.136,0.48778,0.062561,0.13477,0.8902,0.74118
1.144,0.48289,0.054741,0.15039,0.85686,0.73137
1.152,0.47898,0.047898,0.15625,0.85098,0.72549
1.16,0.4741,0.041056,0.15625,0.8902,0.73137
1.168,0.46921,0.034213,0.16016,0.85098,0.72157
1.176,0.4653,0.02737,0.15039,0.8902,0.73137
1.184,0.46139,0.020528,0.13477,0.85098,0.73137
1.192,0.45943,0.013685,0.11133,0.90196,0.7451
1.2,0.45846,0.0068426,0.089844,0.86667,0.7549
1.208,0.45846,0,0.064453,0.90588,0.77647
1.216,0.45846,0,0.041016,0.87647,0.7902
1.224,0.45943,0,0.019531,0.92157,0.80588
1.232,0.45846,0,0,0.89608,0.81569
1.24,0.45846,0,-0.0039062,0.92549,0.81569
1.248,0.45846,0,-0.013672,0.90588,0.82549
1.256,0.45748,0,-0.025391,0.94118,0.83529
1.264,0.45552,0,-0.019531,0.90196,0.83529
1.272,0.45357,0,-0.025391,0.94118,0.84118
1.28,0.45161,0,-0.025391,0.90196,0.83529
1.288,0.44966,0,-0.019531,0.93137,0.83529
1.296,0.44966,0,-0.0097656,0.88627,0.83137
1.304,0.44966,0,-0.0039062,0.92549,0.83137
1.312,0.44966,0,-0.0039062,0.8902,0.82549
1.32,0.44966,0,0,0.93137,0.82549
1.328,0.44868,0,0.015625,0.88627,0.81569
1.336,0.4477,0,0.015625,0.92157,0.82157
1.344,0.44575,0,0.019531,0.88627,0.81569
1.352,0.44379,0,0.025391,0.88039,0.81176
1.36,0.44184,0,0.041016,0.91176,0.80588
1.368,0.43891,0,0.041016,0.88039,0.80588
1.376,0.43695,0,0.041016,0.91569,0.80588
1.384,0.43402,0,0.041016,0.87647,0.80588
1.392,0.43304,0,0.041016,0.91569,0.80588
1.4,0.43402,0,0.041016,0.87059,0.80588
1.408,0.435,0,0.041016,0.91176,0.80588
1.416,0.43793,0,0.041016,0.87647,0.80588
1.424,0.44184,0,0.041016,0.91176,0.80588
1.432,0.4477,0,0.035156,0.87059,0.80588
1.44,0.45748,0,0.03125,0.90196,0.81176
1.448,0.46921,0,0.03125,0.87059,0.80588
1.456,0.48387,0.0039101,0.035156,0.90196,0.80588
1.464,0.50049,0.0087977,0.041016,0.87059,0.80588
1.472,0.51906,0.013685,0.044922,0.92157,0.80588
1.48,0.53763,0.01955,0.054688,0.8902,0.8
1.488,0.55523,0.02346,0.054688,0.92549,0.79608
1.496,0.57185,0.02737,0.064453,0.88627,0.78627
1.504,0.58651,0.030303,0.080078,0.93137,0.78039
1.512,0.59922,0.032258,0.089844,0.89608,0.78039
1.52,0.60997,0.032258,0.085938,0.92549,0.77647
1.528,0.61584,0.033236,0.085938,0.87647,0.78039
1.536,0.61975,0.031281,0.085938,0.90196,0.77059
1.544,0.62072,0.029326,0.080078,0.85686,0.77059
1.552,0.6217,0.02737,0.076172,0.87647,0.77647
1.56,0.6217,0.024438,0.060547,0.8451,0.78627
1.568,0.62072,0.021505,0.035156,0.87647,0.80588
1.576,0.62072,0.018573,0.015625,0.88627,0.81569
1.584,0.61975,0.013685,0.0097656,0.84118,0.82157
1.592,0.61975,0.0078201,0,0.88039,0.82549
1.6,0.61975,0.0039101,-0.0039062,0.84118,0.82157
1.608,0.61779,0,-0.0039062,0.88627,0.82549
1.616,0.61681,0,-0.0039062,0.84118,0.82549
1.624,0.61486,0,-0.0039062,0.87647,0.82549
1.632,0.61193,0,0.0058594,0.84118,0.81569
1.64,0.61095,0,0.0058594,0.87059,0.82157
1.648,0.60997,0,0.0097656,0.84118,0.81569
1.656,0.60899,0,0.015625,0.87647,0.81569
1.664,0.60802,0,0.019531,0.85098,0.81176
1.672,0.60508,0,0.035156,0.90196,0.80588
1.68,0.59922,0,0.15039,0.86667,0.74118
1.688,0.59335,0,0.35547,0.87059,0.61961
1.696,0.58553,0,0.74414,0.76078,0.3902
1.704,0.57674,0,1.0703,0.68039,0.2098
1.712,0.56696,0,0.91016,0.6098,0.31373
1.72,0.55816,0,0.37109,0.72549,0.63529
1.728,0.55034,0,-0.20508,0.80588,0.95686
1.736,0.5435,0,-0.26367,0.86667,0.98627
1.744,0.53861,0,-0.11523,0.85098,0.89608
1.752,0.53275,0,-0.039062,0.89608,0.85098
1.76,0.52786,0,-0.0039062,0.87059,0.82549
1.768,0.52297,0,0.0058594,0.90588,0.82157
1.776,0.51906,0,0.015625,0.91176,0.81569
1.784,0.51711,0,0.015625,0.87647,0.81176
1.792,0.51613,0,0.025391,0.91569,0.81176
1.8,0.51613,0,0.03125,0.88627,0.80588
1.808,0.51515,0,0.041016,0.94118,0.80588
1.816,0.5132,0,0.041016,0.90196,0.79608
1.824,0.51222,0,0.050781,0.94706,0.79608
1.832,0.51124,0,0.054688,0.91176,0.79608
1.84,0.50929,0,0.060547,0.94118,0.78627
1.848,0.50733,0,0.064453,0.89608,0.78039
1.856,0.5044,0,0.070312,0.91569,0.78039
1.864,0.50147,0,0.085938,0.87059,0.77647
1.872,0.49756,0,0.089844,0.89608,0.76667
1.88,0.49365,0,0.10547,0.85098,0.7549
1.888,0.48876,0,0.11133,0.87647,0.7549
1.896,0.48387,0,0.11523,0.83529,0.75098
1.904,0.47898,0,0.125,0.87647,0.74118
1.912,0.4741,0,0.13477,0.82549,0.73529
1.92,0.46921,0,0.14062,0.86078,0.73137
1.928,0.4653,0,0.14453,0.81569,0.73137
1.936,0.46139,0,0.15625,0.8451,0.72549
1.944,0.45943,0,0.15039,0.80588,0.72157
1.952,0.4565,0,0.14453,0.83529,0.72549
1.96,0.45357,0,0.13086,0.81176,0.73529
1.968,0.45161,0,0.11133,0.84118,0.74118
1.976,0.45064,0,0.089844,0.85098,0.75098
1.984,0.45064,0,0.064453,0.81176,0.76667
1.992,0.45064,0,0.041016,0.86078,0.78039
2,0.44966,0,0.019531,0.83137,0.8
2.008,0.44868,0,-0.0039062,0.87647,0.80588
2.016,0.4477,0,-0.013672,0.8451,0.82157
2.024,0.44673,0,-0.029297,0.8902,0.82549
2.032,0.44477,0,-0.029297,0.85098,0.83529
2.04,0.44379,0,-0.029297,0.8902,0.84118
2.048,0.44282,0,-0.029297,0.8451,0.83529
2.056,0.44086,0,-0.025391,0.87647,0.84118
2.064,0.43988,0,-0.029297,0.85098,0.84118
2.072,0.43988,0,-0.019531,0.88039,0.8451
2.08,0.43891,0,-0.013672,0.84118,0.83137
2.088,0.43793,0,-0.0039062,0.87059,0.83137
2.096,0.43793,0,-0.0039062,0.82549,0.83137
2.104,0.43695,0,0.0058594,0.86667,0.82157
2.112,0.435,0,0.015625,0.82549,0.81569
2.12,0.43402,0,0.015625,0.85686,0.81569
2.128,0.43206,0,0.015625,0.82157,0.82157
2.136,0.43109,0,0.025391,0.86078,0.81176
2.144,0.42913,0,0.019531,0.82549,0.81569
2.152,0.4262,0,0.03125,0.86078,0.81176
2.16,0.42424,0,0.035156,0.83529,0.80588
2.168,0.42229,0,0.041016,0.83137,0.80588
2.176,0.42131,0,0.041016,0.86078,0.79608
2.184,0.42229,0,0.044922,0.82549,0.8
2.192,0.42424,0,0.041016,0.86667,0.80588
2.2,0.42815,0,0.041016,0.82549,0.80588
2.208,0.43597,0.0058651,0.03125,0.87647,0.81176
2.216,0.44673,0.012708,0.03125,0.83137,0.81176
2.224,0.45748,0.022483,0.035156,0.87647,0.80588
2.232,0.46921,0.032258,0.041016,0.84118,0.80588
2.24,0.48387,0.041056,0.041016,0.8902,0.8
2.248,0.50049,0.050831,0.050781,0.85686,0.7902
2.256,0.51808,0.059629,0.064453,0.8902,0.78627
2.264,0.5347,0.068426,0.064453,0.86078,0.78627
2.272,0.54839,0.075269,0.070312,0.89608,0.78039
2.28,0.56207,0.083089,0.089844,0.86078,0.76667
2.288,0.57478,0.088954,0.095703,0.89608,0.76667
2.296,0.58553,0.094819,0.089844,0.8451,0.77647
2.304,0.59531,0.098729,0.089844,0.87059,0.77647
2.312,0.60215,0.10264,0.089844,0.81176,0.77059
2.32,0.60802,0.10459,0.080078,0.84118,0.77647
2.328,0.61095,0.10655,0.076172,0.7902,0.78039
2.336,0.61193,0.10753,0.064453,0.82549,0.78039
2.344,0.61193,0.10753,0.035156,0.79608,0.80588
2.352,0.6129,0.1085,0.019531,0.83137,0.81176
2.36,0.6129,0.1085,0.0058594,0.79608,0.82157
2.368,0.6129,0.1085,-0.0039062,0.82549,0.82549
2.376,0.6129,0.1085,-0.0039062,0.79608,0.83137
2.384,0.61193,0.1085,0,0.82157,0.83137
2.392,0.61095,0.10948,0,0.82549,0.82157
2.4,0.61095,0.10948,-0.0039062,0.78627,0.82549
2.408,0.60997,0.10948,-0.0039062,0.82549,0.82549
2.416,0.60802,0.11046,0,0.78039,0.82549
2.424,0.60606,0.11144,0.0058594,0.82549,0.82549
2.432,0.60411,0.11339,0.015625,0.78039,0.82157
2.44,0.60117,0.11535,0.015625,0.81176,0.81176
2.448,0.59922,0.11926,0.041016,0.77647,0.8
2.456,0.59629,0.12219,0.15625,0.81569,0.73529
2.464,0.5914,0.12708,0.375,0.71569,0.6098
2.472,0.58553,0.13196,0.7793,0.66471,0.37059
2.48,0.57869,0.13881,1.0703,0.52549,0.21373
2.488,0.57185,0.14467,0.86523,0.56471,0.34902
2.496,0.565,0.15152,0.31055,0.61569,0.67647
2.504,0.55621,0.15836,-0.24414,0.7549,0.97647
2.512,0.54741,0.1652,-0.2793,0.72549,0.99608
2.52,0.53959,0.17204,-0.12891,0.77647,0.90196
2.528,0.53275,0.17889,-0.039062,0.73529,0.8451
2.536,0.52786,0.18573,-0.0097656,0.77647,0.83137
2.544,0.52297,0.19257,-0.0039062,0.73529,0.82157
2.552,0.51808,0.19941,0.0058594,0.77059,0.82157
2.56,0.5132,0.20723,0.015625,0.73529,0.81569
2.568,0.50831,0.21505,0.025391,0.76667,0.80588
2.576,0.50538,0.22092,0.03125,0.77059,0.80588
2.584,0.50244,0.22776,0.041016,0.7451,0.80588
2.592,0.49951,0.23363,0.041016,0.77647,0.8
2.6,0.49658,0.23949,0.041016,0.73137,0.8
2.608,0.49365,0.24536,0.041016,0.76078,0.80588
2.616,0.49169,0.25122,0.050781,0.72157,0.79608
2.624,0.48778,0.25806,0.054688,0.75098,0.7902
2.632,0.48485,0.26393,0.064453,0.70588,0.78627
2.64,0.48094,0.27175,0.064453,0.73529,0.78039
2.648,0.47605,0.27957,0.080078,0.68627,0.77647
2.656,0.47116,0.28837,0.089844,0.71569,0.76667
2.664,0.46628,0.29619,0.095703,0.67647,0.76667
2.672,0.46237,0.30499,0.11133,0.70588,0.7549
2.68,0.45943,0.31378,0.11523,0.66078,0.75098
2.688,0.45748,0.3216,0.125,0.68627,0.7451
2.696,0.45552,0.3304,0.13477,0.64118,0.73137
2.704,0.45357,0.34018,0.14453,0.67647,0.73137
2.712,0.45259,0.34995,0.14062,0.62549,0.73137
2.72,0.45064,0.36168,0.15039,0.66471,0.72549
2.728,0.44966,0.37341,0.14453,0.62941,0.72549
2.736,0.4477,0.38416,0.13477,0.68039,0.73137
2.744,0.44575,0.39492,0.11133,0.65098,0.75098
2.752,0.44379,0.40469,0.089844,0.69608,0.76078
2.76,0.44184,0.41544,0.064453,0.67059,0.77647
2.768,0.43891,0.4262,0.041016,0.7098,0.78627
2.776,0.43695,0.43793,0.015625,0.69608,0.80588
2.784,0.43402,0.45064,0,0.72549,0.81569
2.792,0.43206,0.46334,-0.0039062,0.70588,0.81176
2.8,0.42913,0.47605,-0.029297,0.74118,0.83529
2.808,0.42717,0.48876,-0.039062,0.7549,0.8451
2.816,0.42424,0.50244,-0.035156,0.71569,0.8451
2.824,0.42229,0.51515,-0.039062,0.76667,0.85098
2.832,0.42131,0.52786,-0.044922,0.72157,0.84118
2.84,0.41935,0.54057,-0.044922,0.76667,0.85098
2.848,0.4174,0.5523,-0.029297,0.72549,0.8451
2.856,0.41447,0.56403,-0.019531,0.76078,0.83137
2.864,0.41251,0.57771,-0.019531,0.72549,0.83137
2.872,0.40958,0.59238,-0.025391,0.75098,0.83529
2.88,0.3998,0.60704,-0.0097656,0.71569,0.82549
2.888,0.38514,0.62268,-0.013672,0.7451,0.83529
2.896,0.37634,0.63832,-0.0039062,0.70588,0.82549
2.904,0.37048,0.65396,0,0.7451,0.82549
2.912,0.36559,0.66862,0.015625,0.70588,0.81569
2.92,0.36168,0.68426,0.0097656,0.7451,0.82157
2.928,0.35875,0.70283,0.015625,0.69608,0.81569
2.936,0.35679,0.72239,0.019531,0.73529,0.81176
2.944,0.35386,0.74389,0.019531,0.69608,0.82157
2.952,0.35191,0.7654,0.025391,0.7451,0.81176
2.96,0.35093,0.78788,0.03125,0.70588,0.80588
2.968,0.35093,0.81134,0.025391,0.73529,0.8
2.976,0.35386,0.83578,0.03125,0.74118,0.81176
2.984,0.3607,0.85924,0.03125,0.70588,0.80588
2.992,0.37243,0.88074,0.025391,0.74118,0.81176
3,0.3871,0.90225,0.035156,0.7098,0.80588
3.008,0.40469,0.92082,0.041016,0.7451,0.7902
3.016,0.42522,0.93939,0.050781,0.7098,0.79608
3.024,0.44379,0.95699,0.041016,0.76667,0.80588
3.032,0.46139,0.97458,0.064453,0.72549,0.7902
3.04,0.48094,0.98729,0.064453,0.77059,0.79608
3.048,0.50049,1,0.085938,0.74118,0.78039
3.056,0.51711,1,0.085938,0.77647,0.78039
3.064,0.53177,1,0.080078,0.71569,0.77647
3.072,0.5435,1,0.076172,0.7451,0.78627
3.08,0.5523,1,0.076172,0.69608,0.78039
3.088,0.55816,1,0.076172,0.72157,0.78039
3.096,0.56305,1,0.070312,0.67647,0.78039
3.104,0.56696,1,0.041016,0.71569,0.8
3.112,0.56891,1,0.025391,0.67647,0.81176
3.12,0.56989,1,0.015625,0.7098,0.80588
3.128,0.57185,1,-0.0039062,0.67647,0.82157
3.136,0.57283,1,-0.0039062,0.71569,0.82549
3.144,0.5738,1,-0.0097656,0.68039,0.83137
3.152,0.57283,1,-0.0039062,0.71569,0.82549
3.16,0.57185,1,-0.0039062,0.68039,0.82157
3.168,0.56989,1,-0.0039062,0.71569,0.82157
3.176,0.56696,1,-0.0039062,0.67647,0.82549
3.184,0.56403,1,0,0.70588,0.82549
3.192,0.56207,1,0,0.7098,0.82549
3.2,0.55914,1,0.0058594,0.67059,0.81569
3.208,0.55621,1,0.0097656,0.7098,0.82157
3.216,0.5523,1,0.080078,0.72157,0.78627
3.224,0.54741,1,0.24609,0.67059,0.68039
3.232,0.54252,1,0.60547,0.60588,0.47451
3.24,0.5347,1,1.0391,0.50588,0.23333
3.248,0.52786,1,1.125,0.4451,0.18824
3.256,0.52199,1,0.6543,0.51961,0.48431
3.264,0.51515,1,-0.054688,0.61569,0.87647
3.272,0.50831,1,-0.27344,0.69608,0.98627
3.28,0.50049,1,-0.18359,0.67059,0.93725
3.288,0.49071,1,-0.080078,0.73137,0.87059
3.296,0.48094,1,-0.013672,0.7,0.83137
3.304,0.47214,1,-0.0039062,0.7451,0.82157
3.312,0.46432,1,0,0.7098,0.82157
3.32,0.45846,1,0.0097656,0.7549,0.81569
3.328,0.45259,1,0.015625,0.72157,0.80588
3.336,0.44868,1,0.015625,0.77059,0.81176
3.344,0.44575,1,0.025391,0.73137,0.80588
3.352,0.44379,1,0.03125,0.7549,0.80588
3.36,0.44282,1,0.035156,0.72549,0.8
3.368,0.44282,1,0.041016,0.75098,0.8
3.376,0.44086,1,0.050781,0.71569,0.79608
3.384,0.43891,1,0.060547,0.74118,0.7902
3.392,0.43695,1,0.064453,0.70588,0.7902
3.4,0.435,1,0.070312,0.7,0.78039
3.408,0.43206,1,0.080078,0.73529,0.77647
3.416,0.42913,1,0.089844,0.69608,0.77059
3.424,0.42717,1,0.099609,0.73529,0.76078
3.432,0.4262,1,0.10547,0.69608,0.7549
3.44,0.42326,1,0.11133,0.74118,0.7549
3.448,0.42131,1,0.125,0.7,0.7451
3.456,0.41838,1,0.13477,0.74118,0.7451
3.464,0.41544,1,0.14062,0.7098,0.73137
3.472,0.41251,1,0.15039,0.7451,0.72549
3.48,0.40958,1,0.16016,0.71569,0.72549
3.488,0.40762,1,0.15625,0.75098,0.73137
3.496,0.40469,1,0.14062,0.72157,0.72549
3.504,0.40176,1,0.125,0.77059,0.74118
3.512,0.39883,1,0.10547,0.7451,0.7451
3.52,0.39687,1,0.089844,0.7902,0.7549
3.528,0.39492,1,0.064453,0.7549,0.77059
3.536,0.39296,1,0.041016,0.80588,0.7902
3.544,0.39003,1,0.015625,0.77059,0.8
3.552,0.3871,1,-0.0039062,0.82549,0.82157
3.56,0.38514,1,-0.019531,0.7902,0.82549
3.568,0.38221,1,-0.029297,0.83529,0.84118
3.576,0.37928,1,-0.039062,0.80588,0.8451
3.584,0.37732,1,-0.035156,0.83529,0.8451
3.592,0.37537,1,-0.035156,0.8451,0.8451
3.6,0.37341,1,-0.029297,0.81569,0.8451
3.608,0.37243,1,-0.029297,0.85098,0.84118
3.616,0.37048,1,-0.029297,0.82157,0.8451
3.624,0.37048,1,-0.019531,0.86078,0.84118
3.632,0.3695,1,-0.019531,0.83137,0.8451
3.64,0.36852,1,-0.0097656,0.87059,0.83529
3.648,0.36755,1,-0.0097656,0.82157,0.83137
3.656,0.36755,1,-0.0039062,0.86667,0.83529
3.664,0.36657,1,-0.0039062,0.82549,0.83529
3.672,0.36461,1,0.0097656,0.87059,0.82549
3.68,0.36461,1,0.015625,0.82549,0.82157
3.688,0.36364,1,0.015625,0.86078,0.82549
3.696,0.36168,1,0.019531,0.83137,0.82157
3.704,0.35875,1,0.025391,0.86078,0.82157
3.712,0.35777,1,0.03125,0.81569,0.80588
3.72,0.35875,1,0.03125,0.85098,0.81176
3.728,0.3607,1,0.035156,0.81176,0.80588
3.736,0.36266,1,0.03125,0.8451,0.8
3.744,0.36657,1,0.025391,0.80588,0.80588
3.752,0.37439,1,0.03125,0.85098,0.80588
3.76,0.38612,1,0.025391,0.80588,0.81176
3.768,0.40274,1,0.03125,0.85098,0.80588
3.776,0.42229,1,0.041016,0.82549,0.80588
3.784,0.44477,1,0.041016,0.86078,0.80588
3.792,0.46823,1,0.041016,0.86667,0.80588
3.8,0.49071,1,0.041016,0.84118,0.80588
3.808,0.51222,1,0.054688,0.88039,0.78627
3.816,0.53275,1,0.064453,0.85098,0.78627
3.824,0.54936,1,0.085938,0.90196,0.78039
3.832,0.56207,1,0.076172,0.85098,0.78039
3.84,0.57576,1,0.070312,0.87647,0.78627
3.848,0.58651,1,0.076172,0.83137,0.77647
3.856,0.59531,1,0.070312,0.85098,0.77647
3.864,0.60117,1,0.064453,0.8,0.78039
3.872,0.60508,1,0.054688,0.84118,0.79608
3.88,0.60802,1,0.025391,0.8,0.80588
3.888,0.60997,1,0.015625,0.83529,0.82157
3.896,0.60997,1,0.0058594,0.80588,0.82549
3.904,0.61095,1,-0.0039062,0.83137,0.83137
3.912,0.61095,1,-0.0097656,0.78627,0.82549
3.92,0.61095,1,-0.0039062,0.83137,0.82549
3.928,0.61095,1,-0.0097656,0.79608,0.83137
3.936,0.61095,1,-0.0039062,0.8451,0.82549
3.944,0.61095,1,-0.0039062,0.80588,0.83137
3.952,0.60997,1,0,0.8451,0.82549
3.96,0.60802,1,0,0.8,0.82157
3.968,0.60606,1,0.0058594,0.8451,0.82157
3.976,0.60313,1,0.0097656,0.81176,0.82549
3.984,0.60117,1,0.0058594,0.85686,0.81569
3.992,0.59824,1,0.13086,0.86078,0.7549
4,0.59433,1,0.33984,0.80588,0.63529
4.008,0.58749,1,0.74023,0.71569,0.4
4.016,0.58065,1,1.0898,0.61569,0.21373
4.024,0.57283,1,0.94922,0.5549,0.30392
