Time [s], RESP, PLETH, II, MCL, AVR
1.12,0.41056,0.48289,0.41961,0.56445,0.55469
1.128,0.4086,0.5259,0.4098,0.57031,0.57031
1.136,0.40665,0.56891,0.4,0.59961,0.58008
1.144,0.40371,0.60997,0.39412,0.60938,0.58398
1.152,0.40176,0.64712,0.38039,0.60938,0.58984
1.16,0.39883,0.68035,0.37059,0.60547,0.59961
1.168,0.39687,0.70772,0.37451,0.60547,0.59961
1.176,0.39394,0.73118,0.37059,0.60547,0.59961
1.184,0.39003,0.74878,0.37059,0.59961,0.59961
1.192,0.3871,0.76246,0.37059,0.5957,0.60547
1.2,0.38319,0.77028,0.37059,0.58984,0.59961
1.208,0.38025,0.77419,0.35882,0.61914,0.60938
1.216,0.37732,0.77517,0.4,0.6543,0.5957
1.224,0.37439,0.77419,0.46471,0.61914,0.54492
1.232,0.37243,0.77028,0.6,0.57031,0.41992
1.24,0.36852,0.76442,0.73529,0.58398,0.29102
1.248,0.36559,0.75562,0.5902,0.51953,0.2793
1.256,0.36266,0.74585,0.32941,0.31445,0.46484
1.264,0.35875,0.73412,0.052941,0.25,0.69922
1.272,0.35582,0.72043,-0.027451,0.32031,0.83008
1.28,0.35191,0.70479,0.052941,0.34961,0.83984
1.288,0.34897,0.68719,0.20392,0.43945,0.74023
1.296,0.34604,0.6696,0.32941,0.56055,0.64453
1.304,0.34213,0.65103,0.36471,0.60547,0.61523
1.312,0.3392,0.63148,0.37451,0.64062,0.60938
1.32,0.33627,0.61095,0.38431,0.66016,0.60547
1.328,0.33333,0.58944,0.38431,0.67578,0.59961
1.336,0.3304,0.56891,0.3902,0.67969,0.60547
1.344,0.32845,0.54839,0.4,0.67578,0.5957
1.352,0.32649,0.52884,0.3902,0.68945,0.60547
1.36,0.32454,0.51026,0.4,0.69922,0.5957
1.368,0.32258,0.49462,0.4098,0.69531,0.58398
1.376,0.32063,0.47996,0.4,0.70508,0.5957
1.384,0.31867,0.46725,0.4098,0.70508,0.58984
1.392,0.31574,0.4565,0.4,0.70898,0.58984
1.4,0.31378,0.44868,0.40392,0.72461,0.58398
1.408,0.31281,0.44184,0.41961,0.72461,0.57422
1.416,0.31085,0.43597,0.41961,0.73047,0.58008
1.424,0.30987,0.43109,0.41961,0.7207,0.58008
1.432,0.3089,0.4262,0.42941,0.72461,0.57031
1.44,0.30792,0.42229,0.4549,0.7207,0.55469
1.448,0.30694,0.41838,0.46078,0.72461,0.54492
1.456,0.30596,0.41642,0.46471,0.73047,0.53906
1.464,0.30499,0.41447,0.5,0.74023,0.51562
1.472,0.30401,0.41447,0.52941,0.75391,0.49414
1.48,0.30303,0.41349,0.58039,0.75977,0.46484
1.488,0.30303,0.41349,0.59608,0.76562,0.44922
1.496,0.30303,0.41349,0.62549,0.77539,0.41992
1.504,0.30303,0.41349,0.65098,0.76953,0.41016
1.512,0.30303,0.41349,0.66078,0.76562,0.40039
1.52,0.30401,0.41349,0.6549,0.75,0.39453
1.528,0.30401,0.41349,0.6451,0.74023,0.39453
1.536,0.30499,0.41349,0.60588,0.71484,0.42578
1.544,0.30499,0.41251,0.5549,0.69922,0.46484
1.552,0.30499,0.41153,0.5098,0.67969,0.49414
1.56,0.30401,0.40958,0.4549,0.66992,0.53516
1.568,0.30401,0.4086,0.41961,0.66016,0.56055
1.576,0.30303,0.40665,0.4,0.65039,0.58008
1.584,0.30205,0.40371,0.37059,0.64062,0.59961
1.592,0.3001,0.3998,0.35882,0.63477,0.60938
1.6,0.29814,0.39687,0.36471,0.65039,0.60547
1.608,0.29521,0.39492,0.37059,0.65039,0.60938
1.616,0.29228,0.39101,0.37059,0.64453,0.60547
1.624,0.29032,0.38807,0.36471,0.63477,0.60938
1.632,0.28739,0.38514,0.37059,0.64062,0.60547
1.64,0.28446,0.38123,0.37451,0.64453,0.60547
1.648,0.28152,0.3783,0.3902,0.64453,0.5957
1.656,0.27859,0.37439,0.38039,0.6543,0.59961
1.664,0.27566,0.37146,0.3902,0.66406,0.59961
1.672,0.27273,0.36657,0.39412,0.65039,0.5957
1.68,0.26882,0.36168,0.39412,0.6543,0.58984
1.688,0.26588,0.35777,0.38431,0.64062,0.5957
1.696,0.26197,0.35386,0.4,0.64453,0.58398
1.704,0.25904,0.34995,0.39412,0.65039,0.58984
1.712,0.25611,0.34506,0.3902,0.64453,0.5957
1.72,0.25415,0.34018,0.38431,0.64453,0.60547
1.728,0.2522,0.33529,0.38431,0.64062,0.59961
1.736,0.25024,0.3304,0.38431,0.64453,0.5957
1.744,0.24829,0.32551,0.3902,0.64062,0.58984
1.752,0.24633,0.32258,0.39412,0.6543,0.5957
1.76,0.24536,0.3216,0.39412,0.67969,0.58398
1.768,0.2434,0.32649,0.41569,0.69531,0.57422
1.776,0.24145,0.33822,0.43529,0.70898,0.56055
1.784,0.24047,0.35679,0.4549,0.70508,0.54492
1.792,0.23851,0.38221,0.46078,0.69531,0.53906
1.8,0.23754,0.40958,0.46471,0.67969,0.5293
1.808,0.23656,0.43891,0.46078,0.64453,0.53516
1.816,0.23558,0.4741,0.43529,0.60547,0.54492
1.824,0.2346,0.51222,0.43529,0.58008,0.55078
1.832,0.23363,0.55132,0.43529,0.57422,0.55078
1.84,0.23167,0.58944,0.42941,0.58984,0.56055
1.848,0.23069,0.62366,0.41569,0.60938,0.57031
1.856,0.22972,0.65494,0.39412,0.60547,0.58398
1.864,0.22874,0.68133,0.37059,0.60938,0.59961
1.872,0.22874,0.70381,0.37059,0.58984,0.5957
1.88,0.22678,0.72141,0.38039,0.58984,0.5957
1.888,0.22581,0.73509,0.38431,0.5957,0.59961
1.896,0.22385,0.74291,0.3902,0.58398,0.5957
1.904,0.2219,0.74682,0.3902,0.58984,0.5957
1.912,0.21994,0.74878,0.38431,0.58398,0.5957
1.92,0.21799,0.74878,0.4098,0.61914,0.59961
1.928,0.21603,0.74585,0.4549,0.60547,0.56445
1.936,0.21408,0.74096,0.55098,0.53516,0.4707
1.944,0.21212,0.73314,0.7098,0.48047,0.31445
1.952,0.21017,0.72336,0.72549,0.49023,0.27539
1.96,0.20821,0.71163,0.40392,0.3457,0.41016
1.968,0.20626,0.69795,0.13333,0.23438,0.625
1.976,0.20528,0.68328,-0.011765,0.32422,0.82031
1.984,0.20332,0.66569,0.039216,0.375,0.85547
1.992,0.20137,0.64712,0.14902,0.38477,0.78906
2,0.20039,0.62854,0.30392,0.46484,0.66406
2.008,0.19844,0.61095,0.38431,0.51953,0.60547
2.016,0.19746,0.59042,0.4098,0.55469,0.5957
2.024,0.19746,0.56989,0.41961,0.57031,0.58008
2.032,0.19648,0.54936,0.42549,0.58984,0.58008
2.04,0.1955,0.52884,0.42941,0.60938,0.57422
2.048,0.1955,0.51026,0.43922,0.61523,0.57031
2.056,0.19453,0.49267,0.43529,0.60938,0.57422
2.064,0.19355,0.47703,0.4451,0.61523,0.56445
2.072,0.19159,0.46237,0.43922,0.61523,0.56445
2.08,0.18964,0.45064,0.4451,0.62891,0.56055
2.088,0.18768,0.43988,0.43922,0.63477,0.57031
2.096,0.18573,0.43206,0.44902,0.64453,0.56055
2.104,0.18475,0.42522,0.46078,0.6543,0.56055
2.112,0.1828,0.41838,0.46471,0.66406,0.55078
2.12,0.18084,0.41349,0.46471,0.67969,0.54492
2.128,0.17889,0.4086,0.47451,0.69531,0.53906
2.136,0.17693,0.40469,0.46471,0.69531,0.55078
2.144,0.17498,0.40078,0.48039,0.70508,0.53516
2.152,0.17302,0.39883,0.5098,0.70898,0.51562
2.16,0.17107,0.39687,0.52549,0.71484,0.5
2.168,0.16813,0.39492,0.5451,0.72461,0.48438
2.176,0.16618,0.39296,0.57059,0.7207,0.46484
2.184,0.1652,0.39198,0.6,0.74023,0.43945
2.192,0.16325,0.39101,0.63529,0.74414,0.41016
2.2,0.16129,0.39003,0.65098,0.75391,0.40039
2.208,0.15934,0.38905,0.67647,0.75391,0.375
2.216,0.1564,0.38807,0.7,0.75391,0.35938
2.224,0.15445,0.38612,0.7,0.74414,0.35938
2.232,0.15347,0.38319,0.7,0.75391,0.35547
2.24,0.15152,0.38025,0.66471,0.73438,0.38086
2.248,0.15152,0.37732,0.61961,0.73047,0.41602
2.256,0.15054,0.37439,0.56471,0.70898,0.45508
2.264,0.14956,0.37146,0.5098,0.70508,0.49414
2.272,0.14956,0.36755,0.46078,0.68945,0.5293
2.28,0.14858,0.36364,0.42941,0.68555,0.55469
2.288,0.14761,0.35875,0.40392,0.69531,0.57422
2.296,0.14663,0.35386,0.39412,0.70508,0.58398
2.304,0.14565,0.34897,0.39412,0.69531,0.58398
2.312,0.1437,0.34409,0.39412,0.70508,0.58984
2.32,0.14272,0.3392,0.40392,0.69922,0.58398
2.328,0.14174,0.33529,0.38039,0.70508,0.59961
2.336,0.14076,0.33138,0.37451,0.68945,0.60547
2.344,0.14076,0.32649,0.39412,0.69531,0.58398
2.352,0.14076,0.3216,0.3902,0.70508,0.58984
2.36,0.13978,0.31672,0.41961,0.70898,0.57422
2.368,0.13978,0.31085,0.4098,0.71484,0.58008
2.376,0.13978,0.30499,0.39412,0.70508,0.58398
2.384,0.13978,0.3001,0.4098,0.69922,0.58008
2.392,0.13978,0.29423,0.41569,0.68555,0.57422
2.4,0.14076,0.29032,0.43529,0.70508,0.56055
2.408,0.14174,0.28739,0.39412,0.70508,0.58398
2.416,0.1437,0.2825,0.3902,0.69922,0.58398
2.424,0.14467,0.27664,0.38431,0.69531,0.58984
2.432,0.14663,0.27077,0.4098,0.69922,0.57422
2.44,0.14761,0.26491,0.41569,0.68555,0.57422
2.448,0.14956,0.25904,0.40392,0.69531,0.57031
2.456,0.15152,0.25415,0.4,0.69531,0.57422
2.464,0.15347,0.25122,0.40392,0.68945,0.57031
2.472,0.1564,0.2522,0.42941,0.71484,0.56445
2.48,0.15836,0.25709,0.43922,0.74023,0.55469
2.488,0.16129,0.26784,0.4549,0.75,0.54492
2.496,0.16422,0.2825,0.46471,0.76953,0.53516
2.504,0.16716,0.30108,0.48039,0.75391,0.51953
2.512,0.17009,0.32845,0.4902,0.75391,0.51562
2.52,0.17302,0.36266,0.5,0.74023,0.50977
2.528,0.17693,0.40078,0.4902,0.7207,0.50977
2.536,0.18084,0.44184,0.46471,0.67969,0.53516
2.544,0.18475,0.48289,0.4549,0.6543,0.53516
2.552,0.18866,0.52297,0.46078,0.65039,0.5293
2.56,0.19257,0.55914,0.43529,0.68945,0.55469
2.568,0.1955,0.59238,0.41569,0.69922,0.57422
2.576,0.19941,0.62072,0.39412,0.67578,0.58984
2.584,0.20235,0.64418,0.38431,0.66406,0.5957
2.592,0.20626,0.66178,0.37451,0.67969,0.60547
2.6,0.20919,0.66667,0.3902,0.67969,0.58984
2.608,0.21212,0.66276,0.40392,0.67969,0.58008
2.616,0.21505,0.66178,0.39412,0.68555,0.58398
2.624,0.21896,0.6608,0.39412,0.68945,0.58398
2.632,0.2219,0.65689,0.39412,0.70898,0.58008
2.64,0.22483,0.652,0.43922,0.72461,0.56445
2.648,0.22678,0.64516,0.48431,0.66992,0.51953
2.656,0.22972,0.63539,0.61961,0.53516,0.38477
2.664,0.23265,0.62561,0.73137,0.49414,0.25586
2.672,0.23558,0.6129,0.57059,0.50977,0.31445
2.68,0.23851,0.59922,0.3098,0.48438,0.49023
2.688,0.24242,0.58456,0.078431,0.53906,0.72461
2.696,0.24536,0.56989,0.033333,0.67578,0.84961
2.704,0.24927,0.55523,0.068627,0.70508,0.86523
2.712,0.25318,0.53763,0.14902,0.58984,0.79492
2.72,0.25709,0.52004,0.28431,0.63477,0.67969
2.728,0.261,0.50049,0.37451,0.69531,0.61523
2.736,0.26491,0.48094,0.40392,0.70508,0.5957
2.744,0.26882,0.46237,0.4098,0.71484,0.5957
2.752,0.27175,0.44379,0.40392,0.7207,0.58398
2.76,0.27566,0.42717,0.41961,0.74023,0.58398
2.768,0.27859,0.41251,0.40392,0.73438,0.58398
2.776,0.2825,0.39785,0.41961,0.72461,0.57422
2.784,0.28641,0.38514,0.41961,0.72461,0.58008
2.792,0.29032,0.37439,0.41961,0.73047,0.57422
2.8,0.29423,0.36559,0.40392,0.73438,0.58984
2.808,0.29717,0.35777,0.4098,0.73047,0.58984
2.816,0.30108,0.35093,0.40392,0.74023,0.58398
2.824,0.30499,0.34409,0.41569,0.74023,0.58398
2.832,0.30792,0.33822,0.42941,0.75391,0.57422
2.84,0.31183,0.33431,0.43922,0.75391,0.56445
2.848,0.31476,0.3304,0.4549,0.75977,0.56055
2.856,0.31867,0.32942,0.46471,0.75391,0.55469
2.864,0.32258,0.32845,0.47059,0.75391,0.53906
2.872,0.32649,0.32845,0.49412,0.75391,0.5293
2.88,0.33138,0.32942,0.51569,0.75391,0.50977
2.888,0.33529,0.3304,0.53529,0.75391,0.49023
2.896,0.3392,0.33138,0.56078,0.75391,0.4707
2.904,0.34311,0.33236,0.58039,0.75,0.44922
2.912,0.34702,0.33333,0.6098,0.74414,0.41992
2.92,0.34995,0.33333,0.63529,0.73438,0.40039
2.928,0.35386,0.33431,0.6549,0.74414,0.39062
2.936,0.35679,0.33431,0.67647,0.73047,0.37109
2.944,0.35973,0.33529,0.68627,0.73047,0.35938
2.952,0.36266,0.33529,0.66078,0.73047,0.38477
2.96,0.36559,0.33529,0.61961,0.72461,0.41602
2.968,0.36755,0.33529,0.57451,0.72461,0.44531
2.976,0.37048,0.33529,0.52549,0.72461,0.48438
2.984,0.37341,0.33529,0.47451,0.72461,0.52539
2.992,0.37537,0.33529,0.42941,0.72461,0.55469
3,0.37634,0.33529,0.40392,0.7207,0.58008
3.008,0.3783,0.33529,0.38039,0.71484,0.5957
3.016,0.3783,0.33529,0.37059,0.7207,0.60547
3.024,0.37928,0.33529,0.36471,0.70508,0.60938
3.032,0.3783,0.33529,0.35882,0.70508,0.60938
3.04,0.3783,0.33529,0.34902,0.70508,0.61914
3.048,0.37732,0.33529,0.3549,0.70508,0.625
3.056,0.37634,0.33529,0.35882,0.68945,0.60547
3.064,0.37537,0.33529,0.36471,0.68555,0.60547
3.072,0.37537,0.33529,0.3549,0.67969,0.61523
3.08,0.37439,0.33529,0.35882,0.67969,0.61523
3.088,0.37341,0.33431,0.3549,0.67578,0.60547
3.096,0.37341,0.33431,0.37059,0.67578,0.60547
3.104,0.37243,0.33431,0.36471,0.66992,0.59961
3.112,0.37243,0.33431,0.37451,0.67969,0.5957
3.12,0.37243,0.33431,0.35882,0.66992,0.60938
3.128,0.37243,0.33333,0.3549,0.67578,0.60938
3.136,0.37243,0.33236,0.35882,0.67578,0.60547
3.144,0.37341,0.3304,0.36471,0.67969,0.60547
3.152,0.37341,0.32845,0.3549,0.67578,0.60547
3.16,0.37537,0.32551,0.35882,0.68555,0.60938
3.168,0.3783,0.32063,0.34902,0.69531,0.61523
3.176,0.38123,0.31672,0.35882,0.69922,0.60547
3.184,0.38416,0.31281,0.37451,0.72461,0.5957
3.192,0.38905,0.31085,0.3902,0.75,0.58984
3.2,0.39394,0.31183,0.40392,0.76953,0.58008
3.208,0.3998,0.31769,0.42549,0.76953,0.56445
3.216,0.40567,0.32845,0.4451,0.76953,0.55469
3.224,0.41056,0.34409,0.4451,0.75977,0.55469
3.232,0.41642,0.36657,0.42941,0.73438,0.55469
3.24,0.42229,0.39394,0.41961,0.69531,0.56055
3.248,0.42717,0.4262,0.4,0.66992,0.56445
3.256,0.43304,0.46237,0.40392,0.6543,0.56445
3.264,0.43891,0.49853,0.4098,0.66992,0.57031
3.272,0.44477,0.5347,0.4,0.69922,0.58008
3.28,0.45064,0.56891,0.38431,0.69531,0.58984
3.288,0.45552,0.6002,0.34902,0.68945,0.61914
3.296,0.46041,0.62463,0.34902,0.68945,0.61523
3.304,0.46432,0.64321,0.33922,0.68555,0.61914
3.312,0.46921,0.65982,0.3549,0.69922,0.60938
3.32,0.47214,0.67351,0.35882,0.68945,0.60938
3.328,0.47605,0.68231,0.3549,0.70508,0.60547
3.336,0.47996,0.68622,0.35882,0.69922,0.60938
3.344,0.48289,0.68719,0.3549,0.74023,0.61914
3.352,0.4868,0.68328,0.41961,0.75,0.58398
3.36,0.49071,0.67644,0.47451,0.68945,0.53906
3.368,0.49365,0.66569,0.61569,0.60938,0.40039
3.376,0.49756,0.652,0.68039,0.625,0.30078
3.384,0.50049,0.63636,0.47451,0.55078,0.38086
3.392,0.5044,0.6217,0.2451,0.43555,0.53516
3.4,0.50733,0.60508,-0.0019608,0.41992,0.76953
3.408,0.51026,0.58651,-0.037255,0.53516,0.86523
3.416,0.5132,0.56696,0.043137,0.51562,0.86914
3.424,0.51613,0.54643,0.18431,0.57422,0.75
3.432,0.51808,0.5259,0.3,0.66406,0.66016
3.44,0.52102,0.50538,0.3451,0.70508,0.62891
3.448,0.52297,0.48583,0.37059,0.74023,0.60938
3.456,0.52493,0.46725,0.37059,0.75,0.61523
3.464,0.52786,0.44966,0.38039,0.75977,0.60547
3.472,0.52981,0.43304,0.37059,0.75391,0.60938
3.48,0.53275,0.4174,0.37059,0.76953,0.60547
3.488,0.53568,0.40274,0.37059,0.77539,0.60547
3.496,0.53861,0.39101,0.36471,0.77539,0.60938
3.504,0.54154,0.38123,0.37451,0.77539,0.60547
3.512,0.5435,0.37146,0.38039,0.7793,0.60547
3.52,0.54643,0.36168,0.38039,0.78516,0.60547
3.528,0.54936,0.35288,0.3902,0.78906,0.58984
3.536,0.5523,0.34506,0.39412,0.79492,0.5957
3.544,0.55425,0.3392,0.39412,0.78906,0.58984
3.552,0.55718,0.33431,0.40392,0.78906,0.58398
3.56,0.55914,0.33138,0.41569,0.79492,0.57422
3.568,0.56109,0.3304,0.42549,0.79883,0.57031
3.576,0.56403,0.3304,0.4451,0.79492,0.55469
3.584,0.56696,0.3304,0.4549,0.79883,0.53906
3.592,0.56989,0.33138,0.47059,0.80469,0.5293
3.6,0.57283,0.33333,0.4902,0.81445,0.50977
3.608,0.57478,0.33333,0.52941,0.82031,0.48438
3.616,0.57771,0.33333,0.5549,0.82422,0.46484
3.624,0.58065,0.33431,0.58039,0.83008,0.44531
3.632,0.5826,0.33431,0.6098,0.83984,0.41992
3.64,0.58553,0.33431,0.62941,0.83398,0.4043
3.648,0.58749,0.33431,0.6451,0.83984,0.39453
3.656,0.58944,0.33431,0.63529,0.82422,0.4043
3.664,0.5914,0.33431,0.61961,0.82031,0.40039
3.672,0.59335,0.33333,0.58039,0.78516,0.43555
3.68,0.59531,0.33333,0.51569,0.7793,0.49023
3.688,0.59531,0.33138,0.47451,0.75977,0.51562
3.696,0.59629,0.33138,0.44902,0.75391,0.53906
3.704,0.59629,0.3304,0.40392,0.75391,0.57422
3.712,0.59629,0.32747,0.37059,0.75,0.5957
3.72,0.59629,0.32551,0.34902,0.73438,0.61523
3.728,0.59531,0.32356,0.3549,0.7207,0.60938
3.736,0.59335,0.32063,0.34902,0.71484,0.60938
3.744,0.59238,0.31965,0.35882,0.7207,0.61523
3.752,0.59042,0.31769,0.34902,0.70898,0.61914
3.76,0.58944,0.31476,0.3902,0.71484,0.5957
3.768,0.58749,0.31281,0.39412,0.7207,0.59961
3.776,0.58651,0.30987,0.37059,0.70898,0.60547
3.784,0.58456,0.30694,0.37059,0.70898,0.59961
3.792,0.58358,0.30499,0.36471,0.70898,0.60938
3.8,0.58162,0.30303,0.37059,0.70508,0.60547
3.808,0.58065,0.3001,0.37059,0.69531,0.60547
3.816,0.57869,0.29814,0.37059,0.68555,0.60547
3.824,0.57674,0.29521,0.37451,0.67969,0.59961
3.832,0.57478,0.29326,0.38431,0.68945,0.5957
3.84,0.57283,0.29032,0.37451,0.67969,0.59961
3.848,0.57185,0.28837,0.38039,0.68945,0.58984
3.856,0.56989,0.28641,0.37059,0.68555,0.59961
