Time [s], PLETH, RESP, II, V, AVR
0.8,0.51808,-0.26161,0.67059,0.44902,0.17843
0.808,0.51711,-0.25917,0.65098,0.44902,0.22941
0.816,0.51515,-0.25672,0.59608,0.4902,0.30392
0.824,0.51417,-0.25428,0.53922,0.51961,0.4
0.832,0.51222,-0.25183,0.47451,0.5451,0.47059
0.84,0.51124,-0.24939,0.4,0.57059,0.5451
0.848,0.51026,-0.24694,0.3549,0.56471,0.6
0.856,0.51026,-0.2445,0.31961,0.59608,0.65098
0.864,0.50831,-0.24205,0.2902,0.61961,0.68627
0.872,0.50733,-0.23961,0.28431,0.62549,0.7
0.88,0.5044,-0.23716,0.26863,0.64118,0.71569
0.888,0.50147,-0.23227,0.3,0.6549,0.73137
0.896,0.49853,-0.22983,0.2902,0.61961,0.73529
0.904,0.4956,-0.22738,0.2902,0.6098,0.7
0.912,0.49267,-0.22249,0.29412,0.61961,0.68627
0.92,0.48974,-0.22005,0.31373,0.6,0.67059
0.928,0.4868,-0.2176,0.28431,0.61569,0.6902
0.936,0.48485,-0.21516,0.26863,0.58039,0.7
0.944,0.48289,-0.21271,0.2902,0.6098,0.69608
0.952,0.48094,-0.21027,0.28431,0.61569,0.69608
0.96,0.47801,-0.21027,0.2902,0.61961,0.69608
0.968,0.47605,-0.20782,0.2902,0.6098,0.69608
0.976,0.47214,-0.20782,0.31373,0.59608,0.67647
0.984,0.46921,-0.20538,0.30392,0.5902,0.67059
0.992,0.46628,-0.20538,0.31373,0.5902,0.66078
1,0.46334,-0.20293,0.32353,0.6,0.6549
1.008,0.46139,-0.20293,0.3098,0.58431,0.66078
1.016,0.45846,-0.20293,0.3098,0.56471,0.6549
1.024,0.45748,-0.20049,0.30392,0.5902,0.66471
1.032,0.45552,-0.20049,0.31373,0.58039,0.66078
1.04,0.45357,-0.19804,0.3098,0.5902,0.65098
1.048,0.45161,-0.19804,0.32941,0.5902,0.6451
1.056,0.44966,-0.1956,0.35882,0.58039,0.61569
1.064,0.4477,-0.19315,0.33922,0.61569,0.63529
1.072,0.44673,-0.19071,0.31961,0.59608,0.65098
1.08,0.44575,-0.19071,0.31961,0.60588,0.66078
1.088,0.4477,-0.18826,0.3549,0.57059,0.61961
1.096,0.45064,-0.18582,0.38039,0.58431,0.5902
1.104,0.45552,-0.18582,0.4,0.5902,0.56471
1.112,0.46334,-0.18582,0.40392,0.57451,0.57451
1.12,0.47214,-0.18337,0.3902,0.5451,0.58431
1.128,0.48094,-0.18582,0.35882,0.53529,0.59608
1.136,0.48974,-0.18582,0.36471,0.57059,0.6
1.144,0.50049,-0.18582,0.3451,0.58431,0.61569
1.152,0.51222,-0.18582,0.32353,0.57059,0.63529
1.16,0.52493,-0.18582,0.33529,0.57059,0.62549
1.168,0.53666,-0.18582,0.3549,0.56078,0.6098
1.176,0.54741,-0.18826,0.32941,0.55098,0.62549
1.184,0.55816,-0.19071,0.31373,0.55098,0.63529
1.192,0.56598,-0.19315,0.2902,0.6549,0.7098
1.2,0.57283,-0.1956,0.22941,0.76667,0.76667
1.208,0.57771,-0.1956,0.36471,0.61569,0.51961
1.216,0.58065,-0.19804,0.91176,0.22941,-0.047059
1.224,0.58065,-0.20049,1.302,0.017647,-0.41176
1.232,0.57967,-0.20293,0.95098,0.21961,0.04902
1.24,0.57771,-0.20293,0.52941,0.46471,0.70588
1.248,0.57576,-0.20538,0.32353,0.4451,0.81176
1.256,0.57087,-0.20538,0.27843,0.4902,0.74118
1.264,0.565,-0.20538,0.32941,0.51569,0.63529
1.272,0.55816,-0.20538,0.3549,0.56078,0.59608
1.28,0.55034,-0.20538,0.33922,0.57059,0.6
1.288,0.54057,-0.20538,0.35882,0.56078,0.56471
1.296,0.53177,-0.20538,0.36471,0.51961,0.5549
1.304,0.52199,-0.20293,0.36471,0.56471,0.56078
1.312,0.5132,-0.20293,0.35882,0.57059,0.57451
1.32,0.50342,-0.20049,0.38431,0.53529,0.55098
1.328,0.4956,-0.1956,0.4,0.52941,0.53922
1.336,0.48974,-0.19315,0.41569,0.57059,0.51569
1.344,0.48485,-0.19071,0.4451,0.57451,0.47451
1.352,0.47996,-0.18582,0.4549,0.51961,0.46471
1.36,0.47605,-0.18093,0.47059,0.51961,0.44902
1.368,0.47214,-0.17604,0.48431,0.51569,0.42549
1.376,0.46921,-0.17115,0.50588,0.47451,0.39412
1.384,0.46628,-0.16626,0.52549,0.4902,0.35882
1.392,0.46432,-0.15892,0.56078,0.46078,0.31961
1.4,0.46334,-0.15403,0.58039,0.48039,0.2902
1.408,0.46334,-0.14914,0.61961,0.4549,0.24902
1.416,0.46334,-0.14425,0.63529,0.43922,0.22941
1.424,0.46334,-0.13936,0.6549,0.4451,0.20392
1.432,0.46334,-0.13447,0.70588,0.37451,0.14902
1.44,0.46334,-0.12714,0.7098,0.4098,0.1549
1.448,0.46237,-0.1198,0.71569,0.42549,0.15882
1.456,0.46237,-0.11491,0.70588,0.4098,0.18431
1.464,0.46041,-0.10758,0.65098,0.44902,0.2451
1.472,0.45943,-0.10269,0.6098,0.48039,0.30392
1.48,0.45748,-0.095355,0.5549,0.51569,0.3902
1.488,0.45455,-0.090465,0.49412,0.53922,0.46471
1.496,0.45064,-0.08313,0.43529,0.56471,0.53529
1.504,0.4477,-0.075795,0.38431,0.57059,0.5902
1.512,0.44379,-0.06846,0.33529,0.58431,0.64118
1.52,0.44086,-0.05868,0.31373,0.5902,0.66078
1.528,0.43793,-0.051345,0.3098,0.58039,0.66471
1.536,0.43695,-0.041565,0.31373,0.57059,0.67059
1.544,0.43597,-0.03423,0.29412,0.61961,0.6902
1.552,0.435,-0.02445,0.2902,0.62549,0.69608
1.56,0.43402,-0.017115,0.27843,0.61569,0.70588
1.568,0.42229,-0.00978,0.26863,0.62549,0.7098
1.576,0.40567,-0.00489,0.3,0.60588,0.67647
1.584,0.39687,0.002445,0.31373,0.6098,0.67059
1.592,0.39198,0.00978,0.30392,0.60588,0.67059
1.6,0.38807,0.017115,0.2902,0.59608,0.67647
1.608,0.38514,0.02445,0.30392,0.57059,0.66471
1.616,0.38319,0.031785,0.31961,0.58431,0.6549
1.624,0.38221,0.036675,0.31373,0.5902,0.6549
1.632,0.38025,0.04401,0.31373,0.58431,0.6549
1.64,0.3783,0.0489,0.33922,0.6,0.62941
1.648,0.37634,0.05379,0.3451,0.57059,0.62549
1.656,0.37439,0.061125,0.33922,0.57451,0.62941
1.664,0.37243,0.066015,0.31961,0.56471,0.6451
1.672,0.37048,0.07335,0.33529,0.57059,0.6451
1.68,0.36852,0.080685,0.32941,0.57059,0.6451
1.688,0.36755,0.08802,0.32941,0.57059,0.63529
1.696,0.36657,0.095355,0.3451,0.58431,0.62549
1.704,0.36657,0.10269,0.34902,0.6,0.63529
1.712,0.36559,0.11002,0.37451,0.5902,0.6098
1.72,0.36559,0.11736,0.39412,0.5902,0.58039
1.728,0.36657,0.12714,0.3902,0.58039,0.58431
1.736,0.36755,0.13447,0.3902,0.57059,0.58431
1.744,0.37048,0.14181,0.3902,0.56471,0.58039
1.752,0.37341,0.14914,0.38431,0.56078,0.58039
1.76,0.37928,0.15648,0.36471,0.56471,0.59608
1.768,0.38514,0.16137,0.35882,0.5451,0.6
1.776,0.39296,0.1687,0.3451,0.56078,0.61569
1.784,0.40176,0.17604,0.32941,0.55098,0.62549
1.792,0.41251,0.18093,0.32941,0.56471,0.62941
1.8,0.42522,0.18582,0.31961,0.5549,0.63529
1.808,0.43793,0.19071,0.31373,0.56078,0.62549
1.816,0.45161,0.1956,0.33529,0.6,0.61961
1.824,0.46237,0.19804,0.26863,0.72549,0.7451
1.832,0.47214,0.20293,0.22941,0.76667,0.76667
1.84,0.48192,0.20538,0.53922,0.51961,0.34902
1.848,0.49071,0.20782,1.1059,0.14902,-0.19608
1.856,0.49853,0.21027,1.298,0.039216,-0.37255
1.864,0.50538,0.21027,0.69608,0.31373,0.37059
1.872,0.50929,0.21271,0.37451,0.4,0.76078
1.88,0.5132,0.21271,0.2451,0.3902,0.78627
1.888,0.51417,0.21271,0.2902,0.4902,0.68039
1.896,0.51417,0.21271,0.33529,0.56471,0.61569
1.904,0.51222,0.21271,0.3549,0.57451,0.6
1.912,0.50733,0.21271,0.35882,0.58431,0.6
1.92,0.50147,0.21271,0.35882,0.57059,0.57451
1.928,0.49658,0.21271,0.35882,0.58039,0.57451
1.936,0.48974,0.21271,0.37059,0.58039,0.56471
1.944,0.48289,0.21271,0.38431,0.58431,0.56078
1.952,0.47507,0.21027,0.4,0.57059,0.55098
1.96,0.46725,0.21027,0.41569,0.57059,0.52941
1.968,0.46041,0.21027,0.43529,0.56471,0.50588
1.976,0.45357,0.21027,0.43922,0.5549,0.48431
1.984,0.4477,0.20782,0.4549,0.56078,0.47451
1.992,0.44379,0.20782,0.48039,0.55098,0.4549
2,0.44086,0.20782,0.48431,0.53922,0.43529
2.008,0.43793,0.20782,0.5098,0.52941,0.40392
2.016,0.43695,0.20538,0.53922,0.51961,0.37451
2.024,0.43597,0.20538,0.56471,0.5098,0.3451
2.032,0.43695,0.20538,0.6,0.49412,0.3
2.04,0.43793,0.20538,0.64118,0.47059,0.2549
2.048,0.43891,0.20538,0.68039,0.46471,0.21373
2.056,0.44086,0.20538,0.69608,0.46078,0.19412
2.064,0.44282,0.20538,0.71569,0.44902,0.17451
2.072,0.44379,0.20782,0.72157,0.4549,0.17451
2.08,0.44379,0.20782,0.75098,0.46078,0.1549
2.088,0.44477,0.21027,0.71569,0.46078,0.19412
2.096,0.44477,0.21271,0.6451,0.47451,0.27843
2.104,0.44477,0.21516,0.58039,0.5,0.3549
2.112,0.44477,0.2176,0.51569,0.52549,0.43529
2.12,0.44477,0.22005,0.4451,0.55098,0.5098
2.128,0.44477,0.22249,0.38431,0.57059,0.58039
2.136,0.44477,0.22738,0.33529,0.58431,0.62941
2.144,0.44477,0.22983,0.30392,0.5902,0.66471
2.152,0.44379,0.23472,0.2902,0.59608,0.67647
2.16,0.44477,0.23961,0.28431,0.59608,0.6902
2.168,0.44477,0.2445,0.28431,0.6,0.69608
2.176,0.44477,0.24694,0.27843,0.6,0.69608
2.184,0.44477,0.25183,0.27451,0.6098,0.7
2.192,0.44379,0.25672,0.26863,0.60588,0.7
2.2,0.44184,0.25917,0.27843,0.60588,0.69608
2.208,0.44086,0.26161,0.28431,0.6098,0.69608
2.216,0.44086,0.26406,0.27843,0.60588,0.6902
2.224,0.43988,0.2665,0.2902,0.6,0.67647
2.232,0.43988,0.26895,0.29412,0.6,0.67059
2.24,0.43988,0.26895,0.3,0.59608,0.66471
2.248,0.43891,0.27139,0.31373,0.5902,0.6451
2.256,0.43891,0.27384,0.31373,0.58431,0.6451
2.264,0.43793,0.27628,0.31961,0.58039,0.6451
2.272,0.43695,0.27628,0.31961,0.58039,0.6451
2.28,0.435,0.27873,0.31961,0.58039,0.6451
2.288,0.43402,0.28117,0.32353,0.58039,0.64118
2.296,0.43206,0.28362,0.32353,0.58039,0.63529
2.304,0.43109,0.28606,0.32353,0.57059,0.62941
2.312,0.42913,0.28851,0.32941,0.57451,0.62549
2.32,0.42913,0.29095,0.33529,0.5902,0.62549
2.328,0.42815,0.2934,0.33922,0.59608,0.62549
2.336,0.42815,0.29584,0.3549,0.60588,0.6098
2.344,0.42815,0.30073,0.38039,0.6,0.5902
2.352,0.43011,0.30318,0.38431,0.59608,0.58431
2.36,0.43109,0.30562,0.38039,0.57451,0.57451
2.368,0.43304,0.30807,0.38431,0.56471,0.57451
2.376,0.43597,0.30807,0.38039,0.56078,0.57451
2.384,0.44086,0.31051,0.37451,0.56078,0.58431
2.392,0.44673,0.31051,0.35882,0.5549,0.5902
2.4,0.45357,0.31296,0.3451,0.56078,0.6
2.408,0.46334,0.31296,0.3451,0.55098,0.60588
2.416,0.47507,0.31296,0.35882,0.5549,0.6
2.424,0.48583,0.31296,0.34902,0.56471,0.59608
2.432,0.49756,0.31296,0.3451,0.57059,0.61961
2.44,0.51026,0.31051,0.3098,0.61961,0.67647
2.448,0.52297,0.31051,0.23922,0.76667,0.78627
2.456,0.53568,0.30562,0.20392,0.80588,0.8
2.464,0.54741,0.30318,0.53922,0.53922,0.34902
2.472,0.55718,0.30073,1.1667,0.10392,-0.27647
2.48,0.56696,0.29584,1.3882,-0.05098,-0.49216
2.488,0.57478,0.29095,0.76667,0.17843,0.21373
2.496,0.58065,0.28606,0.36471,0.2902,0.69608
2.504,0.58456,0.27873,0.2549,0.37451,0.73529
2.512,0.58553,0.27384,0.3,0.5,0.66078
2.52,0.58553,0.26895,0.33529,0.56471,0.61961
2.528,0.58358,0.26406,0.34902,0.5902,0.60588
2.536,0.57967,0.25672,0.33922,0.6,0.6
2.544,0.57478,0.25183,0.33529,0.61569,0.61569
2.552,0.56891,0.24694,0.35882,0.6098,0.58431
2.56,0.56109,0.23961,0.38039,0.61569,0.5549
2.568,0.5523,0.23472,0.37059,0.60588,0.5549
2.576,0.5435,0.22983,0.39412,0.6,0.53529
2.584,0.53372,0.22494,0.42941,0.59608,0.50588
2.592,0.52395,0.22005,0.43529,0.5902,0.49412
2.6,0.51417,0.21516,0.43529,0.58431,0.4902
2.608,0.5044,0.21271,0.43922,0.5902,0.49412
2.616,0.49658,0.21027,0.4549,0.57451,0.46471
2.624,0.49071,0.20538,0.48039,0.57059,0.43922
2.632,0.48485,0.20293,0.50588,0.57059,0.41961
2.64,0.47898,0.20049,0.53529,0.5902,0.40392
2.648,0.47507,0.19804,0.58431,0.55098,0.32941
2.656,0.47116,0.19804,0.60588,0.51961,0.2902
2.664,0.46823,0.1956,0.6451,0.50588,0.23922
2.672,0.46432,0.19315,0.6549,0.48431,0.22353
2.68,0.46139,0.19071,0.67059,0.47451,0.20392
2.688,0.45748,0.19071,0.68039,0.46471,0.2
2.696,0.45455,0.18826,0.7098,0.46471,0.17451
2.704,0.45161,0.18826,0.71569,0.47451,0.17843
2.712,0.44868,0.18582,0.70588,0.48431,0.20392
2.72,0.44673,0.18582,0.66078,0.50588,0.25882
2.728,0.44575,0.18337,0.6,0.53922,0.34902
2.736,0.44477,0.18337,0.51961,0.56471,0.4451
2.744,0.44477,0.18337,0.4451,0.57059,0.51569
2.752,0.44379,0.18337,0.40392,0.58431,0.5451
2.76,0.44282,0.18337,0.3451,0.5902,0.60588
2.768,0.44282,0.18337,0.2902,0.58431,0.6549
2.776,0.44184,0.18337,0.27843,0.62941,0.67059
2.784,0.44086,0.18337,0.2902,0.59608,0.67647
2.792,0.43988,0.18582,0.26471,0.58039,0.69608
2.8,0.43988,0.18582,0.2549,0.59608,0.70588
2.808,0.43988,0.18582,0.2549,0.5902,0.7098
2.816,0.44086,0.18826,0.26863,0.5902,0.69608
2.824,0.44086,0.18826,0.27451,0.5902,0.6902
2.832,0.44184,0.19071,0.27843,0.5902,0.69608
2.84,0.44184,0.19071,0.27451,0.60588,0.68627
2.848,0.44086,0.19071,0.27451,0.5902,0.68627
2.856,0.43988,0.19071,0.27843,0.5902,0.67647
2.864,0.43891,0.19071,0.29412,0.59608,0.66471
2.872,0.43695,0.19071,0.3,0.59608,0.66471
2.88,0.43597,0.19071,0.29412,0.59608,0.67647
2.888,0.43402,0.19071,0.3,0.58431,0.68039
2.896,0.43206,0.19071,0.29412,0.58039,0.67059
2.904,0.43011,0.19071,0.3,0.58039,0.6549
2.912,0.42815,0.19071,0.29412,0.5902,0.6451
2.92,0.42717,0.19071,0.31373,0.57059,0.64118
2.928,0.42522,0.19071,0.32353,0.56471,0.64118
2.936,0.42424,0.19071,0.32941,0.6098,0.63529
2.944,0.42229,0.19071,0.32353,0.61961,0.65098
2.952,0.42131,0.19071,0.3549,0.61569,0.6098
2.96,0.42033,0.19315,0.37059,0.5902,0.58431
2.968,0.42033,0.19315,0.38039,0.57451,0.57451
2.976,0.42131,0.19315,0.37059,0.57059,0.58039
2.984,0.42326,0.1956,0.37059,0.57059,0.57451
2.992,0.4262,0.1956,0.36471,0.56078,0.57451
3,0.43206,0.19804,0.34902,0.56471,0.6
3.008,0.43988,0.19804,0.31961,0.56471,0.62549
3.016,0.44966,0.19804,0.31373,0.57059,0.63529
3.024,0.45943,0.20049,0.3,0.57059,0.6451
3.032,0.47019,0.20049,0.3098,0.57059,0.6451
3.04,0.48289,0.20049,0.3098,0.57059,0.62941
3.048,0.49756,0.20049,0.3,0.56471,0.6451
3.056,0.51222,0.20049,0.23333,0.68039,0.7549
3.064,0.52688,0.19804,0.13922,0.8,0.8451
3.072,0.54057,0.19804,0.3098,0.6902,0.58431
3.08,0.55425,0.19804,0.94706,0.27451,-0.041176
3.088,0.56598,0.19804,1.4078,-0.037255,-0.49216
3.096,0.57674,0.1956,0.99608,0.068627,-0.072549
3.104,0.58651,0.1956,0.46471,0.25882,0.6
3.112,0.59433,0.19315,0.27451,0.32353,0.74118
3.12,0.59922,0.19071,0.24902,0.46471,0.70588
3.128,0.60117,0.19071,0.31373,0.56078,0.65098
3.136,0.60313,0.18826,0.32941,0.6098,0.61961
3.144,0.60313,0.18826,0.33922,0.6,0.6098
3.152,0.60117,0.18582,0.33529,0.60588,0.61569
3.16,0.59922,0.18582,0.33529,0.6098,0.6098
3.168,0.59531,0.18337,0.3451,0.5902,0.58039
3.176,0.58944,0.18337,0.3549,0.5902,0.56471
3.184,0.58162,0.18093,0.37059,0.5902,0.55098
3.192,0.5738,0.18093,0.3902,0.6098,0.52941
3.2,0.56305,0.18093,0.41569,0.61569,0.51569
3.208,0.5523,0.18093,0.43529,0.60588,0.50588
3.216,0.54057,0.18093,0.41569,0.58431,0.51961
3.224,0.53079,0.18093,0.43529,0.57059,0.4902
3.232,0.52102,0.18337,0.46078,0.5549,0.4549
3.24,0.51124,0.18337,0.5,0.56471,0.41961
3.248,0.50244,0.18337,0.52549,0.57059,0.3902
3.256,0.4956,0.18337,0.56078,0.58039,0.34902
3.264,0.48974,0.18582,0.5902,0.51961,0.3098
3.272,0.48583,0.18582,0.61961,0.50588,0.26863
3.28,0.48387,0.18582,0.64118,0.49412,0.24902
3.288,0.48387,0.18582,0.6549,0.4902,0.23922
3.296,0.48485,0.18582,0.68039,0.48039,0.21961
3.304,0.48583,0.18582,0.6902,0.46471,0.2
3.312,0.4868,0.18826,0.70588,0.47059,0.2
3.32,0.4868,0.18826,0.6902,0.47451,0.21373
3.328,0.48778,0.18826,0.65098,0.5,0.27451
3.336,0.4868,0.18826,0.5902,0.53922,0.3549
3.344,0.48583,0.18826,0.53529,0.56078,0.42549
3.352,0.48289,0.19071,0.44902,0.56471,0.5
3.36,0.48094,0.19071,0.3902,0.58039,0.55098
3.368,0.47801,0.19315,0.3451,0.58431,0.60588
3.376,0.47605,0.1956,0.3098,0.60588,0.63529
3.384,0.4741,0.1956,0.30392,0.61569,0.6451
3.392,0.47214,0.19804,0.29412,0.63529,0.66078
3.4,0.47116,0.19804,0.27843,0.64118,0.67059
3.408,0.46921,0.19804,0.27451,0.5902,0.68039
3.416,0.46725,0.19804,0.27843,0.6,0.68627
3.424,0.46432,0.19804,0.23333,0.58431,0.71569
3.432,0.46237,0.1956,0.2451,0.59608,0.72157
3.44,0.45943,0.1956,0.2451,0.60588,0.71569
3.448,0.45552,0.19315,0.25882,0.59608,0.70588
3.456,0.45259,0.19315,0.26863,0.6098,0.7
3.464,0.44966,0.19071,0.27451,0.61569,0.7
3.472,0.44673,0.18826,0.2902,0.61569,0.67059
3.48,0.44477,0.18826,0.28431,0.6,0.66471
3.488,0.44282,0.18582,0.27843,0.5902,0.68039
3.496,0.44086,0.18337,0.2902,0.58431,0.66471
3.504,0.43891,0.18337,0.3,0.58431,0.6451
3.512,0.43793,0.18093,0.30392,0.5902,0.65098
3.52,0.43597,0.18093,0.3,0.58431,0.6451
3.528,0.435,0.18093,0.31373,0.58039,0.64118
3.536,0.43402,0.18093,0.31373,0.5902,0.63529
3.544,0.43206,0.18093,0.32941,0.61569,0.62941
3.552,0.42913,0.18093,0.33529,0.5902,0.62549
3.56,0.4262,0.18093,0.3549,0.5902,0.6
3.568,0.42326,0.18093,0.35882,0.61961,0.6
3.576,0.42131,0.18093,0.36471,0.62549,0.5902
3.584,0.42033,0.18093,0.3549,0.55098,0.58431
3.592,0.41935,0.18093,0.33922,0.5451,0.61961
3.6,0.42131,0.18337,0.32941,0.55098,0.62549
3.608,0.42522,0.18337,0.32353,0.5549,0.62941
3.616,0.43793,0.18337,0.32353,0.56471,0.62549
3.624,0.45357,0.18337,0.31373,0.56078,0.62549
3.632,0.46432,0.18582,0.31373,0.57059,0.63529
3.64,0.4741,0.18582,0.31373,0.5549,0.62941
3.648,0.48583,0.18582,0.33529,0.57451,0.63529
3.656,0.49756,0.18582,0.33922,0.6,0.6
3.664,0.50929,0.18582,0.22941,0.74118,0.77647
3.672,0.52004,0.18337,0.14902,0.7902,0.83529
3.68,0.52981,0.18093,0.43529,0.58039,0.4549
3.688,0.53959,0.17848,1.0961,0.14314,-0.19608
3.696,0.54741,0.17604,1.3431,-0.031373,-0.42745
3.704,0.55523,0.17359,0.77647,0.16471,0.2
3.712,0.56207,0.17115,0.3549,0.27843,0.7098
3.72,0.56696,0.1687,0.23922,0.35882,0.7549
3.728,0.56989,0.16626,0.2902,0.49412,0.66471
3.736,0.57283,0.16137,0.3451,0.58039,0.59608
3.744,0.57478,0.15892,0.35882,0.6,0.58039
3.752,0.57576,0.15403,0.32941,0.6098,0.61569
3.76,0.57576,0.14914,0.32353,0.6,0.62549
3.768,0.57478,0.14425,0.33922,0.5902,0.5902
3.776,0.57283,0.14181,0.3451,0.6,0.59608
3.784,0.56989,0.13692,0.35882,0.6098,0.57451
3.792,0.565,0.13447,0.38039,0.59608,0.55098
3.8,0.55816,0.12958,0.3902,0.62549,0.53529
3.808,0.55132,0.12714,0.38431,0.62941,0.52941
