Time [s], RESP, II, V, AVR, PLETH
1.72,-0.26214,0.95686,0.95098,-0.0039062,0.37732
1.728,-0.25437,0.95686,0.95098,-0.0097656,0.37634
1.736,-0.24466,0.95098,0.94706,-0.0097656,0.37439
1.744,-0.23301,0.96078,0.94706,-0.013672,0.37341
1.752,-0.2233,0.95686,0.94706,-0.0097656,0.37439
1.76,-0.21359,0.95686,0.95098,-0.0097656,0.37537
1.768,-0.20388,0.96078,0.95098,-0.013672,0.37732
1.776,-0.19417,0.97059,0.95686,-0.013672,0.38025
1.784,-0.18447,0.97647,0.98235,-0.0097656,0.38514
1.792,-0.17476,1.002,1.0059,-0.025391,0.39003
1.8,-0.16699,1.0059,1.0216,-0.025391,0.39687
1.808,-0.15728,1.002,1.002,-0.019531,0.40371
1.816,-0.14951,0.99216,0.98235,-0.025391,0.41153
1.824,-0.13981,0.97647,0.93725,-0.019531,0.41838
1.832,-0.13204,0.98235,0.92157,-0.025391,0.42522
1.84,-0.12233,0.97059,0.92549,-0.013672,0.43304
1.848,-0.11456,0.94706,0.91569,0.0058594,0.44282
1.856,-0.10485,0.92549,0.91569,0.015625,0.45357
1.864,-0.097087,0.91176,0.92157,0.025391,0.4653
1.872,-0.08932,0.91176,0.92157,0.03125,0.47605
1.88,-0.081553,0.91176,0.91569,0.025391,0.4868
1.888,-0.071845,0.91176,0.92157,0.025391,0.49756
1.896,-0.064078,0.91569,0.91569,0.025391,0.50929
1.904,-0.056311,0.94706,0.90588,0,0.52102
1.912,-0.048544,1.0314,0.87059,-0.064453,0.53177
1.92,-0.042718,0.83529,0.5451,0.064453,0.54252
1.928,-0.034951,0.078431,-0.027451,0.55078,0.55034
1.936,-0.029126,-0.50196,-0.50196,1.084,0.55718
1.944,-0.023301,-0.50196,-0.50196,1.5,0.56403
1.952,-0.017476,-0.50196,-0.50196,1.5,0.57087
1.96,-0.013592,-0.50196,-0.50196,1.2734,0.57674
1.968,-0.007767,-0.50196,-0.25686,1.0098,0.58065
1.976,-0.0038835,-0.44706,0.094118,0.74414,0.58358
1.984,0,-0.11765,0.43529,0.53906,0.58651
1.992,0.0038835,0.27451,0.74118,0.30469,0.58749
2,0.007767,0.66078,1.002,0.076172,0.58749
2.008,0.01165,0.88627,1.1667,-0.074219,0.58553
2.016,0.017476,1.0569,1.2922,-0.14844,0.5826
2.024,0.021359,1.2471,1.4275,-0.18359,0.57967
2.032,0.025243,1.3118,1.4686,-0.20508,0.57576
2.04,0.031068,1.3275,1.4686,-0.21484,0.57087
2.048,0.036893,1.3373,1.4686,-0.21484,0.56696
2.056,0.042718,1.3471,1.4627,-0.21875,0.56305
2.064,0.048544,1.3529,1.4529,-0.22461,0.55914
2.072,0.054369,1.3529,1.4431,-0.22461,0.55425
2.08,0.062136,1.3529,1.4373,-0.21875,0.55034
2.088,0.067961,1.3627,1.4373,-0.22852,0.54448
2.096,0.073786,1.3667,1.4373,-0.23438,0.53861
2.104,0.07767,1.3824,1.4275,-0.24414,0.53372
2.112,0.083495,1.3922,1.4275,-0.25,0.52884
2.12,0.08932,1.4078,1.4373,-0.26367,0.52493
2.128,0.095146,1.4275,1.4431,-0.2793,0.52102
2.136,0.099029,1.4627,1.4471,-0.30469,0.51711
2.144,0.10485,1.5039,1.4627,-0.33398,0.5132
2.152,0.10874,1.5039,1.4784,-0.375,0.50831
2.16,0.11456,1.5039,1.5039,-0.42383,0.50342
2.168,0.1165,1.5039,1.5039,-0.47461,0.49756
2.176,0.11845,1.5039,1.5039,-0.49805,0.49071
2.184,0.11845,1.5039,1.5039,-0.49805,0.48583
2.192,0.11845,1.5039,1.5039,-0.49805,0.48094
2.2,0.11262,1.5039,1.5039,-0.49805,0.47605
2.208,0.1068,1.5039,1.5039,-0.49805,0.47116
2.216,0.097087,1.5039,1.5039,-0.49805,0.46725
2.224,0.085437,1.5039,1.4824,-0.47852,0.46334
2.232,0.069903,1.5039,1.3824,-0.38867,0.45943
2.24,0.056311,1.4471,1.2667,-0.30469,0.45552
2.248,0.036893,1.3176,1.1667,-0.22461,0.45943
2.256,0.019417,1.2118,1.0824,-0.16016,0.46628
2.264,0,1.1216,1.0275,-0.10938,0.46823
2.272,-0.019417,1.0569,0.98235,-0.070312,0.46725
2.28,-0.038835,1.0216,0.95686,-0.048828,0.4653
2.288,-0.056311,0.98235,0.94706,-0.025391,0.46237
2.296,-0.075728,0.96667,0.94118,-0.013672,0.45943
2.304,-0.093204,0.95686,0.93725,-0.0039062,0.45552
2.312,-0.11068,0.95098,0.94706,0.0058594,0.45259
2.32,-0.12816,0.95098,0.94118,0,0.44966
2.328,-0.14369,0.95098,0.93725,0,0.44673
2.336,-0.15922,0.94118,0.94706,0.015625,0.44477
2.344,-0.17476,0.95098,0.94118,0.0058594,0.44282
2.352,-0.18835,0.94706,0.94706,0.0097656,0.44184
2.36,-0.2,0.94118,0.94118,0.015625,0.44086
2.368,-0.21165,0.95098,0.95098,0.0058594,0.43891
2.376,-0.21942,0.94118,0.94706,0.019531,0.43695
2.384,-0.22718,0.94706,0.95098,0.015625,0.43597
2.392,-0.23301,0.95098,0.95098,0.0058594,0.43402
2.4,-0.23689,0.95098,0.95098,0.015625,0.43206
2.408,-0.23883,0.93725,0.94118,0.025391,0.43011
2.416,-0.23883,0.94706,0.95098,0.015625,0.42913
2.424,-0.23883,0.92549,0.94706,0.025391,0.42717
2.432,-0.23883,0.93725,0.95098,0.019531,0.42522
2.44,-0.23883,0.92549,0.94706,0.03125,0.42326
2.448,-0.23689,0.94118,0.95098,0.019531,0.42131
2.456,-0.23495,0.92157,0.94118,0.015625,0.42033
2.464,-0.23107,0.91569,0.93725,0.041016,0.41935
2.472,-0.22524,0.92157,0.94706,0.03125,0.4174
2.48,-0.21748,0.93137,0.94706,0.025391,0.41642
2.488,-0.20971,0.90588,0.93725,0.044922,0.41544
2.496,-0.20194,0.93725,0.94706,0.019531,0.41544
2.504,-0.19029,0.92157,0.95098,0.035156,0.41642
2.512,-0.17864,0.94118,0.96078,0.041016,0.41838
2.52,-0.16505,0.95098,0.98235,0.019531,0.42033
2.528,-0.15146,0.95686,1.002,0.025391,0.42424
2.536,-0.13398,0.95098,1.0157,0.041016,0.42913
2.544,-0.11456,0.97647,1.002,0.015625,0.435
2.552,-0.093204,0.93725,0.96078,0.035156,0.44086
2.56,-0.071845,0.93137,0.91176,0.019531,0.44673
2.568,-0.046602,0.95098,0.91176,0.0058594,0.45259
2.576,-0.021359,0.94706,0.91569,0.015625,0.45846
2.584,0.007767,0.90588,0.91176,0.044922,0.4653
2.592,0.038835,0.90196,0.91569,0.044922,0.47312
2.6,0.071845,0.88627,0.92549,0.060547,0.48192
2.608,0.1068,0.89608,0.92157,0.044922,0.49071
2.616,0.14369,0.87647,0.92157,0.064453,0.49951
2.624,0.18252,0.90196,0.92549,0.044922,0.50733
2.632,0.2233,0.89608,0.91569,0.050781,0.51417
2.64,0.26408,0.93725,0.90588,0.0097656,0.52004
2.648,0.3068,1.0412,0.82157,-0.044922,0.5259
2.656,0.34951,0.6902,0.46471,0.20508,0.53177
2.664,0.39223,-0.18235,-0.027451,0.76953,0.53568
2.672,0.43689,-0.50196,-0.50196,1.3633,0.54057
2.68,0.48155,-0.50196,-0.50196,1.5,0.54448
2.688,0.52427,-0.50196,-0.50196,1.5,0.54936
2.696,0.56893,-0.50196,-0.50196,1.375,0.5523
2.704,0.61165,-0.50196,-0.011765,1.0586,0.55425
2.712,0.65437,-0.42745,0.29412,0.78516,0.55523
2.72,0.69709,-0.021569,0.58039,0.54492,0.55523
2.728,0.73786,0.37451,0.82549,0.2793,0.55425
2.736,0.78058,0.73137,1.0412,0.054688,0.5523
2.744,0.81942,0.93137,1.1569,-0.083984,0.55132
2.752,0.86019,1.1118,1.2765,-0.1543,0.54839
2.76,0.90097,1.2922,1.3784,-0.20898,0.54643
2.768,0.93981,1.3431,1.3922,-0.22461,0.54252
2.776,0.97864,1.3569,1.3922,-0.23438,0.53861
2.784,1.0175,1.3667,1.3882,-0.24023,0.5347
2.792,1.0544,1.3784,1.3824,-0.25,0.52981
2.8,1.0913,1.3784,1.3824,-0.25,0.52395
2.808,1.1262,1.3784,1.3725,-0.24414,0.51906
2.816,1.1612,1.3784,1.3667,-0.25391,0.51417
2.824,1.1942,1.3784,1.3569,-0.25,0.50831
2.832,1.2252,1.3922,1.3627,-0.25977,0.50244
2.84,1.2544,1.398,1.3569,-0.26953,0.49658
2.848,1.2816,1.4176,1.3569,-0.28516,0.49071
2.856,1.3068,1.4431,1.3569,-0.29883,0.48387
2.864,1.3301,1.4686,1.3569,-0.31836,0.47898
2.872,1.3515,1.5039,1.3667,-0.34961,0.47312
2.88,1.3709,1.5039,1.3784,-0.38477,0.46921
2.888,1.3864,1.5039,1.3922,-0.42969,0.46432
2.896,1.4019,1.5039,1.4176,-0.47852,0.45943
2.904,1.4097,1.5039,1.4471,-0.49805,0.45455
2.912,1.4175,1.5039,1.4784,-0.49805,0.44966
2.92,1.4194,1.5039,1.5039,-0.49805,0.44477
2.928,1.4194,1.5039,1.5039,-0.49805,0.44086
2.936,1.4136,1.5039,1.5039,-0.49805,0.43695
2.944,1.4078,1.5039,1.5039,-0.49805,0.43304
2.952,1.3961,1.5039,1.4824,-0.49805,0.42815
2.96,1.3845,1.5039,1.4078,-0.49805,0.42424
2.968,1.3709,1.5039,1.3078,-0.4043,0.42033
2.976,1.3573,1.4373,1.202,-0.30859,0.41642
2.984,1.3437,1.3118,1.1216,-0.22852,0.41349
2.992,1.3282,1.2078,1.0471,-0.16992,0.41056
3,1.3126,1.1314,1.002,-0.125,0.4086
3.008,1.2971,1.0667,0.97059,-0.083984,0.40567
3.016,1.2835,1.0275,0.95686,-0.054688,0.40371
3.024,1.268,1.002,0.95098,-0.044922,0.40176
3.032,1.2524,0.97647,0.94706,-0.025391,0.3998
3.04,1.2388,0.97647,0.94118,-0.019531,0.39883
3.048,1.2252,0.96667,0.93725,-0.013672,0.39687
3.056,1.2117,0.96667,0.95098,-0.019531,0.39492
3.064,1.1981,0.96667,0.95098,-0.013672,0.39394
3.072,1.1845,0.97059,0.94706,-0.019531,0.39296
3.08,1.1709,0.96667,0.95098,-0.013672,0.39296
3.088,1.1573,0.97059,0.95098,-0.019531,0.39198
3.096,1.1456,0.97059,0.95098,-0.019531,0.39198
3.104,1.134,0.97647,0.95098,-0.025391,0.39198
3.112,1.1223,0.97647,0.95098,-0.025391,0.39101
3.12,1.1107,0.97647,0.95686,-0.019531,0.39101
3.128,1.099,0.97647,0.95098,-0.019531,0.39101
3.136,1.0874,0.97647,0.95098,-0.025391,0.39101
3.144,1.0757,0.97059,0.94706,-0.019531,0.39003
3.152,1.0641,0.97059,0.95098,-0.019531,0.38807
3.16,1.0544,0.97059,0.94118,-0.019531,0.3871
3.168,1.0447,0.96667,0.94706,-0.019531,0.3871
3.176,1.035,0.96078,0.94118,-0.019531,0.3871
3.184,1.0252,0.95686,0.94706,-0.013672,0.3871
3.192,1.0175,0.96078,0.94118,-0.013672,0.3871
3.2,1.0078,0.96078,0.94706,-0.0097656,0.38807
3.208,1,0.96078,0.94118,-0.013672,0.39003
3.216,0.99029,0.95686,0.94706,-0.0039062,0.39101
3.224,0.98058,0.95686,0.94118,-0.0039062,0.39394
3.232,0.96893,0.95098,0.95098,0,0.39687
3.24,0.95728,0.95686,0.94706,-0.0039062,0.40176
3.248,0.94369,0.95686,0.95098,-0.0097656,0.40567
3.256,0.9301,0.95686,0.95098,-0.0039062,0.41153
3.264,0.9165,0.96667,0.96078,-0.0097656,0.41642
3.272,0.90097,0.97647,0.96667,-0.013672,0.42326
3.28,0.88738,0.99216,0.99608,-0.013672,0.43206
3.288,0.87184,1.0059,1.0118,-0.019531,0.44086
3.296,0.85825,1.002,1.0157,-0.013672,0.44966
3.304,0.84466,1.002,0.99608,-0.019531,0.45846
3.312,0.83107,0.98627,0.95686,-0.019531,0.46921
3.32,0.81942,0.98235,0.92157,-0.025391,0.48094
3.328,0.80777,0.98627,0.92157,-0.029297,0.49267
3.336,0.79612,0.95686,0.91569,-0.0039062,0.5044
3.344,0.78447,0.93725,0.91569,0,0.51613
3.352,0.77282,0.92549,0.92549,0.015625,0.52786
3.36,0.76117,0.91569,0.92157,0.019531,0.54057
3.368,0.74951,0.91176,0.92549,0.025391,0.55132
3.376,0.73786,0.91176,0.92549,0.019531,0.56207
3.384,0.72621,0.91569,0.93725,0.019531,0.57185
3.392,0.71456,0.93137,0.92157,0.0097656,0.58065
3.4,0.70291,0.99608,0.91176,-0.039062,0.58847
3.408,0.69126,1.0373,0.72549,-0.070312,0.59433
3.416,0.67767,0.3549,0.22353,0.37109,0.60117
3.424,0.66602,-0.49216,-0.50196,0.89453,0.60704
3.432,0.65243,-0.50196,-0.50196,1.3887,0.61193
3.44,0.64078,-0.50196,-0.50196,1.5,0.61584
3.448,0.62718,-0.50196,-0.50196,1.3848,0.61681
3.456,0.61359,-0.50196,-0.41765,1.1094,0.61681
3.464,0.6,-0.50196,0.0039216,0.84375,0.61584
3.472,0.58641,-0.26275,0.32353,0.62891,0.6129
3.48,0.57087,0.12353,0.64118,0.40039,0.60997
3.488,0.55728,0.52549,0.91176,0.15039,0.60704
3.496,0.54369,0.81569,1.1216,-0.013672,0.60411
3.504,0.5301,0.99216,1.2431,-0.11914,0.6002
3.512,0.5165,1.1863,1.3882,-0.16406,0.59629
3.52,0.50291,1.302,1.4569,-0.19336,0.59335
3.528,0.48932,1.3275,1.4686,-0.20898,0.58944
3.536,0.47767,1.3431,1.4725,-0.21484,0.58553
3.544,0.46602,1.3529,1.4627,-0.21875,0.5826
3.552,0.45631,1.3529,1.4569,-0.21484,0.57771
3.56,0.4466,1.3569,1.4471,-0.22461,0.57283
3.568,0.43689,1.3627,1.4431,-0.22852,0.56696
3.576,0.42913,1.3667,1.4333,-0.23438,0.56109
3.584,0.41942,1.3667,1.4333,-0.23438,0.55621
3.592,0.41165,1.3784,1.4275,-0.24023,0.5523
3.6,0.40388,1.3824,1.4275,-0.25,0.54839
3.608,0.39417,1.398,1.4235,-0.25977,0.54545
3.616,0.38641,1.4176,1.4275,-0.27344,0.54252
3.624,0.37864,1.4529,1.4373,-0.29492,0.53959
3.632,0.37087,1.4922,1.4529,-0.31445,0.53666
3.64,0.36311,1.5039,1.4686,-0.35352,0.53177
3.648,0.35534,1.5039,1.4882,-0.39844,0.52786
3.656,0.34563,1.5039,1.5039,-0.45312,0.52395
3.664,0.33786,1.5039,1.5039,-0.49805,0.51906
3.672,0.32621,1.5039,1.5039,-0.49805,0.51417
3.68,0.31456,1.5039,1.5039,-0.49805,0.50929
3.688,0.30097,1.5039,1.5039,-0.49805,0.50538
3.696,0.28738,1.5039,1.5039,-0.49805,0.50049
3.704,0.26796,1.5039,1.5039,-0.49805,0.49756
3.712,0.24854,1.5039,1.5039,-0.49805,0.49365
3.72,0.22524,1.5039,1.4333,-0.43945,0.49071
3.728,0.20194,1.5039,1.3176,-0.34961,0.48778
3.736,0.1767,1.3882,1.2118,-0.26953,0.48387
3.744,0.15146,1.2667,1.1216,-0.19922,0.48094
