Time [s], RESP, II, V, AVR, PLETH
1.488,0.36526,0.37988,0.47021,0.58496,1.6608
1.496,0.35377,0.31494,0.60498,0.61475,1.7898
1.504,0.34254,0.39014,0.75977,0.56006,1.9472
1.512,0.33203,0.59521,0.66016,0.3999,2.1241
1.52,0.32152,0.84473,0.2251,0.27002,2.3079
1.528,0.312,1.1396,-0.37988,0.18506,2.4643
1.536,0.30247,1.165,-0.49951,0.375,2.5914
1.544,0.29441,0.45996,-0.49951,0.625,2.7097
1.552,0.28659,0.33008,-0.49951,0.66016,2.8025
1.56,0.27975,0.3501,-0.19482,0.60986,2.8622
1.568,0.27315,0.35498,0.24023,0.60498,2.8905
1.576,0.26655,0.35986,0.47021,0.59521,2.8935
1.584,0.25996,0.36523,0.5752,0.58984,2.8749
1.592,0.25336,0.37012,0.60498,0.58496,2.8407
1.6,0.24701,0.375,0.625,0.58008,2.8006
1.608,0.2409,0.39014,0.62988,0.56982,2.7625
1.616,0.23504,0.3999,0.64014,0.56494,2.7273
1.624,0.22942,0.39014,0.64014,0.5752,2.697
1.632,0.22404,0.3999,0.64014,0.56006,2.6716
1.64,0.2194,0.41504,0.63477,0.55518,2.6491
1.648,0.215,0.41504,0.64014,0.55518,2.6285
1.656,0.21109,0.43506,0.63477,0.54004,2.608
1.664,0.20743,0.44482,0.63477,0.52979,2.5846
1.672,0.20376,0.45996,0.62988,0.51514,2.5562
1.68,0.2001,0.45508,0.62988,0.5249,2.523
1.688,0.19643,0.46484,0.62988,0.51514,2.48
1.696,0.19277,0.49023,0.62012,0.49512,2.4272
1.704,0.18959,0.50977,0.60498,0.48486,2.3666
1.712,0.18666,0.50977,0.59521,0.4751,2.3001
1.72,0.18397,0.53516,0.58496,0.45996,2.2307
1.728,0.18153,0.54492,0.5752,0.44482,2.1701
1.736,0.17933,0.55518,0.56982,0.43506,2.1183
1.744,0.17713,0.56006,0.56494,0.43506,2.0674
1.752,0.17518,0.55518,0.56494,0.43994,2.0225
1.76,0.17322,0.56006,0.56982,0.44482,1.9853
1.768,0.17151,0.5498,0.58008,0.4502,1.957
1.776,0.1698,0.54492,0.6001,0.45508,1.9365
1.784,0.16834,0.55518,0.62012,0.4502,1.9208
1.792,0.16687,0.55518,0.63477,0.45508,1.912
1.8,0.1654,0.5498,0.6499,0.45508,1.9071
1.808,0.16418,0.54004,0.65479,0.47021,1.9052
1.816,0.16272,0.53516,0.65479,0.47998,1.9022
1.824,0.1615,0.53516,0.63477,0.49023,1.8993
1.832,0.15979,0.53516,0.62988,0.49023,1.8964
1.84,0.15832,0.52979,0.63477,0.49023,1.8895
1.848,0.15612,0.5249,0.62988,0.49512,1.8788
1.856,0.15417,0.53516,0.62988,0.49023,1.8631
1.864,0.15197,0.54004,0.63477,0.48486,1.8456
1.872,0.14977,0.53516,0.64014,0.49512,1.827
1.88,0.14708,0.5498,0.64502,0.48486,1.8074
1.888,0.14464,0.56006,0.6499,0.47998,1.7879
1.896,0.14097,0.5752,0.6499,0.46484,1.7664
1.904,0.13755,0.60498,0.66992,0.4502,1.7449
1.912,0.13291,0.62988,0.6748,0.4248,1.7253
1.92,0.12827,0.64014,0.68018,0.41992,1.7097
1.928,0.12265,0.64014,0.68506,0.41992,1.6979
1.936,0.11703,0.64502,0.6748,0.41504,1.6891
1.944,0.11068,0.66992,0.64014,0.39502,1.6784
1.952,0.10457,0.66992,0.56982,0.39014,1.6657
1.96,0.099194,0.6748,0.54492,0.39502,1.653
1.968,0.093819,0.66992,0.52979,0.38525,1.6403
1.976,0.089177,0.64014,0.50488,0.41016,1.6237
1.984,0.084535,0.56982,0.5,0.45996,1.6022
1.992,0.079648,0.5,0.49512,0.50488,1.5816
2,0.074762,0.45996,0.48486,0.53516,1.567
2.008,0.069631,0.43018,0.4751,0.55518,1.563
2.016,0.064745,0.41992,0.47021,0.56006,1.5787
2.024,0.060836,0.41504,0.46484,0.56006,1.6129
2.032,0.057171,0.41504,0.46484,0.56006,1.6716
2.04,0.054239,0.37988,0.5,0.58008,1.7674
2.048,0.051551,0.33008,0.64014,0.60498,1.9003
2.056,0.04862,0.41992,0.77002,0.53516,2.0616
2.064,0.045932,0.63477,0.61475,0.36523,2.2395
2.072,0.043,0.89502,0.18506,0.24023,2.4184
2.08,0.040068,1.21,-0.43457,0.16016,2.5846
2.088,0.036892,0.87012,-0.49951,0.41016,2.7273
2.096,0.033716,0.48486,-0.49951,0.60986,2.8377
2.104,0.03054,0.37988,-0.49951,0.62988,2.914
2.112,0.027608,0.39014,-0.080078,0.58496,2.957
2.12,0.025409,0.375,0.31494,0.58496,2.9707
2.128,0.02321,0.37988,0.50977,0.58496,2.9629
2.136,0.021744,0.375,0.58984,0.5752,2.9404
2.144,0.020523,0.37988,0.62012,0.5752,2.9101
2.152,0.019301,0.39014,0.62988,0.56494,2.8749
2.16,0.018324,0.39502,0.64014,0.55518,2.8377
2.168,0.017347,0.41016,0.64502,0.5498,2.7996
2.176,0.016369,0.41504,0.64502,0.55518,2.7634
2.184,0.016369,0.41504,0.64502,0.54492,2.7341
2.192,0.016369,0.41992,0.64014,0.54492,2.7097
2.2,0.017102,0.43994,0.6499,0.52979,2.6882
2.208,0.017835,0.44482,0.64502,0.52002,2.6657
2.216,0.018324,0.45996,0.64502,0.51514,2.6393
2.224,0.019057,0.45508,0.64502,0.52002,2.61
2.232,0.019301,0.45508,0.64014,0.50977,2.5738
2.24,0.019546,0.4751,0.62988,0.49512,2.5279
2.248,0.01979,0.49512,0.62988,0.4751,2.4741
2.256,0.020279,0.50977,0.62988,0.4751,2.4106
2.264,0.020767,0.50488,0.60986,0.45996,2.3412
2.272,0.021256,0.53516,0.58496,0.43994,2.2708
2.28,0.021989,0.5498,0.58008,0.43018,2.2023
2.288,0.022722,0.55518,0.56982,0.4248,2.1427
2.296,0.023455,0.56006,0.56494,0.43506,2.0909
2.304,0.024188,0.56982,0.56982,0.4248,2.0489
2.312,0.024432,0.55518,0.56982,0.43994,2.0166
2.32,0.024921,0.55518,0.58496,0.43506,1.9922
2.328,0.024921,0.5498,0.59521,0.43994,1.9746
2.336,0.024921,0.55518,0.62012,0.44482,1.9629
2.344,0.025165,0.54492,0.62988,0.45508,1.9521
2.352,0.025409,0.54004,0.6499,0.46484,1.9413
2.36,0.025654,0.53516,0.66016,0.46484,1.9316
2.368,0.026142,0.53516,0.65479,0.4751,1.9198
2.376,0.025654,0.52979,0.6499,0.48486,1.9101
2.384,0.025409,0.5249,0.64502,0.49023,1.9013
2.392,0.024188,0.52979,0.64502,0.49023,1.8925
2.4,0.022966,0.53516,0.64502,0.49512,1.8798
2.408,0.020767,0.5249,0.64502,0.50488,1.8631
2.416,0.018568,0.53516,0.6499,0.49023,1.8456
2.424,0.015636,0.5498,0.65479,0.48486,1.8299
2.432,0.012705,0.56006,0.65479,0.47021,1.8152
2.44,0.0097728,0.56006,0.65479,0.46484,1.7986
2.448,0.006841,0.5752,0.6499,0.46484,1.7781
2.456,0.0036648,0.60498,0.66992,0.44482,1.7566
2.464,0.00048864,0.60986,0.6748,0.43994,1.7361
2.472,0,0.64502,0.68018,0.41992,1.7175
2.48,-0.00048864,0.62988,0.68506,0.4248,1.7009
2.488,-0.00048864,0.64502,0.6748,0.41016,1.6823
2.496,-0.00048864,0.6748,0.64014,0.38525,1.6647
2.504,-0.00048864,0.66992,0.5752,0.39014,1.6461
2.512,-0.00048864,0.6748,0.54004,0.375,1.6256
2.52,-0.00048864,0.66992,0.52979,0.37988,1.6031
2.528,-0.00048864,0.62988,0.50488,0.41016,1.5846
2.536,-0.00048864,0.56006,0.49512,0.46484,1.567
2.544,-0.00048864,0.49023,0.49023,0.50977,1.5484
2.552,-0.00048864,0.44482,0.48486,0.54004,1.5357
2.56,-0.00048864,0.41504,0.47021,0.56006,1.5337
2.568,-0.00048864,0.41992,0.46484,0.56006,1.5523
2.576,-0.00048864,0.41016,0.46484,0.56494,1.6012
2.584,-0.00048864,0.3999,0.46484,0.5752,1.6852
2.592,-0.00048864,0.36523,0.49023,0.58984,1.8016
2.6,-0.00048864,0.31982,0.64502,0.61475,1.9472
2.608,-0.00048864,0.41016,0.76514,0.54004,2.1114
2.616,-0.00048864,0.61475,0.6001,0.37988,2.2825
2.624,-0.00048864,0.88477,0.1499,0.25488,2.4282
2.632,-0.00048864,1.1997,-0.44482,0.18018,2.5503
2.64,-0.00048864,0.83496,-0.49951,0.43994,2.6676
2.648,-0.00048864,0.48486,-0.49951,0.61475,2.7654
2.656,-0.00048864,0.38525,-0.49951,0.62988,2.8358
2.664,-0.00048864,0.39014,-0.060059,0.59521,2.8759
2.672,-0.00048864,0.37012,0.3252,0.60498,2.8895
2.68,-0.00048864,0.35986,0.50977,0.58984,2.8798
2.688,-0.00048864,0.35986,0.58496,0.58496,2.8504
2.696,-0.00048864,0.35498,0.60986,0.58496,2.8094
2.704,-0.00048864,0.37012,0.62988,0.5752,2.7654
2.712,-0.00048864,0.35498,0.62988,0.58496,2.7253
2.72,-0.00048864,0.37012,0.63477,0.58008,2.6911
2.728,-0.00048864,0.38525,0.63477,0.5752,2.6628
2.736,-0.00048864,0.3999,0.63477,0.56006,2.6383
2.744,-0.00048864,0.41016,0.64502,0.5498,2.6158
2.752,-0.00048864,0.41504,0.64014,0.55518,2.5953
2.76,-0.00048864,0.4248,0.63477,0.54004,2.5728
2.768,-0.00048864,0.43994,0.63477,0.53516,2.5474
2.776,-0.00048864,0.43994,0.63477,0.52979,2.5152
2.784,-0.00048864,0.4502,0.63477,0.5249,2.4721
2.792,-0.00048864,0.45508,0.64014,0.51514,2.4194
2.8,-0.00048864,0.47998,0.625,0.5,2.3587
2.808,-0.00048864,0.50488,0.61475,0.4751,2.2933
2.816,-0.00048864,0.51514,0.59521,0.46484,2.2239
2.824,-0.00048864,0.54004,0.58008,0.44482,2.1632
2.832,-0.00048864,0.5498,0.56006,0.43994,2.1095
2.84,-0.00048864,0.54004,0.56006,0.44482,2.0567
2.848,-0.00048864,0.5498,0.56006,0.43994,2.0088
2.856,-0.00048864,0.55518,0.56006,0.43994,1.9687
2.864,-0.00048864,0.54492,0.56006,0.44482,1.9384
2.872,-0.00048864,0.55518,0.56494,0.4502,1.9189
2.88,-0.00048864,0.56494,0.58008,0.43994,1.9062
2.888,-0.00048864,0.5498,0.59521,0.43994,1.8983
2.896,-0.00048864,0.5498,0.62012,0.44482,1.8925
2.904,-0.00048864,0.53516,0.64014,0.45508,1.8866
2.912,-0.00048864,0.54004,0.64502,0.46484,1.8798
2.92,-0.00048864,0.5498,0.64014,0.47021,1.8749
2.928,-0.00048864,0.53516,0.63477,0.46484,1.871
2.936,-0.00048864,0.51514,0.62988,0.5,1.8641
2.944,-0.00048864,0.53516,0.625,0.49023,1.8524
2.952,-0.00048864,0.5249,0.62988,0.49512,1.8368
2.96,-0.00048864,0.51514,0.62988,0.50977,1.8192
2.968,-0.00048864,0.53516,0.64014,0.49512,1.8006
2.976,-0.00048864,0.5498,0.64014,0.48486,1.7791
2.984,-0.00048864,0.54492,0.64502,0.47998,1.7537
2.992,-0.00048864,0.55518,0.64014,0.47998,1.7283
3,-0.00048864,0.56982,0.64014,0.46484,1.7058
3.008,-0.00048864,0.60498,0.65479,0.43506,1.6149
3.016,-0.00048864,0.60498,0.66992,0.43994,1.4917
3.024,-0.00048864,0.62012,0.6748,0.43994,1.4272
3.032,-0.00048864,0.60986,0.6748,0.43994,1.3881
3.04,-0.00048864,0.625,0.66504,0.4248,1.3578
3.048,-0.00048864,0.66016,0.63477,0.39502,1.3333
3.056,-0.00048864,0.66504,0.56982,0.38525,1.3109
3.064,-0.00048864,0.66504,0.53516,0.39502,1.2893
3.072,-0.00048864,0.6499,0.5249,0.3999,1.2678
3.08,-0.00048864,0.62012,0.5,0.41992,1.2473
3.088,-0.00048864,0.5498,0.49023,0.47021,1.2268
3.096,-0.00048864,0.47998,0.48486,0.51514,1.2092
3.104,-0.00048864,0.43506,0.47021,0.5498,1.1984
3.112,-0.00048864,0.41504,0.45996,0.56494,1.2004
3.12,-0.00048864,0.40479,0.45508,0.56982,1.217
3.128,-0.00048864,0.40479,0.45996,0.56494,1.2551
3.136,-0.00048864,0.38525,0.45508,0.58496,1.3265
3.144,-0.00048864,0.39014,0.48486,0.58984,1.436
3.152,-0.00048864,0.31982,0.62988,0.60986,1.5826
3.16,-0.00048864,0.3999,0.75,0.5498,1.7546
3.168,-0.00048864,0.58008,0.60498,0.40479,1.9404
3.176,-0.00048864,0.8501,0.18018,0.26025,2.1232
3.184,-0.00048864,1.1851,-0.42969,0.17529,2.2874
3.192,-0.00048864,0.85986,-0.49951,0.41504,2.4223
3.2,-0.00048864,0.50488,-0.49951,0.6001,2.522
3.208,-0.00048864,0.41504,-0.49951,0.61475,2.5865
3.216,-0.00048864,0.40479,-0.080078,0.58496,2.6188
3.224,-0.00048864,0.37012,0.30518,0.58984,2.6256
3.232,-0.00048864,0.3501,0.51514,0.6001,2.6119
3.24,-0.00048864,0.37012,0.58984,0.58496,2.5846
3.248,-0.00048864,0.36523,0.62012,0.58496,2.5494
3.256,0.00048864,0.37012,0.62988,0.5752,2.5132
3.264,0.0014659,0.37012,0.64502,0.58496,2.477
3.272,0.0031761,0.38525,0.64014,0.56982,2.4438
3.28,0.0048864,0.39014,0.64014,0.56006,2.4145
3.288,0.0065966,0.3999,0.64014,0.56006,2.39
3.296,0.0085512,0.41016,0.64502,0.55518,2.3656
3.304,0.010506,0.41504,0.6499,0.54492,2.3372
3.312,0.012705,0.4248,0.64502,0.54004,2.3079
3.32,0.015148,0.44482,0.64014,0.5249,2.2796
3.328,0.017591,0.4502,0.64014,0.52979,2.2463
3.336,0.01979,0.43994,0.63477,0.52002,2.2014
3.344,0.021989,0.45996,0.64014,0.50977,2.1476
3.352,0.023943,0.47021,0.62988,0.49512,2.086
3.36,0.025898,0.5,0.625,0.47998,2.0176
3.368,0.027608,0.51514,0.60986,0.46484,1.9462
3.376,0.029318,0.52979,0.59521,0.45508,1.8778
3.384,0.031029,0.54004,0.58496,0.44482,1.8143
3.392,0.032739,0.55518,0.58008,0.43506,1.7576
3.4,0.034449,0.55518,0.5752,0.43506,1.7107
3.408,0.036404,0.5498,0.56982,0.43994,1.6755
3.416,0.038602,0.55518,0.5752,0.43994,1.652
3.424,0.040801,0.5498,0.58496,0.43994,1.6403
3.432,0.042512,0.55518,0.59521,0.43994,1.6383
3.44,0.044466,0.54004,0.61475,0.4502,1.6403
3.448,0.046176,0.54004,0.63477,0.45996,1.6432
3.456,0.047887,0.53516,0.6499,0.46484,1.6432
3.464,0.049841,0.54004,0.64502,0.46484,1.6393
3.472,0.051796,0.52979,0.64014,0.4751,1.6325
3.48,0.05375,0.53516,0.62988,0.47998,1.6207
3.488,0.055949,0.52979,0.625,0.48486,1.6041
3.496,0.057171,0.5249,0.625,0.49023,1.5855
3.504,0.058392,0.52979,0.62988,0.49023,1.566
3.512,0.058881,0.5249,0.63477,0.49023,1.5455
3.52,0.05937,0.53516,0.64014,0.49023,1.5279
3.528,0.058881,0.52979,0.64014,0.49512,1.5122
3.536,0.058392,0.53516,0.64014,0.48486,1.4927
3.544,0.056926,0.5498,0.63477,0.4751,1.4692
3.552,0.055705,0.55518,0.62988,0.46484,1.4448
3.56,0.054239,0.58496,0.6499,0.4502,1.4223
3.568,0.052773,0.59521,0.66016,0.44482,1.4008
3.576,0.051307,0.62012,0.66504,0.43018,1.3812
3.584,0.049841,0.62988,0.6748,0.41992,1.3646
3.592,0.048375,0.62012,0.66504,0.43506,1.349
3.6,0.047154,0.6499,0.63477,0.3999,1.3314
3.608,0.045932,0.66504,0.56006,0.39014,1.3099
3.616,0.044955,0.65479,0.5249,0.39014,1.2874
3.624,0.045443,0.66504,0.50488,0.39502,1.2669
3.632,0.045932,0.625,0.48486,0.41504,1.2483
3.64,0.047642,0.56006,0.47998,0.45996,1.2268
3.648,0.049597,0.49023,0.47021,0.50488,1.2072
3.656,0.051796,0.43994,0.45996,0.54004,1.1945
3.664,0.054239,0.41504,0.4502,0.56006,1.1926
3.672,0.056926,0.40479,0.44482,0.5752,1.2092
3.68,0.059858,0.3999,0.43994,0.56982,1.2522
3.688,0.063034,0.3999,0.43994,0.56494,1.3294
3.696,0.066455,0.38525,0.45508,0.56006,1.4448
3.704,0.07012,0.30518,0.58496,0.62012,1.5963
3.712,0.074029,0.36523,0.72998,0.5752,1.7742
3.72,0.077938,0.54004,0.60986,0.43018,1.9374
3.728,0.082091,0.80469,0.20996,0.2749,2.087
3.736,0.086245,1.1548,-0.41992,0.16992,2.2434
3.744,0.090398,1.1699,-0.49951,0.35498,2.3842
3.752,0.094552,0.52002,-0.49951,0.59521,2.4946
3.76,0.098705,0.40479,-0.49951,0.61475,2.5689
3.768,0.10286,0.39014,-0.16992,0.58496,2.608
3.776,0.10701,0.37012,0.26025,0.59521,2.6149
3.784,0.11092,0.34521,0.48486,0.6001,2.5982
3.792,0.11483,0.34521,0.56982,0.59521,2.565
3.8,0.11874,0.33496,0.6001,0.6001,2.5239
3.808,0.12265,0.34521,0.61475,0.58984,2.4809
3.816,0.12631,0.34521,0.625,0.58984,2.4409
3.824,0.13022,0.36523,0.625,0.58496,2.4047
3.832,0.13389,0.375,0.62988,0.5752,2.3744
3.84,0.13755,0.37988,0.62988,0.56982,2.349
3.848,0.14097,0.39014,0.625,0.56006,2.3275
3.856,0.14439,0.40479,0.62988,0.56006,2.3099
3.864,0.14757,0.41504,0.62988,0.54004,2.2923
3.872,0.15099,0.43018,0.62988,0.52979,2.2698
3.88,0.15441,0.43994,0.62988,0.53516,2.2375
3.888,0.15807,0.43506,0.625,0.52979,2.1955
3.896,0.16198,0.43994,0.61475,0.51514,2.1427
