Time [s], PLETH, RESP, II, V, AVR
0.384,0.50147,0.27139,0.62891,0.4451,0.2451
0.392,0.48974,0.27384,0.66016,0.48431,0.21961
0.4,0.47801,0.27628,0.67969,0.5,0.20392
0.408,0.46725,0.28117,0.69531,0.5,0.19412
0.416,0.45846,0.28362,0.70508,0.50588,0.18431
0.424,0.45161,0.28606,0.71484,0.5,0.17451
0.432,0.44673,0.28851,0.7207,0.5,0.16863
0.44,0.44477,0.29095,0.72461,0.49412,0.16471
0.448,0.44575,0.2934,0.73047,0.5,0.1549
0.456,0.44868,0.29584,0.73047,0.4902,0.1549
0.464,0.45357,0.29829,0.74023,0.48431,0.14902
0.472,0.45846,0.30073,0.74023,0.47451,0.14902
0.48,0.46334,0.30562,0.74023,0.47451,0.14902
0.488,0.46921,0.30807,0.74414,0.46471,0.13922
0.496,0.47507,0.31051,0.75,0.46078,0.12941
0.504,0.47996,0.3154,0.75977,0.4451,0.12353
0.512,0.48485,0.31785,0.76953,0.42549,0.11961
0.52,0.48778,0.32274,0.77539,0.4098,0.1098
0.528,0.48876,0.32518,0.77539,0.39412,0.10392
0.536,0.48876,0.33007,0.77539,0.37059,0.094118
0.544,0.48583,0.33252,0.77539,0.35882,0.094118
0.552,0.48192,0.33741,0.7793,0.3549,0.094118
0.56,0.47703,0.3423,0.77539,0.34902,0.094118
0.568,0.47116,0.34719,0.78516,0.3549,0.084314
0.576,0.4653,0.34963,0.77539,0.36471,0.098039
0.584,0.45846,0.35452,0.76953,0.38039,0.1098
0.592,0.45064,0.35697,0.75391,0.40392,0.12353
0.6,0.44379,0.36186,0.75,0.42549,0.13922
0.608,0.43597,0.3643,0.73438,0.4451,0.14902
0.616,0.43011,0.36675,0.72461,0.46471,0.16471
0.624,0.42424,0.36919,0.7207,0.48039,0.17451
0.632,0.41935,0.37164,0.71484,0.5,0.17451
0.64,0.41544,0.37408,0.70898,0.50588,0.18824
0.648,0.41251,0.37653,0.7207,0.5098,0.18824
0.656,0.40958,0.37897,0.70898,0.51569,0.19412
0.664,0.40762,0.38142,0.71484,0.51961,0.18431
0.672,0.40665,0.38142,0.7207,0.51961,0.18431
0.68,0.40665,0.38142,0.72461,0.52549,0.18431
0.688,0.40567,0.38142,0.72461,0.52941,0.17843
0.696,0.40567,0.38142,0.73047,0.52941,0.18431
0.704,0.40469,0.37897,0.72461,0.53529,0.17843
0.712,0.40371,0.37897,0.74023,0.53529,0.17451
0.72,0.40274,0.37653,0.74414,0.52941,0.17451
0.728,0.40176,0.37408,0.73438,0.53922,0.17451
0.736,0.3998,0.37164,0.74023,0.53529,0.17451
0.744,0.39883,0.36675,0.73438,0.53529,0.17451
0.752,0.39589,0.3643,0.73438,0.53922,0.17451
0.76,0.39394,0.36186,0.73047,0.53529,0.17451
0.768,0.39198,0.35697,0.73438,0.53922,0.17451
0.776,0.39003,0.35452,0.72461,0.53529,0.17843
0.784,0.38807,0.34719,0.74023,0.53922,0.17451
0.792,0.38514,0.3423,0.75,0.55098,0.16471
0.8,0.38319,0.33741,0.76562,0.5549,0.14902
0.808,0.38123,0.33252,0.76953,0.56471,0.14902
0.816,0.38025,0.32518,0.78516,0.57059,0.12353
0.824,0.38123,0.32029,0.78906,0.57059,0.12941
0.832,0.38612,0.31296,0.80469,0.57451,0.12353
0.84,0.39492,0.30807,0.81055,0.56078,0.12353
0.848,0.4086,0.30073,0.79492,0.5451,0.12353
0.856,0.42815,0.2934,0.77539,0.53529,0.12941
0.864,0.45357,0.28362,0.76562,0.52549,0.14314
0.872,0.47801,0.27628,0.73438,0.51961,0.16471
0.88,0.5044,0.2665,0.7207,0.51569,0.17843
0.888,0.53568,0.25917,0.70898,0.5098,0.19412
0.896,0.56989,0.24939,0.70508,0.5098,0.19412
0.904,0.60313,0.24205,0.70508,0.5098,0.19412
0.912,0.63245,0.23472,0.69922,0.51569,0.2
0.92,0.65591,0.22494,0.70508,0.5098,0.19412
0.928,0.67351,0.2176,0.70508,0.5098,0.2
0.936,0.68328,0.21027,0.70508,0.5098,0.19412
0.944,0.68622,0.20049,0.68945,0.57059,0.21373
0.952,0.68231,0.19315,0.7207,0.66471,0.21961
0.96,0.67351,0.18337,0.89453,0.68627,0.07451
0.968,0.66276,0.17604,1.2695,0.42549,-0.24314
0.976,0.64907,0.17115,1.4492,0.2,-0.40196
0.984,0.63343,0.16381,1.2598,0.17451,-0.22745
0.992,0.61779,0.15648,1.0039,0.38431,0.0078431
1,0.60117,0.15159,0.75977,0.44902,0.19412
1.008,0.58553,0.14425,0.56055,0.46471,0.32353
1.016,0.57087,0.13692,0.44922,0.39412,0.39412
1.024,0.55718,0.12958,0.41602,0.33922,0.4098
1.032,0.5435,0.12225,0.45508,0.32941,0.37451
1.04,0.53079,0.11491,0.53906,0.38431,0.3098
1.048,0.51711,0.10758,0.60938,0.43529,0.2549
1.056,0.5044,0.10024,0.65039,0.47059,0.22941
1.064,0.49169,0.095355,0.66992,0.48039,0.2098
1.072,0.48192,0.090465,0.67969,0.4902,0.2098
1.08,0.47312,0.08313,0.68945,0.4902,0.19412
1.088,0.4653,0.07824,0.69922,0.49412,0.18824
1.096,0.45943,0.070905,0.69922,0.5,0.17843
1.104,0.45552,0.066015,0.70898,0.4902,0.17451
1.112,0.45357,0.05868,0.72461,0.4902,0.16863
1.12,0.45357,0.05379,0.72461,0.48431,0.16471
1.128,0.4565,0.0489,0.73047,0.48431,0.1549
1.136,0.45943,0.04401,0.73438,0.47451,0.14902
1.144,0.46432,0.03912,0.73047,0.47451,0.14902
1.152,0.47019,0.03423,0.75,0.47059,0.14314
1.16,0.47605,0.02934,0.75,0.44902,0.13333
1.168,0.47996,0.026895,0.75391,0.43529,0.12353
1.176,0.48289,0.022005,0.76562,0.42549,0.11961
1.184,0.48583,0.017115,0.77539,0.40392,0.10392
1.192,0.4868,0.01467,0.77539,0.38431,0.098039
1.2,0.4868,0.00978,0.77539,0.37059,0.094118
1.208,0.48485,0.007335,0.78516,0.3549,0.084314
1.216,0.48192,0.00489,0.78906,0.34902,0.078431
1.224,0.47703,0.002445,0.78516,0.33922,0.084314
1.232,0.47116,0,0.78906,0.3549,0.088235
1.24,0.46432,-0.002445,0.77539,0.3549,0.094118
1.248,0.4565,-0.00489,0.77539,0.38039,0.10392
1.256,0.44966,-0.00489,0.75391,0.4,0.12353
1.264,0.44184,-0.007335,0.74414,0.42549,0.14314
1.272,0.435,-0.00978,0.73438,0.4451,0.1549
1.28,0.42913,-0.00978,0.72461,0.46471,0.16863
1.288,0.42326,-0.012225,0.7207,0.48039,0.17843
1.296,0.41838,-0.01467,0.71484,0.49412,0.18431
1.304,0.41447,-0.017115,0.71484,0.5,0.17843
1.312,0.41056,-0.01956,0.70898,0.51569,0.18824
1.32,0.40762,-0.01956,0.7207,0.51961,0.18824
1.328,0.40567,-0.022005,0.71484,0.51961,0.17843
1.336,0.40371,-0.02445,0.72461,0.51961,0.17843
1.344,0.40176,-0.02934,0.73047,0.53529,0.17451
1.352,0.3998,-0.031785,0.73438,0.51961,0.17451
1.36,0.39687,-0.03423,0.73438,0.53529,0.17451
1.368,0.39492,-0.03912,0.74023,0.53922,0.16863
1.376,0.39296,-0.041565,0.74414,0.52941,0.16863
1.384,0.39101,-0.04401,0.75,0.53922,0.15882
1.392,0.38905,-0.046455,0.74414,0.53529,0.16863
1.4,0.3871,-0.051345,0.75,0.53922,0.16471
1.408,0.38514,-0.05379,0.74023,0.53529,0.17451
1.416,0.38319,-0.056235,0.74414,0.53922,0.16863
1.424,0.38123,-0.05868,0.74023,0.53529,0.17451
1.432,0.3783,-0.06357,0.74414,0.53922,0.17451
1.44,0.37537,-0.066015,0.74023,0.53922,0.17451
1.448,0.37146,-0.06846,0.74414,0.5451,0.16471
1.456,0.36755,-0.070905,0.75,0.5549,0.1549
1.464,0.36461,-0.07335,0.76953,0.56471,0.14902
1.472,0.36266,-0.075795,0.78516,0.57059,0.13922
1.48,0.36168,-0.07824,0.79492,0.57451,0.12353
1.488,0.36168,-0.08313,0.81055,0.58039,0.12353
1.496,0.36461,-0.085575,0.82031,0.57059,0.1098
1.504,0.37146,-0.08802,0.81445,0.56078,0.1098
1.512,0.38221,-0.090465,0.80469,0.5451,0.11961
1.52,0.39883,-0.095355,0.79492,0.5451,0.12353
1.528,0.42033,-0.0978,0.76953,0.52549,0.13922
1.536,0.44673,-0.10269,0.74023,0.51569,0.15882
1.544,0.47703,-0.10513,0.72461,0.51961,0.18431
1.552,0.50929,-0.10758,0.7207,0.51961,0.18824
1.56,0.54252,-0.11002,0.71484,0.51961,0.18824
1.568,0.56989,-0.11491,0.7207,0.51961,0.18431
1.576,0.59238,-0.11736,0.70898,0.50588,0.19412
1.584,0.61388,-0.12225,0.70898,0.51569,0.19412
1.592,0.63148,-0.12469,0.70508,0.5098,0.18824
1.6,0.64321,-0.12958,0.71484,0.5098,0.18431
1.608,0.64907,-0.13203,0.69922,0.56471,0.19412
1.616,0.64907,-0.13447,0.7207,0.6549,0.20392
1.624,0.64418,-0.13692,0.88477,0.68627,0.07451
1.632,0.63539,-0.14181,1.25,0.4451,-0.23725
1.64,0.62268,-0.14425,1.4434,0.21961,-0.40784
1.648,0.60899,-0.1467,1.2793,0.18824,-0.24314
1.656,0.59335,-0.15159,1.0488,0.4,-0.015686
1.664,0.57771,-0.15403,0.81445,0.46471,0.16471
1.672,0.56305,-0.15648,0.5957,0.47451,0.31961
1.68,0.55034,-0.15892,0.46094,0.40392,0.3902
1.688,0.53568,-0.16137,0.41016,0.3451,0.40392
1.696,0.52102,-0.16381,0.45508,0.33529,0.37059
1.704,0.50538,-0.16626,0.5293,0.38039,0.3098
1.712,0.49071,-0.1687,0.61914,0.42941,0.24902
1.72,0.47605,-0.17115,0.6543,0.47059,0.21961
1.728,0.46237,-0.17359,0.67969,0.48039,0.20392
1.736,0.45064,-0.17359,0.68945,0.4902,0.19412
1.744,0.44086,-0.17604,0.69922,0.4902,0.18824
1.752,0.43304,-0.17604,0.69922,0.48431,0.17843
1.76,0.42815,-0.17604,0.71484,0.49412,0.17451
1.768,0.42522,-0.17848,0.72461,0.48431,0.17451
1.776,0.42229,-0.17848,0.7207,0.48431,0.16863
1.784,0.41935,-0.18093,0.73047,0.48039,0.14902
1.792,0.42033,-0.18093,0.73047,0.48039,0.1549
1.8,0.42326,-0.18093,0.74023,0.47059,0.14902
1.808,0.42815,-0.18093,0.74023,0.46471,0.14902
1.816,0.43304,-0.18093,0.74414,0.4549,0.13922
1.824,0.43793,-0.18093,0.75,0.4451,0.13333
1.832,0.44184,-0.18093,0.75391,0.43529,0.12353
1.84,0.44575,-0.18093,0.76562,0.41569,0.11961
1.848,0.4477,-0.18093,0.77539,0.4,0.098039
1.856,0.44966,-0.18093,0.7793,0.38039,0.098039
1.864,0.44868,-0.18093,0.78516,0.36471,0.088235
1.872,0.4477,-0.17848,0.79492,0.3549,0.078431
1.88,0.44477,-0.17848,0.78906,0.33922,0.078431
1.888,0.44184,-0.17848,0.79492,0.33529,0.078431
1.896,0.43695,-0.17848,0.78906,0.33922,0.078431
1.904,0.43206,-0.17604,0.78516,0.34902,0.088235
1.912,0.4262,-0.17604,0.7793,0.37059,0.098039
1.92,0.41935,-0.17604,0.76953,0.3902,0.11961
1.928,0.41349,-0.17604,0.75,0.41569,0.13922
1.936,0.40762,-0.17359,0.74023,0.43922,0.14902
1.944,0.40176,-0.17359,0.72461,0.46078,0.16863
1.952,0.39687,-0.17359,0.72461,0.47451,0.17451
1.96,0.39198,-0.17359,0.70898,0.4902,0.18824
1.968,0.38807,-0.17115,0.70898,0.5,0.18824
1.976,0.38612,-0.17115,0.70508,0.5,0.19412
1.984,0.38416,-0.17115,0.71484,0.50588,0.18824
1.992,0.38221,-0.17115,0.7207,0.51569,0.18824
2,0.38123,-0.1687,0.71484,0.51961,0.19412
2.008,0.38025,-0.1687,0.71484,0.52549,0.18824
2.016,0.38025,-0.1687,0.72461,0.51961,0.18431
2.024,0.38025,-0.1687,0.73438,0.52549,0.17843
2.032,0.38025,-0.16626,0.74023,0.52941,0.17451
2.04,0.38025,-0.16626,0.73047,0.52549,0.17451
2.048,0.38025,-0.16626,0.73438,0.51961,0.17843
2.056,0.37928,-0.16626,0.74023,0.52549,0.17451
2.064,0.3783,-0.16626,0.74414,0.51961,0.17451
2.072,0.37732,-0.16626,0.73047,0.52549,0.17843
2.08,0.37537,-0.16626,0.73438,0.52941,0.17451
2.088,0.37243,-0.16626,0.73047,0.52549,0.17451
2.096,0.3695,-0.16626,0.73438,0.51961,0.17451
2.104,0.36657,-0.16626,0.74414,0.52549,0.17451
2.112,0.36364,-0.16626,0.75,0.52941,0.16863
2.12,0.3607,-0.16626,0.75,0.5451,0.16471
2.128,0.35875,-0.16626,0.76953,0.5451,0.1549
2.136,0.35679,-0.1687,0.7793,0.56078,0.14314
2.144,0.35582,-0.1687,0.79492,0.57059,0.12941
2.152,0.35582,-0.1687,0.81445,0.58039,0.11373
2.16,0.35875,-0.17115,0.81055,0.57059,0.11961
2.168,0.36364,-0.17115,0.82031,0.56078,0.1098
2.176,0.37048,-0.17359,0.81055,0.5451,0.11961
2.184,0.38221,-0.17359,0.79883,0.53922,0.12353
2.192,0.39785,-0.17604,0.7793,0.52941,0.13333
2.2,0.41838,-0.17604,0.75391,0.51961,0.1549
2.208,0.44282,-0.17848,0.73047,0.51569,0.17451
2.216,0.47019,-0.18093,0.7207,0.5098,0.18824
2.224,0.49853,-0.18093,0.71484,0.50588,0.19412
2.232,0.52688,-0.18337,0.70898,0.50588,0.18824
2.24,0.5523,-0.18582,0.70898,0.5,0.19412
2.248,0.5738,-0.18582,0.70898,0.50588,0.19412
2.256,0.5914,-0.18826,0.71484,0.5098,0.19412
2.264,0.60117,-0.18826,0.70898,0.5098,0.19412
2.272,0.60704,-0.18826,0.69922,0.53529,0.20392
2.28,0.60802,-0.19071,0.70898,0.62549,0.21373
2.288,0.60508,-0.19071,0.81445,0.68039,0.13922
2.296,0.59824,-0.19315,1.1445,0.51569,-0.14706
2.304,0.58749,-0.19315,1.4082,0.25882,-0.38235
2.312,0.57576,-0.19315,1.4336,0.18824,-0.40196
2.32,0.56207,-0.1956,1.1035,0.36471,-0.05098
2.328,0.54741,-0.1956,0.87891,0.44902,0.12941
2.336,0.53372,-0.1956,0.6543,0.46471,0.2902
2.344,0.51906,-0.19804,0.49414,0.41569,0.38431
2.352,0.50538,-0.19804,0.41016,0.3451,0.42549
2.36,0.49169,-0.19804,0.4043,0.32353,0.40392
2.368,0.47996,-0.19804,0.50586,0.35882,0.33922
2.376,0.46921,-0.1956,0.58984,0.41961,0.27843
2.384,0.45846,-0.1956,0.64453,0.46078,0.23333
2.392,0.44673,-0.1956,0.66406,0.47451,0.21373
2.4,0.43597,-0.1956,0.67969,0.48039,0.20392
2.408,0.42717,-0.19315,0.68945,0.48431,0.18824
2.416,0.41935,-0.19315,0.70508,0.4902,0.17843
2.424,0.41447,-0.19315,0.70508,0.4902,0.17843
2.432,0.41153,-0.19315,0.71484,0.48431,0.17451
2.44,0.41153,-0.19071,0.71484,0.48039,0.17451
2.448,0.41349,-0.19071,0.72461,0.48039,0.15882
2.456,0.4174,-0.19071,0.72461,0.47451,0.16471
2.464,0.42131,-0.18826,0.73047,0.47451,0.1549
2.472,0.4262,-0.18582,0.73438,0.46471,0.14902
2.48,0.43109,-0.18582,0.74023,0.46078,0.14314
2.488,0.43597,-0.18337,0.74414,0.44902,0.13922
2.496,0.44184,-0.18093,0.75391,0.43922,0.12353
2.504,0.44575,-0.17848,0.76562,0.42549,0.11961
2.512,0.44966,-0.17604,0.77539,0.4098,0.10392
2.52,0.45161,-0.17359,0.7793,0.38431,0.098039
2.528,0.45161,-0.17115,0.78516,0.37451,0.088235
2.536,0.44966,-0.17115,0.79492,0.3549,0.078431
2.544,0.44673,-0.1687,0.79492,0.34902,0.078431
2.552,0.44282,-0.16626,0.79492,0.33922,0.078431
2.56,0.43695,-0.16381,0.79492,0.33922,0.078431
2.568,0.43206,-0.16381,0.78906,0.3549,0.084314
2.576,0.42717,-0.16137,0.78516,0.37059,0.094118
2.584,0.42131,-0.15892,0.76953,0.39412,0.1098
2.592,0.41544,-0.15648,0.75391,0.41569,0.12353
2.6,0.4086,-0.15403,0.74414,0.43529,0.13922
2.608,0.40274,-0.15159,0.72461,0.4549,0.15882
2.616,0.39687,-0.14914,0.72461,0.47451,0.16863
2.624,0.39101,-0.14914,0.72461,0.4902,0.17451
2.632,0.3871,-0.1467,0.71484,0.49412,0.18431
2.64,0.38319,-0.14425,0.70898,0.50588,0.18824
2.648,0.38025,-0.14425,0.71484,0.51569,0.18824
2.656,0.3783,-0.14181,0.71484,0.51961,0.18824
2.664,0.37732,-0.14181,0.72461,0.52549,0.18431
2.672,0.37634,-0.14181,0.73047,0.51961,0.17843
2.68,0.37634,-0.13936,0.74023,0.52549,0.17451
2.688,0.37537,-0.13936,0.73438,0.52549,0.17451
2.696,0.37537,-0.13936,0.74414,0.52549,0.16863
2.704,0.37439,-0.13692,0.74414,0.52941,0.16471
2.712,0.37341,-0.13692,0.74023,0.52549,0.17451
2.72,0.37243,-0.13692,0.75,0.52549,0.15882
2.728,0.37146,-0.13692,0.75,0.52941,0.15882
2.736,0.3695,-0.13692,0.75,0.53529,0.16471
2.744,0.36755,-0.13447,0.74414,0.52941,0.16863
2.752,0.36461,-0.13692,0.74414,0.53529,0.16471
2.76,0.36266,-0.13692,0.74023,0.52941,0.17451
2.768,0.3607,-0.13692,0.74414,0.53529,0.16863
2.776,0.35875,-0.13692,0.74023,0.52549,0.17451
2.784,0.35679,-0.13936,0.75,0.5451,0.15882
2.792,0.35484,-0.13936,0.75391,0.55098,0.1549
2.8,0.35288,-0.13936,0.7793,0.5549,0.13922
2.808,0.35093,-0.14181,0.78906,0.56471,0.12941
2.816,0.35093,-0.14181,0.81055,0.57059,0.11373
2.824,0.35191,-0.14425,0.80469,0.57451,0.11373
2.832,0.35679,-0.1467,0.82422,0.56078,0.10392
2.84,0.36461,-0.1467,0.82031,0.5451,0.1098
2.848,0.37732,-0.14914,0.80469,0.53922,0.1098
2.856,0.39394,-0.15159,0.78906,0.52941,0.11961
2.864,0.41056,-0.15159,0.76562,0.51569,0.13333
2.872,0.43011,-0.15403,0.73438,0.51569,0.16863
2.88,0.45455,-0.15648,0.72461,0.51961,0.17843
2.888,0.48192,-0.15648,0.72461,0.5098,0.18431
2.896,0.50929,-0.15892,0.73047,0.51569,0.18431
2.904,0.53666,-0.16137,0.73438,0.5098,0.17843
2.912,0.56012,-0.16137,0.73438,0.51569,0.17843
2.92,0.57869,-0.16381,0.72461,0.51569,0.18824
2.928,0.59335,-0.16626,0.71484,0.50588,0.19412
2.936,0.6002,-0.16626,0.7207,0.52549,0.19412
2.944,0.60215,-0.1687,0.69922,0.61569,0.21373
2.952,0.6002,-0.1687,0.78516,0.68627,0.16471
2.96,0.59335,-0.1687,1.0645,0.57451,-0.072549
2.968,0.58456,-0.1687,1.3789,0.30392,-0.35294
2.976,0.5738,-0.17115,1.4336,0.18824,-0.39804
2.984,0.56109,-0.17115,1.1387,0.33529,-0.092157
2.992,0.54741,-0.17115,0.91406,0.4451,0.10392
3,0.53372,-0.17115,0.68555,0.47451,0.25882
3.008,0.51906,-0.17115,0.51953,0.43922,0.36471
3.016,0.50538,-0.17115,0.42969,0.37059,0.4098
3.024,0.49071,-0.17115,0.41992,0.33529,0.4
3.032,0.47703,-0.1687,0.50586,0.3549,0.33922
3.04,0.46432,-0.1687,0.58984,0.4098,0.27843
3.048,0.45161,-0.1687,0.64453,0.44902,0.23333
3.056,0.43891,-0.16626,0.66992,0.48039,0.21961
3.064,0.42913,-0.16626,0.69531,0.48431,0.19412
3.072,0.42131,-0.16381,0.69922,0.4902,0.18824
3.08,0.41349,-0.16137,0.69922,0.4902,0.18431
3.088,0.40762,-0.15892,0.70898,0.49412,0.17843
3.096,0.40469,-0.15648,0.72461,0.49412,0.17451
3.104,0.40371,-0.15403,0.72461,0.48431,0.17451
3.112,0.40469,-0.15159,0.73047,0.48431,0.15882
3.12,0.40762,-0.1467,0.73438,0.48039,0.15882
3.128,0.41251,-0.14181,0.74414,0.47451,0.14902
3.136,0.4174,-0.13936,0.75,0.47059,0.14902
3.144,0.42326,-0.13447,0.74414,0.46078,0.13922
3.152,0.42913,-0.12958,0.75977,0.44902,0.13333
3.16,0.43304,-0.12469,0.76562,0.44902,0.12353
3.168,0.43695,-0.1198,0.76953,0.42941,0.12353
3.176,0.43891,-0.11247,0.77539,0.4098,0.1098
3.184,0.44086,-0.10513,0.77539,0.39412,0.10392
3.192,0.44086,-0.0978,0.78516,0.38039,0.098039
3.2,0.43988,-0.090465,0.79492,0.35882,0.088235
3.208,0.43793,-0.085575,0.79492,0.34902,0.078431
3.216,0.43402,-0.07824,0.78906,0.33922,0.078431
3.224,0.42913,-0.070905,0.78906,0.3451,0.084314
3.232,0.42326,-0.06357,0.78906,0.34902,0.084314
3.24,0.41642,-0.056235,0.79492,0.37059,0.098039
3.248,0.4086,-0.0489,0.77539,0.39412,0.1098
3.256,0.40176,-0.041565,0.75391,0.41569,0.13333
3.264,0.39687,-0.03423,0.75,0.43529,0.14902
3.272,0.39198,-0.02445,0.74023,0.4549,0.15882
3.28,0.3871,-0.01467,0.73047,0.47451,0.17451
3.288,0.38221,-0.007335,0.72461,0.4902,0.17843
3.296,0.37732,0,0.72461,0.5,0.17843
3.304,0.37341,0.00978,0.72461,0.50588,0.18431
3.312,0.37048,0.01467,0.72461,0.51569,0.18824
3.32,0.36755,0.022005,0.72461,0.51961,0.18431
3.328,0.36559,0.02934,0.73047,0.52549,0.18824
3.336,0.36364,0.03423,0.73047,0.52941,0.18431
3.344,0.36168,0.041565,0.73438,0.53529,0.17843
3.352,0.3607,0.0489,0.73438,0.52941,0.17451
3.36,0.35973,0.05379,0.74023,0.53529,0.17451
3.368,0.35973,0.061125,0.74414,0.53529,0.17451
3.376,0.35875,0.066015,0.74023,0.52941,0.16863
3.384,0.35875,0.070905,0.75391,0.52549,0.15882
3.392,0.35777,0.07824,0.75,0.52941,0.16471
3.4,0.35679,0.08313,0.75391,0.53529,0.1549
3.408,0.35679,0.08802,0.75,0.53529,0.16471
3.416,0.35582,0.09291,0.75,0.53529,0.16863
3.424,0.35386,0.0978,0.74414,0.53529,0.16863
3.432,0.35191,0.10513,0.75,0.53922,0.16863
3.44,0.34995,0.11247,0.74414,0.53529,0.17451
3.448,0.348,0.11736,0.75,0.53529,0.16863
3.456,0.34506,0.12469,0.75977,0.55098,0.15882
3.464,0.34311,0.12958,0.76562,0.56078,0.1549
3.472,0.34311,0.13447,0.77539,0.56471,0.14902
3.48,0.34311,0.13936,0.78906,0.57059,0.13333
3.488,0.34506,0.14425,0.80469,0.57451,0.12353
3.496,0.34995,0.15159,0.81445,0.57451,0.11373
3.504,0.35777,0.15648,0.82031,0.56078,0.11961
3.512,0.3695,0.16381,0.81055,0.5451,0.12353
3.52,0.38612,0.17115,0.79883,0.53922,0.12353
3.528,0.40665,0.17604,0.7793,0.52941,0.13333
3.536,0.43109,0.18093,0.75,0.51961,0.1549
3.544,0.45943,0.18826,0.73438,0.51961,0.17451
3.552,0.48876,0.19315,0.72461,0.51569,0.18431
3.56,0.51808,0.19804,0.72461,0.51569,0.17843
3.568,0.54154,0.20293,0.72461,0.51569,0.18431
3.576,0.56012,0.20782,0.72461,0.50588,0.18824
3.584,0.57771,0.21271,0.72461,0.5098,0.18824
3.592,0.5914,0.2176,0.72461,0.5098,0.19412
3.6,0.59922,0.22494,0.72461,0.51569,0.18431
3.608,0.60215,0.22983,0.70898,0.56078,0.19412
3.616,0.59922,0.23472,0.73047,0.6549,0.2
3.624,0.59335,0.23961,0.87891,0.68039,0.094118
3.632,0.5826,0.24205,1.25,0.46078,-0.21765
3.64,0.56989,0.24694,1.4746,0.20392,-0.41176
3.648,0.55621,0.24939,1.3145,0.14902,-0.27255
3.656,0.54154,0.25428,1.0254,0.3451,-0.015686
3.664,0.52493,0.25917,0.77539,0.41569,0.17451
3.672,0.51124,0.26161,0.57031,0.43922,0.31373
3.68,0.50147,0.2665,0.4707,0.39412,0.38039
3.688,0.48974,0.26895,0.42969,0.3451,0.38431
3.696,0.47801,0.27139,0.48047,0.32941,0.34902
3.704,0.4653,0.27628,0.56055,0.39412,0.29412
3.712,0.45455,0.27873,0.64062,0.43922,0.23922
3.72,0.44379,0.28117,0.66992,0.48039,0.2098
3.728,0.43304,0.28362,0.68945,0.5,0.19412
3.736,0.42424,0.28606,0.69922,0.5,0.18824
3.744,0.4174,0.28851,0.71484,0.5,0.17451
3.752,0.41349,0.29095,0.72461,0.5,0.17451
3.76,0.41056,0.2934,0.72461,0.5,0.17451
3.768,0.40958,0.29584,0.73047,0.49412,0.16863
3.776,0.41056,0.29829,0.73047,0.49412,0.16863
3.784,0.41251,0.30073,0.73047,0.4902,0.16471
