Time [s], RESP, II, V, AVR, PLETH
0.312,0.24017,0.18506,0.60498,0.61486,1.5611
0.32,0.24872,0.15527,0.58496,0.6349,1.5523
0.328,0.25727,0.12988,0.59521,0.65494,1.5396
0.336,0.2646,0.12012,0.58984,0.66031,1.523
0.344,0.27193,0.10986,0.60498,0.6652,1.5034
0.352,0.27779,0.11523,0.58984,0.66031,1.4809
0.36,0.2839,0.11523,0.60498,0.6652,1.4565
0.368,0.28805,0.12012,0.58984,0.66031,1.4291
0.376,0.29221,0.12012,0.60498,0.66031,1.3998
0.384,0.29465,0.12988,0.6001,0.65494,1.3744
0.392,0.29734,0.12988,0.61475,0.65494,1.3509
0.4,0.29856,0.12988,0.6001,0.65494,1.3226
0.408,0.30002,0.14014,0.61475,0.65005,1.2923
0.416,0.30027,0.13525,0.60498,0.64516,1.262
0.424,0.30076,0.14502,0.61475,0.64027,1.2336
0.432,0.30051,0.1499,0.60498,0.6349,1.2063
0.44,0.30027,0.14502,0.60986,0.6349,1.1799
0.448,0.29954,0.1499,0.6001,0.6349,1.1544
0.456,0.29905,0.16016,0.59521,0.62023,1.13
0.464,0.29954,0.20508,0.625,0.58504,1.1065
0.472,0.30002,0.24512,0.64502,0.55523,1.0831
0.48,0.30149,0.2749,0.6499,0.53519,1.0635
0.488,0.30296,0.28516,0.65479,0.52981,1.0469
0.496,0.30564,0.31006,0.6748,0.51515,1.0283
0.504,0.30858,0.29004,0.66016,0.52004,1.0137
0.512,0.31224,0.26025,0.6499,0.53519,1.0098
0.52,0.31615,0.25,0.64502,0.54008,1.0283
0.528,0.32006,0.20508,0.625,0.56989,1.0782
0.536,0.32421,0.16504,0.62012,0.60997,1.1691
0.544,0.32861,0.1001,0.60498,0.66031,1.3089
0.552,0.33301,0.080078,0.58984,0.67498,1.4966
0.56,0.33838,0.064941,0.59521,0.69013,1.7224
0.568,0.344,0.060059,0.58008,0.69501,1.9717
0.576,0.35011,0.060059,0.58984,0.70039,2.2248
0.584,0.35646,0.055176,0.58008,0.70039,2.435
0.592,0.36184,0.044922,0.5752,0.70528,2.6041
0.6,0.36721,0.10986,0.52979,0.67498,2.7576
0.608,0.37185,0.48486,0.5752,0.47019,2.8719
0.616,0.3765,1.2646,0.7002,-0.010264,2.9384
0.624,0.38041,1.5,1.085,-0.34066,2.957
0.632,0.38456,0.93506,1.3696,0.1999,2.9326
0.64,0.38774,-0.16504,1.1001,0.85044,2.8759
0.648,0.39091,-0.4248,0.7749,1.0005,2.7957
0.656,0.3914,-0.1748,0.6499,0.84018,2.7019
0.664,0.39189,-0.014648,0.6001,0.73509,2.6031
0.672,0.38993,0.015137,0.56982,0.71505,2.5064
0.68,0.38798,0.024902,0.54492,0.71017,2.4223
0.688,0.38505,0.035156,0.53516,0.70528,2.35
0.696,0.38236,0.040039,0.54004,0.70039,2.2815
0.704,0.3787,0.050293,0.52979,0.69013,2.2209
0.712,0.37503,0.060059,0.54492,0.68524,2.1701
0.72,0.36892,0.070312,0.52979,0.67498,2.1271
0.728,0.36306,0.080078,0.54004,0.67009,2.089
0.736,0.355,0.1001,0.52979,0.66031,2.0528
0.744,0.34693,0.11523,0.54492,0.65005,2.0166
0.752,0.33887,0.13525,0.53516,0.6349,1.9765
0.76,0.33081,0.1499,0.55518,0.62023,1.9335
0.768,0.32299,0.17529,0.54004,0.6002,1.8856
0.776,0.31517,0.19531,0.55518,0.58993,1.8348
0.784,0.30858,0.22021,0.54492,0.565,1.7889
0.792,0.30198,0.24512,0.55518,0.54985,1.7488
0.8,0.29636,0.27002,0.54004,0.52981,1.7077
0.808,0.29098,0.28516,0.55518,0.52004,1.6706
0.816,0.28708,0.30518,0.5498,0.49511,1.6393
0.824,0.28317,0.31982,0.56006,0.49022,1.6158
0.832,0.28072,0.33008,0.55518,0.47996,1.6002
0.84,0.27852,0.33984,0.58496,0.47019,1.5914
0.848,0.27779,0.3501,0.59521,0.47019,1.5894
0.856,0.27706,0.33984,0.60986,0.47996,1.5914
0.864,0.27779,0.31006,0.62012,0.50978,1.5953
0.872,0.27852,0.26514,0.62988,0.54008,1.6002
0.88,0.28121,0.21484,0.63477,0.58016,1.6051
0.888,0.2839,0.16504,0.625,0.60997,1.609
0.896,0.28805,0.125,0.63477,0.64516,1.6109
0.904,0.29221,0.095215,0.62012,0.66031,1.609
0.912,0.29612,0.080078,0.63477,0.67009,1.6031
0.92,0.30002,0.075195,0.625,0.67498,1.5934
0.928,0.30344,0.070312,0.64502,0.68524,1.5806
0.936,0.30711,0.075195,0.625,0.67498,1.565
0.944,0.31029,0.080078,0.63477,0.68035,1.5464
0.952,0.31346,0.080078,0.625,0.67498,1.5239
0.96,0.31639,0.080078,0.63477,0.67498,1.5005
0.968,0.31933,0.084961,0.625,0.67498,1.4751
0.976,0.32104,0.090332,0.64014,0.67009,1.4487
0.984,0.32275,0.095215,0.62988,0.67009,1.4272
0.992,0.32348,0.1001,0.64502,0.6652,1.4076
1,0.32421,0.10498,0.625,0.66031,1.3832
1.008,0.32397,0.10498,0.64014,0.66031,1.3568
1.016,0.32397,0.10498,0.625,0.65494,1.3294
1.024,0.32323,0.13525,0.64502,0.63001,1.3021
1.032,0.32275,0.20508,0.6499,0.58504,1.2757
1.04,0.32226,0.22998,0.6748,0.565,1.2483
1.048,0.32177,0.25488,0.6748,0.54497,1.2209
1.056,0.32128,0.24512,0.66992,0.54985,1.1935
1.064,0.32079,0.26514,0.69482,0.52981,1.1642
1.072,0.3203,0.2251,0.6748,0.54985,1.1339
1.08,0.31981,0.20508,0.66504,0.565,1.1124
1.088,0.31933,0.18506,0.66016,0.56989,1.0997
1.096,0.31908,0.1499,0.6499,0.60997,1.0978
1.104,0.31933,0.095215,0.64502,0.65005,1.1183
1.112,0.31957,0.040039,0.625,0.69501,1.175
1.12,0.3203,0.02002,0.61475,0.71017,1.2766
1.128,0.32104,0.010254,0.60986,0.71505,1.4262
1.136,0.32201,0.010254,0.6001,0.72532,1.6207
1.144,0.32323,0.010254,0.60498,0.72532,1.8495
1.152,0.32446,0.0048828,0.59521,0.73021,2.0948
1.16,0.32592,-0.0048828,0.6001,0.73998,2.3372
1.168,0.32739,0.12988,0.5498,0.67498,2.5562
1.176,0.3291,0.6499,0.61475,0.3651,2.7204
1.184,0.33056,1.395,0.7998,-0.11535,2.8348
1.192,0.33227,1.5,1.2646,-0.27077,2.9198
1.2,0.3335,0.29004,1.375,0.54985,2.9638
1.208,0.33496,-0.49463,0.95508,1.0303,2.9668
1.216,0.3357,-0.49951,0.68506,1.0406,2.9345
1.224,0.33667,-0.089844,0.6499,0.78543,2.8749
1.232,0.33667,-0.02002,0.56494,0.73509,2.7957
1.24,0.33692,-0.02002,0.5752,0.73998,2.7077
1.248,0.33618,-0.014648,0.5249,0.73021,2.6168
1.256,0.33545,-0.0097656,0.54492,0.73021,2.5269
1.264,0.33374,0,0.52002,0.71994,2.4438
1.272,0.33203,0.0048828,0.51514,0.72532,2.3695
1.28,0.32934,0.015137,0.5498,0.71017,2.3089
1.288,0.3269,0.030273,0.51514,0.70528,2.2571
1.296,0.3225,0.044922,0.55518,0.69013,2.2102
1.304,0.31835,0.064941,0.52002,0.68524,2.1662
1.312,0.31297,0.084961,0.56006,0.6652,2.1251
1.32,0.3076,0.10986,0.5249,0.64516,2.085
1.328,0.30222,0.12988,0.56006,0.6349,2.043
1.336,0.29685,0.15527,0.52979,0.61486,1.9971
1.344,0.29147,0.17529,0.56494,0.6002,1.9472
1.352,0.28634,0.20996,0.5249,0.57527,1.8944
1.36,0.2817,0.23486,0.55518,0.55523,1.8397
1.368,0.27706,0.26025,0.52979,0.53519,1.7849
1.376,0.2729,0.28027,0.56006,0.52004,1.738
1.384,0.269,0.30518,0.52979,0.49511,1.697
1.392,0.26582,0.31494,0.56006,0.48485,1.6569
1.4,0.26264,0.33496,0.53516,0.47019,1.6217
1.408,0.2602,0.33984,0.58008,0.47019,1.5914
1.416,0.258,0.3501,0.55518,0.47019,1.5689
1.424,0.25605,0.3252,0.60498,0.49511,1.5543
1.432,0.25434,0.28516,0.58496,0.52493,1.5464
1.44,0.25287,0.22998,0.625,0.565,1.5425
1.448,0.25165,0.18018,0.58984,0.6002,1.5406
1.456,0.25067,0.12988,0.62012,0.64027,1.5406
1.464,0.24969,0.095215,0.58984,0.66031,1.5406
1.472,0.24896,0.070312,0.61475,0.68035,1.5396
1.48,0.24823,0.060059,0.58496,0.68524,1.5367
1.488,0.24701,0.055176,0.60986,0.69013,1.5327
1.496,0.24603,0.055176,0.61475,0.68524,1.5259
1.504,0.24456,0.060059,0.58496,0.69013,1.5152
1.512,0.24334,0.060059,0.61475,0.68524,1.5005
1.52,0.24114,0.064941,0.58008,0.68524,1.4839
1.528,0.23919,0.064941,0.625,0.68524,1.4633
1.536,0.2365,0.075195,0.58984,0.67498,1.4409
1.544,0.23406,0.080078,0.625,0.67009,1.4164
1.552,0.23113,0.080078,0.58984,0.6652,1.39
1.56,0.22819,0.080078,0.625,0.67009,1.3627
1.568,0.22502,0.084961,0.58984,0.6652,1.3353
1.576,0.22184,0.090332,0.62012,0.6652,1.3118
1.584,0.21842,0.084961,0.58496,0.66031,1.2913
1.592,0.215,0.090332,0.61475,0.6652,1.2669
1.6,0.21158,0.10986,0.58008,0.64516,1.2405
1.608,0.20816,0.16016,0.63477,0.60997,1.2141
1.616,0.20498,0.20996,0.61475,0.565,1.1857
1.624,0.20205,0.23486,0.65479,0.54985,1.1544
1.632,0.19936,0.23486,0.61475,0.54008,1.1222
1.64,0.19692,0.25488,0.66992,0.52981,1.0899
1.648,0.19521,0.24023,0.625,0.53519,1.0616
1.656,0.1935,0.20508,0.64502,0.55523,1.0469
1.664,0.19252,0.18994,0.60986,0.565,1.0547
1.672,0.19155,0.14502,0.59521,0.59531,1.0968
1.68,0.19155,0.10986,0.60986,0.6349,1.1623
1.688,0.19155,0.050293,0.5752,0.69013,1.262
1.696,0.19228,0.030273,0.59521,0.71017,1.4174
1.704,0.19301,0.02002,0.5498,0.71017,1.6207
1.712,0.19423,0.015137,0.58008,0.71505,1.8573
1.72,0.1957,0.024902,0.53516,0.71017,2.1075
1.728,0.19741,0.015137,0.5752,0.71994,2.35
1.736,0.19912,0.010254,0.52979,0.72532,2.564
1.744,0.20059,0.070312,0.54492,0.73021,2.7351
1.752,0.20205,0.41504,0.5,0.50978,2.8543
1.76,0.20327,1.0898,0.69482,0.059629,2.9198
1.768,0.2045,1.5,1.0547,-0.2654,2.9365
1.776,0.20596,0.81494,1.3496,0.24487,2.9169
1.784,0.20767,-0.23486,1.0249,0.88514,2.8719
1.792,0.20938,-0.43994,0.72998,1.0103,2.8045
1.8,0.21134,-0.14502,0.58496,0.82014,2.7234
1.808,0.2128,0.0048828,0.58984,0.72532,2.6354
1.816,0.21451,0.02002,0.51514,0.71994,2.5464
1.824,0.21573,0.015137,0.52979,0.71017,2.4614
1.832,0.2172,0.024902,0.48486,0.70528,2.3842
1.84,0.21769,0.035156,0.51514,0.70528,2.3177
1.848,0.21842,0.055176,0.48486,0.69013,2.261
1.856,0.21818,0.060059,0.50977,0.69013,2.2121
1.864,0.21818,0.080078,0.47998,0.67498,2.1691
1.872,0.21769,0.095215,0.50977,0.66031,2.13
1.88,0.21744,0.10498,0.48486,0.65005,2.0948
1.888,0.21671,0.12988,0.47998,0.64027,2.0596
1.896,0.21598,0.1499,0.50977,0.62512,2.0176
1.904,0.215,0.16992,0.47998,0.61486,1.9687
1.912,0.21402,0.18994,0.50977,0.58993,1.915
1.92,0.21305,0.21484,0.48486,0.58016,1.8563
1.928,0.21207,0.22998,0.5249,0.565,1.7947
1.936,0.21183,0.26514,0.47998,0.54008,1.7341
1.944,0.21158,0.28516,0.50977,0.52004,1.6764
1.952,0.21207,0.31006,0.47021,0.49511,1.6256
1.96,0.21256,0.33496,0.50977,0.47996,1.5826
1.968,0.21305,0.35498,0.47998,0.46481,1.5474
1.976,0.21354,0.37012,0.52002,0.45015,1.522
1.984,0.21427,0.38525,0.5,0.43988,1.5064
1.992,0.21525,0.38525,0.54492,0.44477,1.4956
2,0.21696,0.39014,0.52979,0.43988,1.4897
2.008,0.21867,0.36523,0.56982,0.47019,1.4878
2.016,0.22086,0.3252,0.54004,0.50978,1.4878
2.024,0.22331,0.26514,0.58008,0.54497,1.4888
2.032,0.22575,0.21484,0.54004,0.58504,1.4888
2.04,0.22819,0.18018,0.5752,0.60997,1.4878
2.048,0.23039,0.14502,0.55518,0.6349,1.4839
2.056,0.23284,0.13525,0.58008,0.64516,1.478
2.064,0.23455,0.125,0.53516,0.65005,1.4692
2.072,0.2365,0.125,0.56982,0.64516,1.4575
2.08,0.23772,0.12988,0.54492,0.64027,1.4467
2.088,0.23919,0.12988,0.58496,0.64516,1.435
2.096,0.24017,0.12988,0.5498,0.64027,1.4194
2.104,0.24139,0.12988,0.54004,0.64027,1.3998
2.112,0.24212,0.14502,0.5752,0.62512,1.3773
2.12,0.2431,0.16504,0.54492,0.62023,1.3539
2.128,0.24359,0.17529,0.58008,0.61486,1.3284
2.136,0.24432,0.18018,0.54004,0.60508,1.3021
2.144,0.24481,0.17529,0.58008,0.61486,1.2747
2.152,0.2453,0.18018,0.54004,0.6002,1.2473
2.16,0.24554,0.17529,0.5752,0.60508,1.218
2.168,0.24603,0.18994,0.53516,0.59531,1.1887
2.176,0.24627,0.18994,0.56494,0.6002,1.1652
2.184,0.24676,0.18018,0.53516,0.6002,1.1447
2.192,0.24798,0.2002,0.56006,0.58504,1.1193
2.2,0.24921,0.25488,0.53516,0.54497,1.0909
2.208,0.25116,0.29004,0.60498,0.52004,1.0596
2.216,0.25336,0.3252,0.56982,0.49022,1.0283
2.224,0.25605,0.33008,0.60986,0.48485,1
2.232,0.25873,0.36523,0.6001,0.46481,0.9824
2.24,0.26191,0.3252,0.62012,0.47996,0.98436
2.248,0.26533,0.30029,0.56494,0.49511,1.0176
2.256,0.26948,0.2749,0.6001,0.51515,1.0938
2.264,0.27364,0.23486,0.54492,0.54008,1.218
2.272,0.27828,0.20508,0.5752,0.57527,1.392
2.28,0.28292,0.1499,0.54004,0.62023,1.5748
2.288,0.28659,0.125,0.55518,0.64516,1.7703
2.296,0.2905,0.10986,0.51514,0.66031,2.0059
2.304,0.29318,0.11523,0.50977,0.65494,2.2502
2.312,0.29612,0.10498,0.54492,0.6652,2.477
2.32,0.29807,0.1001,0.52002,0.67009,2.6657
2.328,0.30027,0.090332,0.52979,0.67498,2.8045
2.336,0.30173,0.20508,0.45508,0.61486,2.8895
2.344,0.3032,0.66504,0.54492,0.35484,2.9228
2.352,0.3032,1.4048,0.71484,-0.1305,2.912
2.36,0.30344,1.5,1.1797,-0.3304,2.8661
2.368,0.30198,0.75488,1.3096,0.31965,2.7957
2.376,0.30076,-0.13477,0.95996,0.85044,2.7195
2.384,0.29758,-0.32471,0.64014,0.94526,2.6403
2.392,0.29441,-0.094727,0.58008,0.78543,2.5543
2.4,0.28952,0.055176,0.52979,0.69013,2.4682
2.408,0.28463,0.064941,0.5249,0.68524,2.3881
2.416,0.2773,0.075195,0.45996,0.67498,2.3167
2.424,0.27022,0.080078,0.48486,0.67498,2.2551
2.432,0.26142,0.075195,0.45996,0.66031,2.2043
2.44,0.25287,0.090332,0.49512,0.66031,2.1603
2.448,0.24432,0.10498,0.45508,0.65494,2.1212
2.456,0.23601,0.11523,0.48486,0.65005,2.0841
2.464,0.22819,0.12988,0.47021,0.6349,2.045
2.472,0.22038,0.14502,0.50488,0.63001,2.001
2.48,0.21256,0.15527,0.45508,0.61486,1.958
2.488,0.20474,0.16504,0.49023,0.60997,1.914
2.496,0.19717,0.18018,0.49512,0.59531,1.8612
2.504,0.18959,0.18506,0.47998,0.58993,1.8025
2.512,0.18397,0.20996,0.49023,0.57527,1.7429
2.52,0.17835,0.2251,0.45508,0.55523,1.6852
2.528,0.17444,0.24512,0.5,0.54008,1.6325
2.536,0.17054,0.28027,0.45996,0.52004,1.5875
2.544,0.16834,0.30518,0.48486,0.49511,1.5503
2.552,0.16638,0.31982,0.45996,0.48485,1.523
2.56,0.16589,0.33008,0.49512,0.47019,1.5054
2.568,0.1654,0.34521,0.46484,0.45992,1.4946
2.576,0.16687,0.33984,0.50977,0.45992,1.4907
2.584,0.16834,0.37012,0.49023,0.45015,1.4907
2.592,0.17102,0.375,0.54004,0.45503,1.4936
2.6,0.17396,0.35986,0.52002,0.47019,1.4976
2.608,0.17713,0.33008,0.56006,0.50489,1.5005
2.616,0.18031,0.28027,0.54492,0.54008,1.5024
2.624,0.18324,0.23486,0.5752,0.57527,1.5024
2.632,0.18642,0.20508,0.52002,0.58993,1.4995
2.64,0.18886,0.2002,0.56494,0.60508,1.4946
2.648,0.19155,0.16992,0.54004,0.61486,1.4868
2.656,0.1935,0.1499,0.56494,0.6349,1.4741
2.664,0.1957,0.16992,0.52979,0.63001,1.4585
2.672,0.19741,0.14014,0.5752,0.64027,1.4389
2.68,0.19912,0.1499,0.53516,0.6349,1.4213
2.688,0.20034,0.15527,0.56006,0.63001,1.4027
2.696,0.20181,0.1499,0.54492,0.6349,1.3793
2.704,0.20254,0.17529,0.58008,0.62512,1.3529
2.712,0.20327,0.16504,0.58496,0.63001,1.3245
2.72,0.20327,0.15527,0.54004,0.6349,1.2942
2.728,0.20352,0.18018,0.56982,0.61486,1.2639
2.736,0.20327,0.16992,0.5498,0.61486,1.2326
2.744,0.20327,0.17529,0.58984,0.61486,1.2023
2.752,0.20279,0.18994,0.54492,0.60997,1.173
2.76,0.2023,0.19531,0.58008,0.60508,1.1447
2.768,0.20205,0.17529,0.55518,0.61486,1.1183
2.776,0.20181,0.17529,0.58008,0.60997,1.0978
2.784,0.20205,0.22021,0.54004,0.58016,1.0792
2.792,0.2023,0.26514,0.60986,0.54985,1.0567
2.8,0.20401,0.29004,0.58984,0.52004,1.0313
2.808,0.20596,0.30029,0.61475,0.52004,1.0049
2.816,0.20889,0.3252,0.58984,0.49511,0.9824
2.824,0.21207,0.33008,0.63477,0.50489,0.96872
2.832,0.21549,0.28516,0.58496,0.52004,0.97361
2.84,0.21915,0.26514,0.625,0.53519,1.0078
2.848,0.22306,0.2251,0.55518,0.55523,1.0821
2.856,0.22722,0.18994,0.58984,0.6002,1.2063
2.864,0.23186,0.13525,0.53516,0.6349,1.3803
2.872,0.2365,0.090332,0.56006,0.68035,1.5973
2.88,0.24163,0.080078,0.52002,0.68524,1.8074
2.888,0.24701,0.090332,0.54492,0.67498,2.0137
2.896,0.25263,0.075195,0.51514,0.69013,2.2434
2.904,0.25849,0.084961,0.52979,0.68524,2.4624
2.912,0.26435,0.064941,0.5,0.70039,2.6491
2.92,0.27046,0.10986,0.4751,0.67498,2.7879
2.928,0.2751,0.43018,0.48486,0.50489,2.8739
2.936,0.27999,1.21,0.62012,0.029814,2.9071
2.944,0.28341,1.5,0.96973,-0.3304,2.8954
2.952,0.28683,1.2197,1.3047,0.059629,2.8475
2.96,0.28879,0.075195,1.0747,0.73021,2.7742
2.968,0.29098,-0.38477,0.73486,0.98534,2.6843
2.976,0.29196,-0.23975,0.5752,0.88025,2.5973
2.984,0.29294,-0.02002,0.5249,0.73998,2.5132
2.992,0.29318,0.035156,0.52979,0.70528,2.4262
3,0.29343,0.044922,0.45996,0.70039,2.3441
3.008,0.29269,0.055176,0.48486,0.70528,2.2698
3.016,0.29196,0.035156,0.4502,0.70039,2.2053
3.024,0.28854,0.060059,0.48486,0.69013,2.1505
3.032,0.28537,0.060059,0.45996,0.68524,2.1046
3.04,0.28023,0.064941,0.49023,0.68524,2.0645
3.048,0.2751,0.10986,0.46484,0.66031,2.0264
3.056,0.26997,0.1001,0.5249,0.6652,1.9863
3.064,0.26484,0.10498,0.47998,0.65494,1.9443
3.072,0.25996,0.14502,0.5249,0.63001,1.9042
3.08,0.25507,0.12988,0.52002,0.63001,1.8622
3.088,0.25116,0.16504,0.5498,0.60997,1.8123
3.096,0.2475,0.18994,0.54004,0.58993,1.7586
3.104,0.24481,0.18506,0.58496,0.58993,1.7038
3.112,0.24237,0.22021,0.56982,0.565,1.651
3.12,0.24139,0.24023,0.60498,0.54985,1.6041
3.128,0.24041,0.23486,0.61475,0.54008,1.565
3.136,0.2409,0.28516,0.58984,0.52493,1.5347
3.144,0.24163,0.28027,0.64014,0.50978,1.5142
3.152,0.24359,0.31006,0.60498,0.49511,1.5034
3.16,0.24554,0.3252,0.62988,0.47507,1.4985
3.168,0.24872,0.33496,0.60498,0.47996,1.4995
3.176,0.25214,0.33008,0.65479,0.48485,1.5034
3.184,0.25727,0.34521,0.64502,0.49511,1.5073
3.192,0.26264,0.31494,0.68018,0.52004,1.5103
3.2,0.26948,0.28516,0.6499,0.54497,1.5122
3.208,0.27633,0.2251,0.70996,0.58016,1.5122
3.216,0.2839,0.18994,0.66992,0.60508,1.5093
3.224,0.29147,0.16016,0.71484,0.63001,1.5034
3.232,0.29929,0.14014,0.69482,0.6349,1.4936
3.24,0.30735,0.15527,0.71973,0.6349,1.4809
3.248,0.31395,0.14014,0.7002,0.6349,1.4653
3.256,0.32079,0.12988,0.74512,0.64516,1.4467
3.264,0.32641,0.125,0.69482,0.65005,1.4262
3.272,0.33203,0.14014,0.71973,0.6349,1.4076
3.28,0.33667,0.14014,0.68994,0.6349,1.3891
3.288,0.34156,0.1499,0.71484,0.64027,1.3656
3.296,0.34571,0.1499,0.68506,0.65005,1.3392
3.304,0.34987,0.15527,0.6748,0.60997,1.3109
3.312,0.35304,0.18018,0.64014,0.6002,1.2825
3.32,0.35622,0.16016,0.68018,0.63001,1.2542
3.328,0.35866,0.16016,0.64014,0.60997,1.2278
3.336,0.36135,0.16504,0.625,0.6002,1.2023
3.344,0.36477,0.16992,0.6499,0.59531,1.1799
3.352,0.36819,0.19531,0.62012,0.58016,1.1593
3.36,0.37259,0.24512,0.64014,0.54008,1.1398
3.368,0.37723,0.27002,0.61475,0.52493,1.1212
3.376,0.38383,0.2749,0.68018,0.54008,1.1075
3.384,0.39042,0.28516,0.64502,0.51515,1.0948
3.392,0.39873,0.31006,0.66992,0.48485,1.0772
3.4,0.40728,0.31494,0.63477,0.47507,1.0577
3.408,0.41656,0.28027,0.64014,0.5,1.042
3.416,0.42585,0.28516,0.61475,0.49511,1.0381
3.424,0.43635,0.2251,0.625,0.53519,1.0557
3.432,0.44686,0.21484,0.56494,0.54985,1.1036
3.44,0.46176,0.12988,0.58496,0.60997,1.1906
3.448,0.47691,0.1001,0.54492,0.62512,1.3206
3.456,0.49524,0.090332,0.55518,0.6349,1.4917
3.464,0.5138,0.10986,0.5,0.61486,1.695
3.472,0.53213,0.11523,0.54492,0.62512,1.8866
3.48,0.5507,0.095215,0.50488,0.63001,2.0665
3.488,0.56926,0.084961,0.51514,0.64027,2.26
3.496,0.58808,0.14502,0.4502,0.64516,2.4389
3.504,0.61129,0.52979,0.5,0.40469,2.5846
3.512,0.63474,1.3848,0.58008,-0.1002,2.6872
3.52,0.66211,1.5,0.93506,-0.4306,2.7449
3.528,0.68971,1.1348,1.2646,0.059629,2.7615
3.536,0.72025,-0.014648,1.0601,0.71017,2.7458
3.544,0.75104,-0.36475,0.71973,0.91544,2.7077
3.552,0.78329,-0.1499,0.58008,0.78543,2.6559
3.56,0.81578,0.015137,0.52979,0.68035,2.5982
3.568,0.84583,0.064941,0.4751,0.65494,2.5367
3.576,0.87613,0.075195,0.48486,0.6652,2.477
3.584,0.90447,0.064941,0.44482,0.66031,2.4135
3.592,0.93306,0.090332,0.4502,0.62512,2.3333
3.6,0.96237,0.11523,0.41504,0.60997,2.2326
3.608,0.99169,0.10986,0.43994,0.61486,2.1105
3.616,0.99585,0.12988,0.41992,0.62512,1.9677
3.624,1,0.1499,0.43994,0.58993,1.8074
3.632,1,0.14502,0.41016,0.58016,1.6344
3.64,1,0.18018,0.45996,0.58993,1.4545
3.648,1,0.20996,0.43018,0.58504,1.2717
3.656,1,0.21484,0.45508,0.56012,1.088
3.664,1,0.23486,0.4248,0.52004,0.9042
3.672,1,0.29004,0.45996,0.50978,0.74878
3.68,1,0.30518,0.4248,0.47507,0.61095
3.688,1,0.33008,0.4502,0.47019,0.46139
3.696,1,0.34521,0.41504,0.45992,0.31476
3.704,1,0.35986,0.43994,0.43988,0.1828
3.712,1,0.38525,0.41504,0.42473,0.090909
3.72,1,0.40479,0.45996,0.41496,0.044966
3.728,1,0.43018,0.4751,0.42473,0.022483
3.736,1,0.43018,0.44482,0.39003,0.010753
3.744,1,0.4751,0.45508,0.3348,0.0048876
3.752,1,0.4248,0.50488,0.39492,0.001955
3.76,1,0.39502,0.5498,0.45503,0.00097752
3.768,1,0.37988,0.52002,0.46481,0
3.776,1,0.33008,0.52979,0.43988,0
3.784,1,0.30029,0.54004,0.49511,0
3.792,1,0.25,0.5498,0.53519,0
3.8,1,0.22021,0.53516,0.55523,0
3.808,1,0.2251,0.58496,0.54985,0
3.816,1,0.16992,0.5752,0.6002,0
3.824,1,0.2002,0.60498,0.58016,0
3.832,1,0.16992,0.58008,0.59531,0
3.84,1,0.18994,0.60498,0.57527,0
3.848,1,0.21484,0.58984,0.565,0
3.856,1,0.18506,0.6499,0.58504,0
3.864,1,0.22021,0.6001,0.56012,0
3.872,1,0.21484,0.63477,0.565,0
3.88,1,0.2251,0.62988,0.56989,0.0078201
3.888,1,0.25488,0.6499,0.54497,0.028348
3.896,1,0.24023,0.62012,0.56012,0.048876
3.904,1,0.24512,0.64502,0.565,0.057674
