Time [s], RESP, PLETH, II, V, AVR
0.288,0.51906,0.42424,-0.09375,0.84118,0.79883
0.296,0.52786,0.42131,-0.074219,0.82549,0.79492
0.304,0.53568,0.41838,-0.058594,0.81176,0.80469
0.312,0.5435,0.41544,-0.044922,0.7902,0.81055
0.32,0.55132,0.41349,-0.029297,0.77059,0.82031
0.328,0.55914,0.41056,-0.0097656,0.75098,0.81445
0.336,0.56696,0.4086,-0.0039062,0.7451,0.82031
0.344,0.5738,0.40665,0.0058594,0.74118,0.82031
0.352,0.58162,0.40567,0,0.73529,0.83008
0.36,0.58847,0.40371,0,0.73529,0.82031
0.368,0.59629,0.40078,0,0.73529,0.83008
0.376,0.60411,0.39785,0,0.74118,0.82422
0.384,0.61193,0.39492,0,0.74118,0.83008
0.392,0.61975,0.39296,0,0.7451,0.83008
0.4,0.62757,0.39003,0.0058594,0.7451,0.82031
0.408,0.63441,0.38905,0,0.7451,0.82031
0.416,0.64223,0.38807,-0.0039062,0.7451,0.82422
0.424,0.65005,0.38807,-0.0097656,0.75098,0.82031
0.432,0.65787,0.38807,-0.0039062,0.75098,0.82031
0.44,0.66569,0.3871,-0.0097656,0.7451,0.81445
0.448,0.67449,0.38612,-0.0039062,0.74118,0.81055
0.456,0.68328,0.38514,-0.0097656,0.7451,0.81445
0.464,0.69208,0.38319,0,0.73529,0.79883
0.472,0.6999,0.38221,0,0.73529,0.80469
0.48,0.70772,0.38025,0.0097656,0.72549,0.79492
0.488,0.71457,0.3783,0.0097656,0.72157,0.80469
0.496,0.72239,0.37732,0.0097656,0.72549,0.80469
0.504,0.73021,0.37732,0,0.73529,0.81055
0.512,0.739,0.37928,0.019531,0.72157,0.79492
0.52,0.74878,0.38123,0.015625,0.74118,0.78906
0.528,0.75855,0.3871,0.054688,0.77059,0.75977
0.536,0.76931,0.39785,0.070312,0.78039,0.75
0.544,0.78006,0.41056,0.060547,0.74118,0.75977
0.552,0.79081,0.4262,0.044922,0.70588,0.78906
0.56,0.80254,0.44477,0.070312,0.67059,0.76562
0.568,0.81232,0.46725,0.085938,0.6549,0.75977
0.576,0.82209,0.49071,0.10547,0.63529,0.75
0.584,0.82991,0.5132,0.11133,0.62941,0.75
0.592,0.83871,0.53275,0.099609,0.6451,0.75391
0.6,0.84848,0.54936,0.035156,0.6902,0.80469
0.608,0.85728,0.56109,-0.019531,0.71569,0.84961
0.616,0.86804,0.56891,-0.058594,0.74118,0.87891
0.624,0.87781,0.5738,-0.074219,0.74118,0.88867
0.632,0.88759,0.57576,-0.074219,0.7451,0.88867
0.64,0.89638,0.57576,-0.080078,0.7451,0.88867
0.648,0.90518,0.5738,-0.070312,0.73529,0.88477
0.656,0.91496,0.57087,-0.054688,0.7098,0.85547
0.664,0.92473,0.56696,-0.029297,0.68627,0.69922
0.672,0.93548,0.56207,0.17578,0.69608,0.48047
0.68,0.94624,0.55621,0.82422,0.3549,0.11133
0.688,0.95797,0.55034,1.3438,0.07451,-0.025391
0.696,0.97067,0.54448,0.89453,0.16471,0.55078
0.704,0.98338,0.53959,0.18945,0.52549,0.95898
0.712,0.99218,0.53372,-0.039062,0.70588,0.99023
0.72,1,0.52786,-0.12891,0.78039,0.95898
0.728,1,0.52199,-0.16992,0.81569,0.95508
0.736,1,0.51515,-0.19336,0.83137,0.96875
0.744,1,0.50929,-0.19922,0.84118,0.96875
0.752,1,0.5044,-0.20898,0.84118,0.97461
0.76,1,0.49951,-0.20898,0.84118,0.95898
0.768,1,0.49365,-0.20898,0.84118,0.95898
0.776,1,0.4868,-0.20508,0.84118,0.95508
0.784,1,0.48094,-0.19922,0.84118,0.94922
0.792,1,0.47507,-0.18945,0.84118,0.93555
0.8,1,0.46921,-0.18945,0.84118,0.93555
0.808,1,0.46432,-0.17969,0.83529,0.92969
0.816,1,0.46041,-0.16992,0.83137,0.91992
0.824,1,0.4565,-0.16406,0.82549,0.91406
0.832,1,0.45161,-0.16406,0.83137,0.91016
0.84,1,0.4477,-0.16406,0.82549,0.89453
0.848,1,0.44477,-0.1543,0.82157,0.88867
0.856,1,0.44184,-0.1543,0.82549,0.88867
0.864,1,0.43891,-0.14453,0.82157,0.86523
0.872,1,0.43695,-0.13867,0.82157,0.85938
0.88,1,0.435,-0.13477,0.82157,0.84375
0.888,1,0.43304,-0.13477,0.82549,0.83984
0.896,1,0.43109,-0.125,0.82549,0.82031
0.904,1,0.42913,-0.12891,0.83529,0.81055
0.912,1,0.42717,-0.12891,0.84118,0.79492
0.92,1,0.42522,-0.13867,0.8451,0.79883
0.928,1,0.42229,-0.125,0.84118,0.79492
0.936,1,0.42033,-0.125,0.84118,0.79883
0.944,1,0.41838,-0.11523,0.83137,0.81055
0.952,1,0.41642,-0.10352,0.81569,0.82031
0.96,1,0.41447,-0.089844,0.80588,0.82031
0.968,1,0.41056,-0.070312,0.78627,0.82422
0.976,1,0.40762,-0.044922,0.76667,0.82031
0.984,1,0.40469,-0.025391,0.7451,0.82031
0.992,1,0.40176,-0.0097656,0.74118,0.82031
1,1,0.39883,0,0.73137,0.82422
1.008,1,0.39589,0,0.72549,0.82422
1.016,1,0.39296,-0.0039062,0.72549,0.83398
1.024,1,0.39003,-0.0097656,0.72549,0.83984
1.032,1,0.38807,0,0.72549,0.83984
1.04,1,0.3871,-0.0039062,0.73137,0.83984
1.048,1,0.38514,0,0.73529,0.83398
1.056,1,0.38319,-0.0039062,0.74118,0.83984
1.064,1,0.38221,0,0.74118,0.83398
1.072,1,0.38025,-0.013672,0.7451,0.83398
1.08,1,0.3783,-0.0097656,0.7451,0.82422
1.088,1,0.37732,-0.0097656,0.74118,0.82031
1.096,0.99218,0.37732,-0.0039062,0.73529,0.82031
1.104,0.98338,0.37732,-0.0097656,0.73529,0.82031
1.112,0.97067,0.37732,0,0.73137,0.81445
1.12,0.95699,0.37732,-0.0097656,0.73529,0.82031
1.128,0.94526,0.37732,-0.0039062,0.72549,0.81445
1.136,0.93451,0.37732,-0.0097656,0.72157,0.82031
1.144,0.92375,0.37732,0,0.72157,0.81445
1.152,0.91398,0.37732,-0.0039062,0.72157,0.82031
1.16,0.9042,0.37732,-0.0039062,0.72157,0.82031
1.168,0.89541,0.37928,-0.0039062,0.72157,0.82031
1.176,0.88759,0.38319,-0.0039062,0.72157,0.82031
1.184,0.88074,0.39101,-0.0039062,0.73529,0.82031
1.192,0.87488,0.40469,0.03125,0.76667,0.7793
1.2,0.86901,0.42131,0.050781,0.78039,0.76562
1.208,0.86413,0.44282,0.041016,0.73137,0.7793
1.216,0.85924,0.46628,0.03125,0.69608,0.79492
1.224,0.85533,0.49071,0.054688,0.6549,0.7793
1.232,0.85142,0.51613,0.076172,0.64118,0.76562
1.24,0.84751,0.53568,0.089844,0.61961,0.75977
1.248,0.8436,0.55132,0.085938,0.61961,0.75977
1.256,0.83969,0.565,0.089844,0.63529,0.75391
1.264,0.83578,0.57576,0.03125,0.68039,0.80469
1.272,0.83089,0.5826,-0.029297,0.70588,0.84375
1.28,0.82698,0.58553,-0.058594,0.72157,0.86914
1.288,0.82209,0.58456,-0.074219,0.73137,0.88867
1.296,0.8172,0.5826,-0.074219,0.73137,0.88477
1.304,0.81134,0.58065,-0.083984,0.73529,0.88867
1.312,0.80645,0.57674,-0.074219,0.73137,0.87891
1.32,0.79961,0.5738,-0.054688,0.7,0.83984
1.328,0.79374,0.56989,0.0097656,0.68627,0.66016
1.336,0.78592,0.56794,0.24609,0.60588,0.45508
1.344,0.77908,0.565,0.93555,0.25882,0.041016
1.352,0.77028,0.56305,1.3242,-0.031373,-0.058594
1.36,0.76246,0.56012,0.82422,0.11373,0.60938
1.368,0.75464,0.55621,0.13477,0.5451,0.99023
1.376,0.74682,0.55132,-0.064453,0.72549,0.99414
1.384,0.73998,0.54545,-0.1543,0.80588,0.95898
1.392,0.73216,0.53959,-0.18945,0.84118,0.95898
1.4,0.72532,0.53372,-0.21484,0.85098,0.96875
1.408,0.7175,0.52786,-0.21875,0.86078,0.98047
1.416,0.70968,0.52199,-0.22461,0.86667,0.97461
1.424,0.70283,0.51613,-0.22461,0.87059,0.96875
1.432,0.69501,0.51026,-0.21875,0.86667,0.96484
1.44,0.68817,0.50538,-0.21484,0.86667,0.95898
1.448,0.68133,0.50049,-0.20898,0.86667,0.95898
1.456,0.67449,0.49462,-0.20898,0.86667,0.94922
1.464,0.66764,0.48974,-0.20508,0.86667,0.94531
1.472,0.6608,0.48485,-0.19922,0.86078,0.93555
1.48,0.65494,0.48094,-0.19336,0.86078,0.92969
1.488,0.64809,0.47703,-0.18945,0.86667,0.91406
1.496,0.64223,0.47507,-0.17969,0.86078,0.91406
1.504,0.63636,0.47312,-0.17969,0.86078,0.9043
1.512,0.6305,0.46921,-0.16992,0.86078,0.89453
1.52,0.62463,0.4653,-0.16406,0.86078,0.88867
1.528,0.61975,0.46139,-0.16016,0.86078,0.875
1.536,0.61486,0.45748,-0.16016,0.86078,0.86523
1.544,0.60997,0.45455,-0.16016,0.86078,0.84961
1.552,0.60606,0.45064,-0.16016,0.86667,0.83984
1.56,0.60215,0.4477,-0.14844,0.87059,0.82031
1.568,0.59824,0.44379,-0.1543,0.87647,0.80469
1.576,0.59335,0.44184,-0.14844,0.88627,0.79492
1.584,0.58944,0.43891,-0.14844,0.88627,0.79492
1.592,0.58456,0.43695,-0.14453,0.8902,0.78906
1.6,0.58065,0.435,-0.13867,0.88627,0.79492
1.608,0.57674,0.43304,-0.12891,0.87647,0.80469
1.616,0.57283,0.43109,-0.11914,0.86078,0.81445
1.624,0.56696,0.42913,-0.099609,0.83529,0.82031
1.632,0.56109,0.42717,-0.074219,0.81176,0.82031
1.64,0.55523,0.4262,-0.048828,0.78627,0.82422
1.648,0.54839,0.42522,-0.029297,0.7549,0.82031
1.656,0.54057,0.42424,-0.013672,0.74118,0.82422
1.664,0.53275,0.42326,0,0.73529,0.82422
1.672,0.52493,0.42229,0,0.72549,0.82422
1.68,0.51711,0.42033,0,0.72157,0.82422
1.688,0.50929,0.41935,0,0.72157,0.83398
1.696,0.50049,0.4174,0,0.72157,0.82422
1.704,0.49267,0.41642,0,0.72157,0.83398
1.712,0.48485,0.41447,0,0.72157,0.83008
1.72,0.47605,0.41447,-0.0097656,0.73137,0.84375
1.728,0.46725,0.41349,-0.0039062,0.73529,0.83398
1.736,0.45846,0.41349,-0.0097656,0.73529,0.83984
1.744,0.44966,0.41447,-0.0039062,0.73529,0.82422
1.752,0.44086,0.41447,-0.013672,0.74118,0.83398
1.76,0.43206,0.41447,-0.013672,0.74118,0.83008
1.768,0.42424,0.41544,-0.013672,0.73529,0.83398
1.776,0.41544,0.41544,-0.0039062,0.73529,0.82031
1.784,0.40762,0.41544,-0.0097656,0.73529,0.82031
1.792,0.39883,0.41544,-0.0039062,0.73529,0.81445
1.8,0.39101,0.41447,-0.0039062,0.73137,0.82031
1.808,0.38319,0.41349,0,0.73137,0.81055
1.816,0.37439,0.41349,0,0.72549,0.81055
1.824,0.36657,0.41544,0,0.72157,0.81445
1.832,0.35875,0.41838,0.0058594,0.72157,0.81055
1.84,0.35093,0.42424,0,0.72157,0.82031
1.848,0.34506,0.43206,0.025391,0.75098,0.78906
1.856,0.33822,0.44673,0.054688,0.77059,0.75
1.864,0.33236,0.46725,0.044922,0.75098,0.76953
1.872,0.32649,0.49169,0.035156,0.7098,0.78906
1.88,0.32063,0.51808,0.041016,0.67059,0.79492
1.888,0.31574,0.54643,0.064453,0.63529,0.76953
1.896,0.30987,0.57185,0.080078,0.61961,0.76562
1.904,0.30499,0.59531,0.085938,0.61569,0.76953
1.912,0.29912,0.61388,0.089844,0.62549,0.75391
1.92,0.29423,0.62952,0.050781,0.66078,0.78906
1.928,0.28837,0.64027,-0.0097656,0.69608,0.83398
1.936,0.28348,0.64614,-0.054688,0.72549,0.86914
1.944,0.27859,0.64809,-0.074219,0.73529,0.88477
1.952,0.27273,0.64809,-0.080078,0.73529,0.88867
1.96,0.26784,0.64614,-0.074219,0.73137,0.88867
1.968,0.26295,0.64418,-0.080078,0.73529,0.88867
1.976,0.25709,0.64223,-0.070312,0.72157,0.86914
1.984,0.2522,0.64125,-0.044922,0.6902,0.76953
1.992,0.24633,0.64125,0.095703,0.69608,0.55469
2,0.24047,0.64027,0.56055,0.43529,0.23438
2.008,0.23558,0.63832,1.2695,0.039216,-0.10352
2.016,0.22972,0.63441,1.3086,-0.027451,0.33984
2.024,0.22483,0.6305,0.38477,0.38039,0.87891
2.032,0.21994,0.62659,0,0.66471,1
2.04,0.21408,0.62268,-0.11523,0.78039,0.96875
2.048,0.20919,0.61779,-0.18359,0.83137,0.96484
2.056,0.2043,0.6129,-0.21484,0.85098,0.98438
2.064,0.19844,0.60508,-0.22461,0.86078,0.98438
2.072,0.19453,0.59726,-0.22852,0.86667,0.99023
2.08,0.18964,0.58847,-0.21875,0.87059,0.98047
2.088,0.18671,0.57967,-0.21875,0.88039,0.98438
2.096,0.1828,0.56891,-0.21484,0.87647,0.96875
2.104,0.17986,0.55816,-0.21484,0.88039,0.95898
2.112,0.17595,0.54839,-0.20508,0.86667,0.95508
2.12,0.17302,0.53959,-0.20508,0.87059,0.94922
2.128,0.16911,0.53079,-0.19336,0.86078,0.93945
2.136,0.16716,0.52297,-0.19336,0.86078,0.93945
2.144,0.1652,0.51711,-0.18945,0.86078,0.92969
2.152,0.16325,0.5132,-0.17969,0.86078,0.92383
2.16,0.16227,0.50929,-0.17383,0.86078,0.91016
2.168,0.16129,0.50538,-0.16406,0.86078,0.9043
2.176,0.16129,0.50244,-0.16406,0.85686,0.88867
2.184,0.16129,0.50147,-0.16016,0.86078,0.87891
2.192,0.16129,0.49951,-0.14844,0.86078,0.86523
2.2,0.16129,0.49756,-0.14844,0.86078,0.85547
2.208,0.16129,0.49462,-0.14453,0.86078,0.83984
2.216,0.16129,0.49071,-0.14453,0.87059,0.83008
2.224,0.16227,0.48583,-0.14453,0.87647,0.81055
2.232,0.16227,0.48192,-0.14844,0.88039,0.80469
2.24,0.16325,0.47801,-0.14844,0.88627,0.79492
2.248,0.16422,0.4741,-0.14453,0.88627,0.78906
2.256,0.16422,0.47019,-0.14453,0.88627,0.79492
2.264,0.16422,0.46628,-0.13477,0.88039,0.79883
2.272,0.16422,0.46139,-0.125,0.86667,0.82031
2.28,0.16325,0.45748,-0.099609,0.85098,0.82031
2.288,0.16227,0.45259,-0.083984,0.82157,0.83008
2.296,0.16031,0.44673,-0.058594,0.7902,0.82422
2.304,0.15836,0.44282,-0.039062,0.76667,0.83008
2.312,0.1564,0.43793,-0.019531,0.7451,0.82031
2.32,0.15347,0.435,-0.0097656,0.74118,0.83008
2.328,0.15054,0.43206,-0.0039062,0.73137,0.83008
2.336,0.14761,0.43011,0,0.73137,0.83398
2.344,0.14467,0.42815,0,0.72549,0.83008
2.352,0.14174,0.4262,0,0.72549,0.83984
2.36,0.13783,0.42424,0,0.73137,0.83398
2.368,0.13392,0.42229,-0.0039062,0.74118,0.83984
2.376,0.12903,0.42033,0,0.74118,0.83398
2.384,0.12512,0.41935,-0.0097656,0.7451,0.83984
2.392,0.12121,0.41838,-0.013672,0.7451,0.84375
2.4,0.1173,0.41838,-0.025391,0.7451,0.83398
2.408,0.11339,0.41935,-0.025391,0.7451,0.84375
2.416,0.10948,0.42033,-0.025391,0.75098,0.83984
2.424,0.10557,0.41935,-0.025391,0.75098,0.84375
2.432,0.10166,0.41935,-0.025391,0.75098,0.83398
2.44,0.097752,0.41838,-0.019531,0.7451,0.82422
2.448,0.093842,0.4174,-0.013672,0.73529,0.82422
2.456,0.090909,0.41544,-0.013672,0.73137,0.82422
2.464,0.087977,0.41349,-0.0097656,0.72549,0.82031
2.472,0.086022,0.41251,-0.0097656,0.72157,0.82031
2.48,0.084066,0.41349,0,0.72157,0.82031
2.488,0.083089,0.41544,-0.0039062,0.72157,0.82031
2.496,0.082111,0.42131,0,0.72157,0.82031
2.504,0.082111,0.43109,0.0097656,0.74118,0.79883
2.512,0.082111,0.44575,0.054688,0.77059,0.75977
2.52,0.083089,0.46432,0.060547,0.77647,0.75391
2.528,0.083089,0.48876,0.044922,0.72157,0.7793
2.536,0.084066,0.51515,0.041016,0.68627,0.79492
2.544,0.086022,0.53861,0.064453,0.6451,0.76953
2.552,0.086999,0.56012,0.080078,0.62549,0.76562
2.56,0.087977,0.58162,0.085938,0.61569,0.75977
2.568,0.089932,0.60117,0.089844,0.61961,0.75391
2.576,0.090909,0.61779,0.080078,0.64118,0.76562
2.584,0.092864,0.6305,0.0097656,0.68627,0.82031
2.592,0.093842,0.63734,-0.039062,0.7098,0.85938
2.6,0.094819,0.64125,-0.074219,0.72157,0.88477
2.608,0.095797,0.64321,-0.074219,0.72157,0.88867
2.616,0.096774,0.64321,-0.074219,0.72549,0.88867
2.624,0.097752,0.64321,-0.074219,0.73137,0.88867
2.632,0.097752,0.64321,-0.074219,0.72549,0.88477
2.64,0.098729,0.64223,-0.054688,0.69608,0.82422
2.648,0.099707,0.64027,0.019531,0.68039,0.63477
2.656,0.10068,0.63832,0.33594,0.53529,0.375
2.664,0.10166,0.63539,1.0391,0.18431,-0.054688
2.672,0.10264,0.63148,1.2949,0.0078431,-0.080078
2.68,0.10264,0.62659,0.65039,0.21961,0.7207
2.688,0.10362,0.62268,0.070312,0.59608,1.0137
2.696,0.10362,0.61779,-0.083984,0.7451,0.98047
2.704,0.10362,0.61095,-0.16406,0.81176,0.97461
2.712,0.10362,0.60313,-0.19336,0.84118,0.97461
2.72,0.10459,0.59433,-0.21484,0.86078,0.98438
2.728,0.10459,0.58456,-0.21484,0.86667,0.98047
2.736,0.10557,0.57478,-0.21484,0.86667,0.97461
2.744,0.10655,0.56598,-0.21484,0.87059,0.96484
2.752,0.1085,0.55523,-0.20898,0.87059,0.96484
2.76,0.10948,0.54545,-0.20508,0.86667,0.95898
2.768,0.11046,0.53666,-0.20508,0.87059,0.95898
2.776,0.11241,0.52884,-0.19922,0.86078,0.94922
2.784,0.11339,0.52199,-0.18945,0.86667,0.93945
2.792,0.11535,0.51613,-0.18359,0.86078,0.93555
2.8,0.1173,0.51124,-0.17383,0.86078,0.92383
2.808,0.11926,0.50635,-0.16992,0.86078,0.91406
2.816,0.12023,0.50244,-0.16406,0.86078,0.91406
2.824,0.12219,0.49756,-0.16016,0.86078,0.89453
2.832,0.12414,0.49267,-0.1543,0.86078,0.88867
2.84,0.1261,0.48876,-0.14453,0.85686,0.875
2.848,0.12903,0.48583,-0.14453,0.85098,0.86523
2.856,0.13196,0.48094,-0.14453,0.86078,0.85547
2.864,0.13392,0.47703,-0.13867,0.85686,0.84375
2.872,0.13685,0.47312,-0.14453,0.86078,0.83008
2.88,0.13881,0.46823,-0.13477,0.86667,0.81445
2.888,0.14174,0.46432,-0.13867,0.87059,0.79883
2.896,0.1437,0.45943,-0.13867,0.88039,0.78906
2.904,0.14565,0.45552,-0.13477,0.88039,0.7793
2.912,0.14761,0.45064,-0.11914,0.87059,0.77539
2.92,0.14956,0.44673,-0.11914,0.87059,0.78906
2.928,0.15152,0.44379,-0.10352,0.86078,0.79492
2.936,0.15249,0.44184,-0.09375,0.8451,0.80469
2.944,0.15347,0.43988,-0.070312,0.82157,0.81055
2.952,0.15445,0.43793,-0.039062,0.7902,0.80469
2.96,0.15543,0.43597,-0.013672,0.77059,0.80469
2.968,0.1564,0.43402,-0.0039062,0.7549,0.81445
2.976,0.15738,0.43206,0,0.7451,0.82031
2.984,0.15836,0.42913,0,0.74118,0.82422
2.992,0.15934,0.4262,0,0.73137,0.82031
3,0.15934,0.42326,0,0.73137,0.82422
3.008,0.16031,0.42033,0.0058594,0.73137,0.82422
3.016,0.16031,0.41838,0.0058594,0.73529,0.83008
3.024,0.16031,0.41642,0,0.74118,0.82422
3.032,0.16129,0.41447,0.0058594,0.73529,0.83008
3.04,0.16129,0.41251,-0.0039062,0.74118,0.83984
3.048,0.16227,0.41153,-0.0097656,0.7451,0.83398
3.056,0.16325,0.41056,-0.0097656,0.75098,0.83398
3.064,0.1652,0.40958,-0.013672,0.75098,0.83398
3.072,0.16716,0.41056,-0.019531,0.75098,0.83984
3.08,0.17009,0.41153,-0.0097656,0.7451,0.83008
3.088,0.17302,0.41251,-0.013672,0.75098,0.83398
3.096,0.17693,0.41251,-0.013672,0.7451,0.82031
3.104,0.18084,0.41251,-0.0039062,0.74118,0.82031
3.112,0.18573,0.41056,0,0.73529,0.81445
3.12,0.19062,0.4086,0,0.73137,0.82031
3.128,0.1955,0.40665,0,0.73137,0.81445
3.136,0.20039,0.40567,0,0.72549,0.82031
3.144,0.20528,0.40665,0.0097656,0.72157,0.81445
3.152,0.21017,0.40958,-0.0039062,0.72549,0.82031
3.16,0.21603,0.41447,0,0.72549,0.81055
3.168,0.2219,0.42326,0.03125,0.7549,0.78516
3.176,0.22776,0.43793,0.070312,0.77647,0.75
3.184,0.23363,0.45552,0.050781,0.76078,0.76953
3.192,0.23851,0.47801,0.041016,0.71569,0.78906
3.2,0.24438,0.50244,0.044922,0.68039,0.79492
3.208,0.25024,0.52884,0.085938,0.65098,0.75977
3.216,0.25513,0.5523,0.095703,0.64118,0.75977
3.224,0.26197,0.5738,0.095703,0.62941,0.75391
3.232,0.26784,0.59042,0.099609,0.62941,0.75
3.24,0.27566,0.60117,0.064453,0.66471,0.78516
3.248,0.2825,0.60899,0,0.70588,0.83398
3.256,0.28935,0.61388,-0.044922,0.72549,0.86523
3.264,0.29717,0.61584,-0.070312,0.73529,0.88477
3.272,0.30401,0.61681,-0.074219,0.74118,0.88867
3.28,0.31183,0.61681,-0.074219,0.74118,0.88867
3.288,0.31769,0.61388,-0.074219,0.73529,0.88867
3.296,0.32454,0.61095,-0.064453,0.72549,0.87891
3.304,0.3304,0.60606,-0.048828,0.6902,0.78906
3.312,0.33724,0.60117,0.041016,0.69608,0.57031
3.32,0.34311,0.59629,0.48047,0.48039,0.25977
3.328,0.34995,0.5914,1.2402,0.13333,-0.080078
3.336,0.35582,0.58553,1.3242,0.084314,0.30078
3.344,0.36266,0.58065,0.44531,0.38039,0.84961
3.352,0.36852,0.57674,-0.0097656,0.66471,1.0195
3.36,0.37439,0.57283,-0.11523,0.77059,0.97461
3.368,0.38025,0.56696,-0.17383,0.82549,0.96875
3.376,0.3871,0.56109,-0.18945,0.84118,0.97461
3.384,0.39394,0.55327,-0.21484,0.85098,0.98047
3.392,0.40078,0.54545,-0.21875,0.86078,0.98438
3.4,0.40958,0.53568,-0.21875,0.85686,0.98047
3.408,0.4174,0.52493,-0.21484,0.86078,0.96484
3.416,0.42717,0.51613,-0.20898,0.86078,0.95898
3.424,0.43597,0.50635,-0.20508,0.86078,0.96484
3.432,0.44575,0.49756,-0.19336,0.86078,0.95508
3.44,0.45552,0.48974,-0.18945,0.85686,0.93555
3.448,0.46432,0.48387,-0.18359,0.85686,0.93555
3.456,0.4741,0.47801,-0.17969,0.8451,0.91992
3.464,0.48289,0.4741,-0.16406,0.85098,0.91406
3.472,0.49169,0.47214,-0.16016,0.84118,0.9043
3.48,0.50147,0.47019,-0.14844,0.84118,0.89453
3.488,0.51222,0.46823,-0.14844,0.8451,0.89453
3.496,0.52395,0.46432,-0.14453,0.8451,0.88477
3.504,0.53568,0.46139,-0.14453,0.8451,0.875
3.512,0.54643,0.4565,-0.13477,0.84118,0.86523
3.52,0.55718,0.45259,-0.12891,0.8451,0.84961
3.528,0.56696,0.44868,-0.125,0.84118,0.83398
3.536,0.57674,0.44673,-0.11914,0.85098,0.83008
3.544,0.58651,0.44477,-0.125,0.8451,0.81055
3.552,0.59726,0.44282,-0.125,0.85098,0.80469
3.56,0.60802,0.44086,-0.11914,0.85686,0.78516
3.568,0.61779,0.43695,-0.11914,0.86078,0.78906
3.576,0.62854,0.43206,-0.10938,0.85098,0.78516
3.584,0.6393,0.42717,-0.09375,0.8451,0.79492
3.592,0.65005,0.42326,-0.089844,0.83529,0.80469
3.6,0.6608,0.42033,-0.080078,0.82157,0.82031
3.608,0.67058,0.4174,-0.054688,0.8,0.81445
3.616,0.67937,0.41447,-0.029297,0.77647,0.81445
3.624,0.68817,0.41153,-0.013672,0.7549,0.82031
3.632,0.69599,0.40958,-0.0039062,0.7451,0.82031
3.64,0.70381,0.40762,0,0.7451,0.82422
3.648,0.71163,0.40665,0.0058594,0.74118,0.82031
3.656,0.71848,0.40469,0,0.74118,0.83398
3.664,0.72532,0.40274,0.0058594,0.73529,0.83008
3.672,0.73216,0.40078,0,0.74118,0.83984
3.68,0.739,0.39785,0,0.7451,0.83398
3.688,0.74487,0.39589,0.0097656,0.74118,0.83984
3.696,0.75073,0.39394,0.015625,0.74118,0.82031
3.704,0.75758,0.39198,-0.0097656,0.7451,0.83398
3.712,0.76442,0.38905,-0.0097656,0.75098,0.83398
3.72,0.77126,0.3871,-0.013672,0.7451,0.83984
3.728,0.7781,0.38514,-0.0039062,0.7451,0.82031
3.736,0.7869,0.38416,-0.0097656,0.75098,0.82422
3.744,0.79472,0.38416,-0.013672,0.7451,0.82031
3.752,0.80352,0.38416,-0.013672,0.75098,0.82422
3.76,0.81134,0.38319,-0.0097656,0.7451,0.82031
3.768,0.81916,0.38221,-0.0039062,0.73529,0.81445
3.776,0.82698,0.38025,0,0.73529,0.81055
3.784,0.83382,0.3783,0.0058594,0.73529,0.81055
3.792,0.84066,0.37634,0.0058594,0.73529,0.81445
3.8,0.84848,0.37537,0.0058594,0.73137,0.82031
3.808,0.8563,0.37537,0,0.73137,0.82031
3.816,0.86413,0.37537,-0.0039062,0.73137,0.82031
